a priori	/ɑ ˈpriori/
arvosteleva	/ˈɑrvosˌtelevɑ/
arvostelevasti	/ˈɑrvosˌteleˌvɑsti/
arvostelija	/ˈɑrvosˌtelijɑ/
arvostella	/ˈɑrvosˌtellɑ/
arvostelma	/ˈɑrvosˌtelmɑ/
arvostelu	/ˈɑrvosˌtelu/
arvosteluasteikko	/ˈɑrvosˌteluɑsˌteikko/
arvostelukyky	/ˈɑrvosˌteluˌkyky/
arvostelukykyinen	/ˈɑrvosˌtelukyˌkyinen/
arvostelukyvyttömyys	/ˈɑrvosˌtelukyˌvyttømyys/
arvostelukyvyttömästi	/ˈɑrvosˌtelukyˌvyttøˌmæsti/
arvostelukyvytön	/ˈɑrvosˌteluˌkyvytøn/
arvostelulautakunta	/ˈɑrvosˌteluˌlɑutɑˌkuntɑ/
arvostelumenestys	/ˈɑrvosˌtelumeˌnestys/
arvostelunormi	/ˈɑrvosˌteluˌnormi/
arvosteluperuste	/ˈɑrvosˌtelupeˌruste/
arvostelupiste	/ˈɑrvosˌteluˌpiste/
arvostelutuomari	/ˈɑrvosˌteluˌtuomɑri/
arvostus	/ˈɑrvostus/
arvotavara	/ˈɑrvoˌtɑvɑrɑ/
arvoteos	/ˈɑrvoˌteos/
arvoton	/ˈɑrvoton/
arvottaa	/ˈɑrvottɑɑ/
arvottomasti	/ˈɑrvottoˌmɑsti/
arvottomuus	/ˈɑrvotˌtomuus/
arvotulli	/ˈɑrvoˌtulli/
arvovalinta	/ˈɑrvovɑˌlintɑ/
arvovalta	/ˈɑrvoˌvɑltɑ/
arvovaltainen	/ˈɑrvovɑlˌtɑinen/
arvovaltaisesti	/ˈɑrvovɑlˌtɑisesti/
arvovaltaisuus	/ˈɑrvovɑlˌtɑisuus/
arvovaltakysymys	/ˈɑrvoˌvɑltɑˌkysymys/
arvovaraus	/ˈɑrvoˌvɑrɑus/
arvoväritteinen	/ˈɑrvovæˌritteinen/
arvoväritteisesti	/ˈɑrvovæˌritteiˌsesti/
arvoväritteisyys	/ˈɑrvovæˌritteisyys/
arvoväritys	/ˈɑrvoˌværitys/
arvuuttaa	/ˈɑrvuuttɑɑ/
asbesti	/ˈɑsbesti/
asbestikangas	/ˈɑsbestiˌkɑngɑs/
asbestikuitu	/ˈɑsbestiˌkuitu/
asbestilevy	/ˈɑsbesˌtilevy/
asbestoosi	/ˈɑsbesˌtoosi/
ase	/ˈɑse/
aseapu	/ˈɑseˌɑpu/
aseellinen	/ˈɑseelˌlinen/
aseenkantaja	/ˈɑseenˌkɑntɑjɑ/
aseenkanto	/ˈɑseenˌkɑnto/
aseenkantolupa	/ˈɑseenˌkɑntoˌlupɑ/
aseenkäsittely	/ˈɑseenkæˌsittely/
aseeton	/ˈɑseeton/
aseettomuus	/ˈɑseetˌtomuus/
asehuone	/ˈɑseˌhuone/
aseidenriisunta	/ˈɑseidenˌriisuntɑ/
aseidenriisuntaneuvottelu	/ˈɑseidenˌriisuntɑˌneuvotˌtelu/
aseidentuonti	/ˈɑseidenˌtuonti/
aseidenvienti	/ˈɑseidenˌvienti/
aseistaa	/ˈɑseistɑɑ/
aseistakieltäytyjä	/ˈɑseistɑˌkieltæyˌtyjæ/
aseistakieltäytyminen	/ˈɑseistɑˌkieltæyˌtyminen/
aseistariisunta	/ˈɑseistɑˌriisuntɑ/
aseistautua	/ˈɑseisˌtɑutuɑ/
aseistus	/ˈɑseistus/
asekauppa	/ˈɑsekɑˌuppɑ/
asekumppani	/ˈɑseˌkumppɑni/
asekuntoinen	/ˈɑsekunˌtoinen/
asekuntoisuus	/ˈɑsekunˌtoisuus/
aselaji	/ˈɑseˌlɑji/
aselepo	/ˈɑseˌlepo/
aselepoehdot	/ˈɑseˌlepoˌehdot/
aseleponeuvottelu	/ˈɑseˌlepoˌneuvotˌtelu/
aseleposopimus	/ˈɑseˌlepoˌsopimus/
asema	/ˈɑsemɑ/
asema-aukio	/ˈɑseˌmɑɑuˌkio/
asemaenergia	/ˈɑseˌmɑeˌnergiɑ/
asemakaava	/ˈɑsemɑˌkɑɑvɑ/
asemakaava-arkkitehti	/ˈɑsemɑˌkɑɑvɑɑrkkiˌtehti/
asemakaavaoppi	/ˈɑsemɑˌkɑɑvɑˌoppi/
asemakaavoittaa	/ˈɑsemɑˌkɑɑvoittɑɑ/
asemakaavoitus	/ˈɑsemɑˌkɑɑvoitus/
asemalaituri	/ˈɑsemɑˌlɑituri/
asemamaa	/ˈɑseˌmɑmɑɑ/
asemapaikka	/ˈɑsemɑˌpɑikkɑ/
asemapiirros	/ˈɑsemɑˌpiirros/
asemapäällikkö	/ˈɑsemɑˌpæællikkø/
asemarakennus	/ˈɑseˌmɑrɑˌkennus/
asemaravintola	/ˈɑseˌmɑrɑˌvintolɑ/
asemasota	/ˈɑseˌmɑsotɑ/
asemasta	/ˈɑseˌmɑstɑ/
asemesta	/ˈɑseˌmestɑ/
asemo	/ˈɑsemo/
asemoida	/ˈɑseˌmoidɑ/
asemointi	/ˈɑseˌmointi/
asemosana	/ˈɑseˌmosɑnɑ/
asenne	/ˈɑsenne/
asennekasvatus	/ˈɑsenneˌkɑsvɑtus/
asennemittaus	/ˈɑsenneˌmittɑus/
asennoitua	/ˈɑsenˌnoituɑ/
asennus	/ˈɑsennus/
asentaa	/ˈɑsentɑɑ/
asentaja	/ˈɑsenˌtɑjɑ/
asenteellinen	/ˈɑsenˌteellinen/
asenteellisesti	/ˈɑsenˌteelliˌsesti/
asenteellisuus	/ˈɑsenˌteellisuus/
asenteenmuutos	/ˈɑsenˌteenmuutos/
asento	/ˈɑsento/
asentoaisti	/ˈɑsentoˌɑisti/
asentovirhe	/ˈɑsentoˌvirhe/
asepaja	/ˈɑseˌpɑjɑ/
asepalvelus	/ˈɑseˌpɑlvelus/
aseptiikka	/ˈɑsepˌtiikkɑ/
aseptinen	/ˈɑsepˌtinen/
aseptisesti	/ˈɑseptiˌsesti/
aseptisuus	/ˈɑsepˌtisuus/
asepuku	/ˈɑseˌpuku/
aseriisunta	/ˈɑseˌriisuntɑ/
aseseppä	/ˈɑseˌseppæ/
asessori	/ˈɑsesˌsori/
asetaatti	/ˈɑseˌtɑɑtti/
asetaattikuitu	/ˈɑseˌtɑɑttiˌkuitu/
asetakki	/ˈɑseˌtɑkki/
asetanta	/ˈɑseˌtɑntɑ/
asete	/ˈɑsete/
asetehdas	/ˈɑseˌtehdɑs/
asetekniikka	/ˈɑsetekˌniikkɑ/
asetekninen	/ˈɑseˌtekninen/
asetella	/ˈɑseˌtellɑ/
asetelma	/ˈɑseˌtelmɑ/
asetelmamaalaus	/ˈɑseˌtelmɑˌmɑɑlɑus/
aseteollisuus	/ˈɑseteˌollisuus/
asetie	/ˈɑsetie/
asetin	/ˈɑsetin/
asetinlaite	/ˈɑsetinˌlɑite/
asetoni	/ˈɑseˌtoni/
asetonitauti	/ˈɑseˌtoniˌtɑuti/
asetoveri	/ˈɑseˌtoveri/
asetoveruus	/ˈɑseˌtoveruus/
asettaa	/ˈɑsettɑɑ/
asettaja	/ˈɑsetˌtɑjɑ/
asettamispäivä	/ˈɑsettɑˌmispæivæ/
asettautua	/ˈɑsetˌtɑutuɑ/
asettelu	/ˈɑsetˌtelu/
asetti	/ˈɑsetti/
asettua	/ˈɑsetˌtuɑ/
asetuonti	/ˈɑseˌtuonti/
asetus	/ˈɑsetus/
asetuskokoelma	/ˈɑseˌtuskokoˌelmɑ/
asetussanat	/ˈɑseˌtussɑnɑt/
asetussääteinen	/ˈɑsetusˌsææteinen/
asetyleeni	/ˈɑsetyˌleeni/
asetyleenihitsaus	/ˈɑsetyˌleeniˌhitsɑus/
asetyleeniliekki	/ˈɑsetyˌleeniˌliekki/
asetyylisalisyylihappo	/ˈɑseˌtyyliˌsɑliˌsyyliˌhɑppo/
asevarikko	/ˈɑsevɑˌrikko/
asevarustelu	/ˈɑsevɑˌrustelu/
asevarustus	/ˈɑsevɑˌrustus/
aseveli	/ˈɑseˌveli/
asevelihenki	/ˈɑseˌveliˌhenki/
asevelihinta	/ˈɑseˌveliˌhintɑ/
aseveljeys	/ˈɑseˌveljeys/
asevelvollinen	/ˈɑseˌvelvolˌlinen/
asevelvollisuus	/ˈɑseˌvelvolˌlisuus/
asevelvollisuusaika	/ˈɑseˌvelvolliˌsuusɑikɑ/
asevienti	/ˈɑseˌvienti/
asevoima	/ˈɑseˌvoimɑ/
asfaltoida	/ˈɑsfɑlˌtoidɑ/
asfaltointi	/ˈɑsfɑlˌtointi/
asfaltti	/ˈɑsfɑltti/
asfaltti-ihottuma	/ˈɑsfɑltˌtiihotˌtumɑ/
asfalttiasema	/ˈɑsfɑltˌtiɑˌsemɑ/
asfalttinen	/ˈɑsfɑltˌtinen/
asfalttipäällyste	/ˈɑsfɑlttiˌpæællyste/
asfalttipäällysteinen	/ˈɑsfɑlttiˌpæællysˌteinen/
asfalttitie	/ˈɑsfɑltˌtitie/
asfalttiviidakko	/ˈɑsfɑlttiˌviidɑkko/
asia	/ˈɑsiɑ/
asia-aine	/ˈɑsiˌɑɑine/
asiaankuulumaton	/ˈɑsiˌɑɑnkuuˌlumɑton/
asiaankuuluva	/ˈɑsiˌɑɑnkuuˌluvɑ/
asiahakemisto	/ˈɑsiˌɑhɑkeˌmisto/
asiainhoitaja	/ˈɑsiˌɑinhoiˌtɑjɑ/
asiaintila	/ˈɑsiˌɑintilɑ/
asiakas	/ˈɑsiˌɑkɑs/
asiakaskontakti	/ˈɑsiɑˌkɑskonˌtɑkti/
asiakaskunta	/ˈɑsiɑˌkɑskuntɑ/
asiakaskäynti	/ˈɑsiɑˌkɑskæˌynti/
asiakaslehti	/ˈɑsiɑˌkɑslehti/
asiakaslähtöisyys	/ˈɑsiɑˌkɑslæhˌtøisyys/
asiakaspalvelu	/ˈɑsiɑˌkɑspɑlˌvelu/
asiakaspiiri	/ˈɑsiɑˌkɑspiiri/
asiakassuhde	/ˈɑsiɑˌkɑssuhde/
asiakirja	/ˈɑsiɑˌkirjɑ/
asiakirjakannet	/ˈɑsiɑˌkirjɑˌkɑnnet/
asiakirjasalkku	/ˈɑsiɑˌkirjɑˌsɑlkku/
asiakirjatieto	/ˈɑsiɑˌkirjɑˌtieto/
asiakkuus	/ˈɑsiˌɑkkuus/
asialinja	/ˈɑsiɑˌlinjɑ/
asialista	/ˈɑsiɑˌlistɑ/
asiallinen	/ˈɑsiˌɑllinen/
asiallisesti	/ˈɑsiˌɑlliˌsesti/
asiallisuus	/ˈɑsiˌɑllisuus/
asiamies	/ˈɑsiˌɑmies/
asianajaja	/ˈɑsiˌɑnɑˌjɑjɑ/
asianajo	/ˈɑsiˌɑnɑjo/
asianajopalkkio	/ˈɑsiˌɑnɑjoˌpɑlkkio/
asianajotoimi	/ˈɑsiˌɑnɑjoˌtoimi/
asianajotoimisto	/ˈɑsiˌɑnɑjoˌtoimisto/
asianajovaltakirja	/ˈɑsiˌɑnɑjoˌvɑltɑˌkirjɑ/
asianhaara	/ˈɑsiɑnˌhɑɑrɑ/
asianharrastaja	/ˈɑsiˌɑnhɑrˌrɑstɑjɑ/
asianharrastus	/ˈɑsiˌɑnhɑrˌrɑstus/
asianlaita	/ˈɑsiɑnˌlɑitɑ/
asianmukainen	/ˈɑsiˌɑnmuˌkɑinen/
asianmukaisesti	/ˈɑsiˌɑnmuˌkɑisesti/
asianmukaisuus	/ˈɑsiˌɑnmuˌkɑisuus/
asianomainen	/ˈɑsiˌɑnoˌmɑinen/
asianomistaja	/ˈɑsiˌɑnoˌmistɑjɑ/
asianomistajarikos	/ˈɑsiˌɑnoˌmistɑˌjɑrikos/
asianosainen	/ˈɑsiˌɑnoˌsɑinen/
asiantila	/ˈɑsiˌɑntilɑ/
asiantuntematon	/ˈɑsiˌɑntunˌtemɑton/
asiantuntemattomuus	/ˈɑsiˌɑntunteˌmɑttomuus/
asiantuntemus	/ˈɑsiˌɑntunˌtemus/
asiantunteva	/ˈɑsiˌɑntunˌtevɑ/
asiantuntevasti	/ˈɑsiˌɑntunteˌvɑsti/
asiantuntija	/ˈɑsiˌɑntunˌtijɑ/
asiantuntija-apu	/ˈɑsiˌɑntuntiˌjɑɑpu/
asiantuntijajärjestelmä	/ˈɑsiˌɑntunˌtijɑˌjærjesˌtelmæ/
asiantuntijanapu	/ˈɑsiˌɑntunˌtijɑˌnɑpu/
asiantuntijanlausunto	/ˈɑsiˌɑntuntiˌjɑnlɑuˌsunto/
asiaohjelma	/ˈɑsiɑˌohjelmɑ/
asiapainotteinen	/ˈɑsiɑˌpɑinotˌteinen/
asiapainotteisuus	/ˈɑsiɑˌpɑinotˌteisuus/
asiapaperi	/ˈɑsiˌɑpɑˌperi/
asiapitoinen	/ˈɑsiˌɑpiˌtoinen/
asiapitoisuus	/ˈɑsiˌɑpiˌtoisuus/
asiaproosa	/ˈɑsiɑˌproosɑ/
asiasana	/ˈɑsiˌɑsɑnɑ/
asiasisällys	/ˈɑsiˌɑsiˌsællys/
asiasisältö	/ˈɑsiˌɑsiˌsæltø/
asiasuomi	/ˈɑsiɑˌsuomi/
asiateksti	/ˈɑsiɑˌteksti/
asiatieto	/ˈɑsiɑˌtieto/
asiaton	/ˈɑsiˌɑton/
asiattomasti	/ˈɑsiˌɑttoˌmɑsti/
asiattomuus	/ˈɑsiˌɑttomuus/
asiatyyli	/ˈɑsiɑˌtyyli/
asiatyylinen	/ˈɑsiɑˌtyylinen/
asiavirhe	/ˈɑsiɑˌvirhe/
asiayhteys	/ˈɑsiɑˌyhteys/
asidofiluspiimä	/ˈɑsiˌdofilusˌpiimæ/
asioida	/ˈɑsiˌoidɑ/
asioimiskirjoitus	/ˈɑsiˌoimiskirˌjoitus/
asioimisliike	/ˈɑsiˌoimisˌliike/
asioimistoimisto	/ˈɑsiˌoimisˌtoimisto/
asiointi	/ˈɑsiˌointi/
askar	/ˈɑskɑr/
askare	/ˈɑskɑre/
askaroida	/ˈɑskɑˌroidɑ/
askarointi	/ˈɑskɑˌrointi/
askarrella	/ˈɑskɑrˌrellɑ/
askarruttaa	/ˈɑskɑrˌruttɑɑ/
askartelija	/ˈɑskɑrˌtelijɑ/
askartelu	/ˈɑskɑrˌtelu/
askarteluhoito	/ˈɑskɑrˌteluˌhoito/
askarteluhuone	/ˈɑskɑrˌteluˌhuone/
askartelukerho	/ˈɑskɑrˌteluˌkerho/
askartelunohjaaja	/ˈɑskɑrˌtelunohˌjɑɑjɑ/
askarteluterapeutti	/ˈɑskɑrˌteluˌterɑpeˌutti/
askarteluterapia	/ˈɑskɑrˌteluˌterɑˌpiɑ/
askarteluttaa	/ˈɑskɑrteˌluttɑɑ/
askeesi	/ˈɑskeesi/
askeetti	/ˈɑskeetti/
askeettinen	/ˈɑskeetˌtinen/
askeettisesti	/ˈɑskeettiˌsesti/
askeettisuus	/ˈɑskeetˌtisuus/
askel	/ˈɑskel/
askele	/ˈɑskele/
askelittain	/ˈɑskeˌlittɑin/
askelittainen	/ˈɑskelitˌtɑinen/
askellaji	/ˈɑskelˌlɑji/
askellin	/ˈɑskellin/
askellus	/ˈɑskellus/
askelluslaite	/ˈɑskellusˌlɑite/
askelma	/ˈɑskelmɑ/
askelmerkki	/ˈɑskelˌmerkki/
askelmitta	/ˈɑskelˌmittɑ/
askelmittain	/ˈɑskelˌmittɑin/
askelrytmi	/ˈɑskelˌrytmi/
askeltaa	/ˈɑskeltɑɑ/
askelvirhe	/ˈɑskelˌvirhe/
askelväli	/ˈɑskelˌvæli/
asketismi	/ˈɑskeˌtismi/
aski	/ˈɑski/
askites	/ˈɑskites/
askorbiinihappo	/ˈɑskorˌbiiniˌhɑppo/
asosiaalinen	/ˈɑsosiˌɑɑlinen/
asosiaalisesti	/ˈɑsosiˌɑɑliˌsesti/
asosiaalisuus	/ˈɑsosiˌɑɑlisuus/
aspartaami	/ˈɑspɑrˌtɑɑmi/
aspekti	/ˈɑspekti/
aspi	/ˈɑspi/
assimilaatio	/ˈɑssimiˌlɑɑtio/
assimiloida	/ˈɑssimiˌloidɑ/
assimilointi	/ˈɑssimiˌlointi/
assimiloitua	/ˈɑssimiˌloituɑ/
assistentti	/ˈɑssisˌtentti/
assistentuuri	/ˈɑssistenˌtuuri/
assosiaatio	/ˈɑssosiˌɑɑtio/
assosiaatiolaki	/ˈɑssosiˌɑɑtiˌolɑki/
assosiatiivinen	/ˈɑssoˌsiɑˌtiivinen/
assosioida	/ˈɑssosiˌoidɑ/
assosiointi	/ˈɑssosiˌointi/
assosioitua	/ˈɑssosiˌoituɑ/
assyrialainen	/ˈɑssyˌriɑˌlɑinen/
assyriologi	/ˈɑssyˌrioˌlogi/
assyriologia	/ˈɑssyˌrioˌlogiɑ/
astaatti	/ˈɑstɑɑtti/
astahtaa	/ˈɑstɑhtɑɑ/
astalo	/ˈɑstɑlo/
astatiini	/ˈɑstɑˌtiini/
aste	/ˈɑste/
aste-ero	/ˈɑsteero/
asteenikko	/ˈɑsteeˌnikko/
asteeninen	/ˈɑsteeˌninen/
asteikko	/ˈɑsteikko/
asteikollinen	/ˈɑsteiˌkollinen/
asteittain	/ˈɑsteittɑin/
asteittainen	/ˈɑsteitˌtɑinen/
asteittaisuus	/ˈɑsteitˌtɑisuus/
astejako	/ˈɑsteˌjɑko/
astejaotus	/ˈɑsteˌjɑotus/
astelevy	/ˈɑsteˌlevy/
astella	/ˈɑstellɑ/
astelu	/ˈɑstelu/
astenia	/ˈɑsteˌniɑ/
asteri	/ˈɑsteri/
asteriski	/ˈɑsteˌriski/
asteroidi	/ˈɑsteˌroidi/
astevaihtelu	/ˈɑsteˌvɑihtelu/
asti	/ˈɑsti/
astia	/ˈɑstiɑ/
astiahylly	/ˈɑstiɑˌhylly/
astiakaappi	/ˈɑstiɑˌkɑɑppi/
astiakori	/ˈɑstiˌɑkori/
astiallinen	/ˈɑstiˌɑllinen/
astiankuivauskaappi	/ˈɑstiɑnˌkuivɑusˌkɑɑppi/
astiankuivausteline	/ˈɑstiɑnˌkuivɑˌusteˌline/
astianpesijä	/ˈɑstiˌɑnpeˌsijæ/
astianpesu	/ˈɑstiˌɑnpesu/
astianpesuaine	/ˈɑstiˌɑnpesuˌɑine/
astianpesuharja	/ˈɑstiˌɑnpesuˌhɑrjɑ/
astianpesukone	/ˈɑstiˌɑnpeˌsukone/
astianpesupöytä	/ˈɑstiˌɑnpesuˌpøytæ/
astiapyyhe	/ˈɑstiɑˌpyyhe/
astiasto	/ˈɑstiˌɑsto/
astiataimi	/ˈɑstiɑˌtɑimi/
astin	/ˈɑstin/
astinlauta	/ˈɑstinˌlɑutɑ/
astioittain	/ˈɑstiˌoittɑin/
astma	/ˈɑstmɑ/
astmaatikko	/ˈɑstmɑɑˌtikko/
astmaattinen	/ˈɑstmɑɑtˌtinen/
astmainen	/ˈɑstmɑinen/
astmakohtaus	/ˈɑstmɑˌkohtɑus/
astraalinen	/ˈɑstrɑɑˌlinen/
astraaliruumis	/ˈɑstrɑɑliˌruumis/
astrakaani	/ˈɑstrɑˌkɑɑni/
astrakaaniturkki	/ˈɑstrɑˌkɑɑniˌturkki/
astrofysiikka	/ˈɑstrofyˌsiikkɑ/
astrofyysikko	/ˈɑstroˌfyysikko/
astrologi	/ˈɑstroˌlogi/
astrologia	/ˈɑstroˌlogiɑ/
astrologinen	/ˈɑstroˌloginen/
astrologisesti	/ˈɑstroˌlogiˌsesti/
astronautiikka	/ˈɑstroˌnɑutiikkɑ/
astronautti	/ˈɑstronɑˌutti/
astronomi	/ˈɑstroˌnomi/
astronomia	/ˈɑstroˌnomiɑ/
astronominen	/ˈɑstroˌnominen/
astronomisesti	/ˈɑstroˌnomiˌsesti/
astua	/ˈɑstuɑ/
astuja	/ˈɑstujɑ/
astumajalka	/ˈɑstumɑˌjɑlkɑ/
astunta	/ˈɑstuntɑ/
astuttaa	/ˈɑstuttɑɑ/
astutus	/ˈɑstutus/
asu	/ˈɑsu/
asua	/ˈɑsuɑ/
asuin-	/ˈɑsuin/
asuinalue	/ˈɑsuiˌnɑlue/
asuinhuone	/ˈɑsuinˌhuone/
asuinhuoneisto	/ˈɑsuinˌhuoneisto/
asuinkumppani	/ˈɑsuinˌkumppɑni/
asuinkunta	/ˈɑsuinˌkuntɑ/
asuinpaikka	/ˈɑsuinˌpɑikkɑ/
asuinpaikkakunta	/ˈɑsuinˌpɑikkɑˌkuntɑ/
asuinpinta-ala	/ˈɑsuinpinˌtɑɑlɑ/
asuinrakennus	/ˈɑsuinrɑˌkennus/
asuinsija	/ˈɑsuinˌsijɑ/
asuintoveri	/ˈɑsuinˌtoveri/
asuinyhteisö	/ˈɑsuinyhˌteisø/
asuinympäristö	/ˈɑsuiˌnympæˌristø/
asuja	/ˈɑsujɑ/
asujaimisto	/ˈɑsuˌjɑimisto/
asujain	/ˈɑsujɑin/
asukas	/ˈɑsukɑs/
asukasluettelo	/ˈɑsuˌkɑsluˌettelo/
asukasluku	/ˈɑsuˌkɑsluku/
asukasmäärä	/ˈɑsukɑsˌmææræ/
asukaspysäköinti	/ˈɑsuˌkɑspysæˌkøinti/
asukastiheys	/ˈɑsuˌkɑstiˌheys/
asukasyhdistys	/ˈɑsukɑˌsyhdistys/
asukki	/ˈɑsukki/
asukokonaisuus	/ˈɑsuˌkokoˌnɑisuus/
asuma	/ˈɑsumɑ/
asuma-alue	/ˈɑsuˌmɑɑlue/
asumalähiö	/ˈɑsuˌmɑlæˌhiø/
asumaton	/ˈɑsuˌmɑton/
asumiskustannukset	/ˈɑsuˌmiskusˌtɑnnukset/
asumisoikeus	/ˈɑsumiˌsoikeus/
asumisoikeusasunto	/ˈɑsumiˌsoikeusɑˌsunto/
asumisoikeusmaksu	/ˈɑsumiˌsoikeˌusmɑksu/
asumisoikeusyhdistys	/ˈɑsumiˌsoikeuˌsyhdistys/
asumistaso	/ˈɑsuˌmistɑso/
asumistiheys	/ˈɑsuˌmistiˌheys/
asumistuki	/ˈɑsuˌmistuki/
asumus	/ˈɑsumus/
asumusero	/ˈɑsuˌmusero/
asunnonhaltija	/ˈɑsunˌnonhɑlˌtijɑ/
asunnonvälitys	/ˈɑsunˌnonvæˌlitys/
asunnoton	/ˈɑsunˌnoton/
asunnottomuus	/ˈɑsunˌnottomuus/
asunto	/ˈɑsunto/
asunto-oikeus	/ˈɑsunˌtooiˌkeus/
asunto-olot	/ˈɑsunˌtoolot/
asunto-osake	/ˈɑsunˌtoosɑke/
asunto-osakeyhtiö	/ˈɑsunˌtoosɑkeˌyhtiø/
asuntoalue	/ˈɑsunˌtoɑˌlue/
asuntoauto	/ˈɑsuntoˌɑuto/
asuntoetu	/ˈɑsunˌtoetu/
asuntohotelli	/ˈɑsunˌtohoˌtelli/
asuntokanta	/ˈɑsuntoˌkɑntɑ/
asuntokunta	/ˈɑsuntoˌkuntɑ/
asuntola	/ˈɑsunˌtolɑ/
asuntolaina	/ˈɑsuntoˌlɑinɑ/
asuntolaiva	/ˈɑsuntoˌlɑivɑ/
asuntoluotto	/ˈɑsuntoˌluotto/
asuntomessut	/ˈɑsuntoˌmessut/
asuntomurto	/ˈɑsuntoˌmurto/
asuntoperävaunu	/ˈɑsunˌtoperæˌvɑunu/
asuntopoliittinen	/ˈɑsunˌtopoˌliittinen/
asuntopolitiikka	/ˈɑsunˌtopoliˌtiikkɑ/
asuntopula	/ˈɑsunˌtopulɑ/
asuntorakentaminen	/ˈɑsunˌtorɑˌkentɑˌminen/
asuntosäästäjä	/ˈɑsuntoˌsææstæjæ/
asuntosäästäminen	/ˈɑsuntoˌsææstæˌminen/
asuntotontti	/ˈɑsuntoˌtontti/
asuntotuotanto	/ˈɑsuntoˌtuotɑnto/
asuntovaunu	/ˈɑsuntoˌvɑunu/
asuroolipeli	/ˈɑsuˌrooliˌpeli/
asustaa	/ˈɑsustɑɑ/
asuste	/ˈɑsuste/
asusteliike	/ˈɑsusteˌliike/
asustella	/ˈɑsusˌtellɑ/
asuttaa	/ˈɑsuttɑɑ/
asuttaja	/ˈɑsutˌtɑjɑ/
asutus	/ˈɑsutus/
asutusalue	/ˈɑsuˌtusɑˌlue/
asutushistoria	/ˈɑsuˌtushisˌtoriɑ/
asutushistoriallinen	/ˈɑsuˌtushisˌtoriˌɑllinen/
asutuskeskus	/ˈɑsuˌtuskeskus/
asutustila	/ˈɑsuˌtustilɑ/
asutustilallinen	/ˈɑsuˌtustiˌlɑllinen/
asutustoiminta	/ˈɑsutusˌtoimintɑ/
asuuri	/ˈɑsuuri/
asuurinsininen	/ˈɑsuuˌrinsiˌninen/
asvaltoida	/ˈɑsvɑlˌtoidɑ/
asvaltointi	/ˈɑsvɑlˌtointi/
asvaltti	/ˈɑsvɑltti/
asvalttinen	/ˈɑsvɑltˌtinen/
asymmetria	/ˈɑsymˌmetriɑ/
asymmetrinen	/ˈɑsymˌmetrinen/
asymmetrisesti	/ˈɑsymˌmetriˌsesti/
asymmetrisyys	/ˈɑsymˌmetrisyys/
atari	/ˈɑtɑri/
atariyksikkö	/ˈɑtɑriˌyksikkø/
atavismi	/ˈɑtɑˌvismi/
atavistinen	/ˈɑtɑˌvistinen/
atavistisesti	/ˈɑtɑˌvistiˌsesti/
atavistisuus	/ˈɑtɑˌvistisuus/
ateismi	/ˈɑteismi/
ateisti	/ˈɑteisti/
ateistinen	/ˈɑteisˌtinen/
ateistisesti	/ˈɑteistiˌsesti/
ateistisuus	/ˈɑteisˌtisuus/
ateljee	/ˈɑteljee/
ateljeetyö	/ˈɑtelˌjeetyø/
ateria	/ˈɑteˌriɑ/
ateriapalvelu	/ˈɑteˌriɑˌpɑlvelu/
aterimet	/ˈɑteˌrimet/
aterinsarja	/ˈɑteˌrinsɑrjɑ/
aterioida	/ˈɑteriˌoidɑ/
ateriointi	/ˈɑteriˌointi/
ateroskleroosi	/ˈɑteˌroskleˌroosi/
atk	/ɑtk/
atk-kirjoittaja	/ˈɑtkkirˌjoittɑjɑ/
atk-laite	/ˈɑtklɑite/
atk-laitteisto	/ˈɑtklɑitˌteisto/
atk-pohjainen	/ˈɑtkpohˌjɑinen/
atk-rikollisuus	/ˈɑtkriˌkollisuus/
atk-rikos	/ˈɑtkrikos/
atk-suunnittelija	/ˈɑtksuunˌnitteˌlijɑ/
atlanttinen	/ˈɑtlɑntˌtinen/
atlas	/ˈɑtlɑs/
atlasnikama	/ˈɑtlɑsˌnikɑmɑ/
atleetikko	/ˈɑtleeˌtikko/
atleetti	/ˈɑtleetti/
atleettinen	/ˈɑtleetˌtinen/
atleettisuus	/ˈɑtleetˌtisuus/
atmosfääri	/ˈɑtmosˌfææri/
atolli	/ˈɑtolli/
atomaarinen	/ˈɑtoˌmɑɑrinen/
atomi	/ˈɑtomi/
atomiaika	/ˈɑtomiˌɑikɑ/
atomiase	/ˈɑtoˌmiɑse/
atomienergia	/ˈɑtoˌmienerˌgiɑ/
atomifysiikka	/ˈɑtoˌmifyˌsiikkɑ/
atomikello	/ˈɑtomiˌkello/
atomimalli	/ˈɑtomiˌmɑlli/
atomioppi	/ˈɑtomiˌoppi/
atomipaino	/ˈɑtomiˌpɑino/
atomipommi	/ˈɑtomiˌpommi/
atomireaktori	/ˈɑtoˌmireˌɑktori/
atomismi	/ˈɑtoˌmismi/
atomistinen	/ˈɑtoˌmistinen/
atomistisuus	/ˈɑtoˌmistisuus/
atomiteoria	/ˈɑtoˌmiteˌoriɑ/
atomivoima	/ˈɑtomiˌvoimɑ/
atomivoimala	/ˈɑtomiˌvoimɑlɑ/
atomivoimalaitos	/ˈɑtomiˌvoimɑˌlɑitos/
atomiydin	/ˈɑtoˌmiydin/
atonaalinen	/ˈɑtoˌnɑɑlinen/
atonaalisuus	/ˈɑtoˌnɑɑlisuus/
atoopikko	/ˈɑtooˌpikko/
