a	/ɑː/
frisksportare	/²fr'ɪsːkspɔʈːarɛ/
frisläppa	/²fr'iːslɛpːɛr/
frisör	/frɪs'øːr/
frispråkig	/²fr'iːsproːkɪg/
frissa	/²fr'ɪsːa/
fristad	/²fr'iːstɑːd/
fristående	/²fr'iːstoːɛndɛ/
friställa	/²fr'iːstɛlːɛr/
friställd	/²fr'iːstɛlːd/
frist	/frɪsːt/
frisyr	/frɪs'yːr/
frita	/²fr'iːtɑːr/
fritera	/frɪt'eːra/
friterar	/frɪt'eːrar/
fritid	/²fr'iːtiːd/
fritidsgård	/²fr'iːtiːdsgoːɖ/
fritidshem	/²fr'iːtiːdshɛmː/
fritidshus	/²fr'iːtiːdshʉːs/
fritidsnämnd	/²fr'iːtiːdsnɛmːd/
fritis	/fr'iːtɪs/
frivillig	/²fr'iːvɪlːɪg/
frodas	/²fr'uːdas/
frodig	/²fr'uːdɪg/
frö	/frøː/
fröjd	/frœjːd/
fröken	/fr'øːkɛn/
Fröken Ur	/frøːkɛn'ʉːr/
fr.o.m.	/fr'oːnɔkːmeːd/, /fr'oːnɔmeː/
from	/frʊmː/
frontal-	/²frɔnt'ɑːl/
front	/frɔnːt/
frös	/frøːs/
frossa	/²fr'ɔsːa/
frossar	/²fr'ɔsːar/
frosta av	/frɔstar'ɑːv/
frost	/frɔsːt/
frotté	/frɔt'eː/
fru	/frʉː/
fruga	/²fr'ʉːga/
frukost	/fr'ɵkːɔst/
frukta	/²fr'ɵkːta/
fruktar	/²fr'ɵkːtar/
fruktan	/²fr'ɵkːtan/
fruktansvärd	/²fr'ɵkːtansvɛːɖ/
fruktbar	/²fr'ɵkːtbɑːr/
frukt	/frɵkːt/
fruktlös	/²fr'ɵkːtløːs/
fruktsam	/²fr'ɵkːtsamː/
fruntimmer	/²fr'ɵnːtɪmːɛr/
fruntimmersveckan	/²fr'ɵnːtɪmɛʂvɛkːan/
frusen	/²fr'ʉːsɛn/
frusit	/²fr'ʉːsɪt/
frusta	/²fr'ɵsːta/
frustar	/²fr'ɵsːtar/
frustration	/frɵstraɧ'uːn/
frustrerad	/frɵstr'eːrad/
frysa	/fr'yːsɛr/
frysa ut	/fryːsɛr'ʉːt/
frys	/fryːs/
fuffens	/f'ɵfːɛns/
fukta	/²f'ɵkːta/
fuktar	/²f'ɵkːtar/
fukt	/fɵkːt/
fuktig	/²f'ɵkːtɪg/
ful	/fʉːl/
fuling	/f'ʉːlɪŋ/
fulländad	/²f'ɵlːɛnːdad/
fullbokad	/²f'ɵlːbuːkad/
fullborda	/²f'ɵlːbuːɖa/
fullbordar	/²f'ɵlːbuːɖar/
fullfjädrad	/²f'ɵlːfjɛːdrad/
fullfölja	/²f'ɵlːfœlːjɛr/
fullföljdshänvisning	/²f'ɵlːfœljdshɛːnviːsnɪŋ/
full	/fɵlː/
fullgöra	/²f'ɵlːjøːr/
fullkomlig	/²f'ɵlːkɔmːlɪg/
fullkorn	/²f'ɵlːkuːɳ/
fullmakt	/²f'ɵlːmakːt/
fullmäktige	/²f'ɵlːmɛkːtɪgɛ/
fullmåne	/²f'ɵlːmoːnɛ/
fullsatt	/²f'ɵlːsatː/
fullständig	/²f'ɵlːstɛnːdɪg/
fullständigt	/²f'ɵlːstɛnːdɪkt/, /²f'ɵlːstɛnːdɪt/
fulltalig	/²f'ɵlːtɑːlɪg/
fullträff	/²f'ɵlːtrɛfː/
fullvärdig	/²f'ɵlːvɛːɖɪg/
fullvuxen	/²f'ɵlːvɵkːsɛn/
fulsnygg	/²f'ʉːlsnʏgː/
fumla	/²f'ɵmːla/
fumlar	/²f'ɵmːlar/
fumlig	/²f'ɵmːlɪg/
fundamental	/fɵndamɛnt'ɑːl/
fundamentalist	/fɵndamɛntal'ɪsːt/
fundament	/fɵndam'ɛnːt/
fundera	/fɵnd'eːra/
funderar	/fɵnd'eːrar/
fungera	/fɵŋg'eːra/
fungerar	/fɵŋg'eːrar/
funka	/²f'ɵŋːka/
funkar	/²f'ɵŋːkar/
funkis	/f'ɵŋːkɪs/
funktionalism	/fɵŋkɧʊnal'ɪsːm/
funktionär	/fɵŋkɧʊn'ɛːr/
funktionell	/fɵŋkɧʊn'ɛlː/
funktion	/fɵŋkɧ'uːn/
funnit	/²f'ɵnːɪt/
funnits	/²f'ɵnːɪts/
fura	/²f'ʉːra/
fur	/fʉːr/
furir	/fɵr'iːr/
furste	/²f'ɵʂʈɛ/
furu	/²f'ʉːrɵ/
fusion	/fɵɧ'uːn/
fuska	/²f'ɵsːka/
fuskar	/²f'ɵsːkar/
fusk	/fɵsːk/
futtig	/²f'ɵtːɪg/
futurum	/²fɵt'ʉːrɵm/
fy	/fyː/
fylla	/²f'ʏlːa/
fylla	/f'ʏlːɛr/
fylla i	/fʏlɛr'ɪ/
fylld	/fʏlːd/
fylleri	/fʏlɛr'iː/
fyllerist	/fʏlɛr'ɪsːt/
fyllig	/²f'ʏlːɪg/
fyllnads-	/²f'ʏlːnads/
fyllo	/f'ʏlːʊ/
fynda	/²f'ʏnːda/
fyndar	/²f'ʏnːdar/
fynd	/fʏnːd/
fyndig	/²f'ʏnːdɪg/
fyndighet	/²f'ʏnːdɪgheːt/
fyra	/²f'yːra/
fyr	/fyːr/
fyrkant	/²f'yːrkanːt/
fyrkantig	/²f'yːrkanːtɪg/
fyrtio	/²f'œʈːɪʊ/, /²f'œʈːɪ/
fyrtionde	/²f'œʈːɪɔndɛ/
fyrverkeri	/fyːrvärkɛr'iː/
fysikalisk	/fʏsɪk'ɑːlɪsk/
fysik	/fʏs'iːk/
fysiologisk	/fʏsɪʊl'oːgɪsk/
fysisk	/f'yːsɪsk/
gå an	/goːr'anː/
gå åt	/goːr'oːt/
gabardin	/gabaɖ'iːn/
gädda	/²j'ɛdːa/
gadda ihop sig	/gadarɪh'uːpsɛj/
gadd	/gadː/
gående	/²g'oːɛndɛ/
gaffel	/g'afːɛl/
gå	/goːr/
gågata	/²g'oːgɑːta/
gage	/gɑːɧ/
gaggig	/²g'agːɪg/
gagna	/²gaŋːna/
gagn	/gaŋːn/
gå igenom	/goːrɪj'eːnɔm/
gå in	/goːr'ɪnː/
gala	/²g'ɑːla/
gala	/gɑːl/
galant	/gal'anːt/
gälar	/²j'ɛːlar/
galär	/gal'ɛːr/
galax	/gal'akːs/
gäldenär	/jɛldɛn'ɛːr/
gäld	/jɛlːd/
galen	/²g'ɑːlɛn/
galenpanna	/²g'ɑːlɛnpanːa/
galge	/²g'alːjɛ/
galghumor	/²g'alːjhʉːmʊr/
galla	/²g'alːa/
gälla	/j'ɛlːɛr/
galler	/g'alːɛr/
galleria	/²galɛr'iːa/
galleri	/galɛr'iː/
gallfeber	/²g'alːfeːbɛr/
gäll	/jɛlː/
gallra	/²g'alːra/
gallrar	/²g'alːrar/
gallskrika	/²g'alːskriːkɛr/
gallsten	/²g'alːsteːn/
gallupundersökning	/²g'alːɵpɵndɛʂøːknɪŋ/
galning	/²g'ɑːlnɪŋ/
galoppera	/galɔp'eːra/
galopperar	/galɔp'eːrar/
galopp	/gal'ɔpː/
galosch	/gal'ɔɧː/
galt	/galːt/
galvanisera	/galvanɪs'eːra/
galvaniserar	/galvanɪs'eːrar/
gå med	/goːrm'eːd/, /goːrm'eː/
game	/geːm/
gam	/gɑːm/
gamling	/²g'amːlɪŋ/
gammal	/²g'amːal/
gammaldags	/²g'amːaldakːs/
gammaldans	/²g'amːaldanːs/
gammalmodig	/²g'amːalmuːdɪg/
gå ned	/goːɳ'eːd/
gänga	/²j'ɛŋːa/
gängar	/²j'ɛŋːar/
gångbar	/²g'ɔŋːbɑːr/
gång	/gɔŋː/
gångjärn	/²g'ɔŋːjɛːɳ/
gäng	/jɛŋː/
gängse	/²j'ɛŋːsɛ/
gangster	/g'aŋːstɛr/
gångtrafikant	/²g'ɔŋːtrafɪkanːt/
ganska	/²g'anːska/
gå över	/goːr'øːvɛr/
gapa	/²g'ɑːpa/
gapar	/²g'ɑːpar/
gå på	/goːrp'oː/
gap	/gɑːp/
gaphals	/²g'ɑːphalːs/
gapskratt	/²g'ɑːpskratː/
garage	/gar'ɑːɧ/
garantera	/garant'eːra/
garanterar	/garant'eːrar/
garant	/gar'anːt/
garantibevis	/²garant'iːbɛviːs/
garanti	/garant'iː/
garde	/²g'ɑːɖɛ/
gärde	/²j'ɛːɖɛ/
gardera	/gaɖ'eːra/
garderar	/gaɖ'eːrar/
garderob	/gaɖɛr'oːb/
gård	/goːɖ/
gardin	/gaɖ'iːn/
gärdsgård	/j'ɛʂːgoːɖ/
går	/goːr/
gärna	/²j'ɛːɳa/
garnera	/gaɳ'eːra/
garnerar	/gaɳ'eːrar/
garn	/gɑːɳ/
gärning	/²j'ɛːɳɪŋ/
gärningsman	/²j'ɛːɳɪŋsmanː/
garnison	/gaɳɪs'uːn/
garva	/²g'arːva/
garvar	/²g'arːvar/
garvad	/²g'arːvad/
gasbinda	/²g'ɑːsbɪnːda/
gas	/gɑːs/
gås	/goːs/
gåshud	/²g'oːshʉːd/
gåsmarsch	/²g'oːsmarːɧ/
gasmask	/²g'ɑːsmasːk/
gasol	/gas'oːl/
gäspa	/²j'ɛsːpa/
gäspar	/²j'ɛsːpar/
gassa	/²g'asːa/
gassar	/²g'asːar/
gäss	/jɛsː/
gästa	/²j'ɛsːta/
gästar	/²j'ɛsːtar/
gästarbetare	/²j'ɛsːtarbeːtarɛ/
gästfri	/²j'ɛsːtfriː/
gästgivargård	/²j'ɛsːtjiːvargoːɖ/
gästhamn	/²j'ɛsːthamːn/
gäst	/jɛsːt/
gastkrama	/²g'asːtkrɑːma/
gastkramar	/²g'asːtkrɑːmar/
Gästrikland	/j'ɛsːtrɪkland/
gastronomisk	/gastrʊn'oːmɪsk/
gästspel	/²j'ɛsːtspeːl/
gäststuderande	/²j'ɛsːtstɵdeːrandɛ/
gata	/²g'ɑːta/
gåta	/²g'oːta/
gatlykta	/²g'ɑːtlʏkːta/
gått	/gɔtː/
gå upp	/goːr'ɵpː/
gå ut	/goːr'ʉːt/
gåva	/²g'oːva/
gavel	/g'ɑːvɛl/
gav	/gɑːv/
gebit	/gɛb'iːt/
gedigen	/jɛd'iːgɛn/
ge efter	/²jeːr'ɛfːtɛr/, /jeːr'ɛfːtɛr/
geggig	/g'ɛgːɪg/
gehör	/jɛh'øːr/
ge igen	/jeːrɪj'ɛnː/
ge	/jeːr/
gelé	/ɧɛl'eː/
gelike	/jɛl'iːkɛ/
gemål	/jɛm'oːl/
ge med sig	/jeːrm'eːdsɛj/, /jeːrm'eːsɛj/
gemen	/jɛm'eːn/
gemensam	/jɛm'eːnsam/
gemenskap	/jɛm'eːnskɑːp/
gem	/geːm/
gemytlig	/jɛm'yːtlɪg/
genant	/ɧɛn'anːt/, /ɧɛn'aŋːt/
genast	/²j'eːnast/
generad	/ɧɛn'eːrad/
genera	/ɧɛn'eːra/
generar	/ɧɛn'eːrar/
general-	/²jɛnɛr'ɑːl/
generalförsamling	/²jɛnɛr'ɑːlfœʂamlɪŋ/
generalisera	/ɧɛnɛralɪs'eːra/
generaliserar	/ɧɛnɛralɪs'eːrar/
general	/jɛnɛr'ɑːl/
generalkonsul	/²jɛnɛr'ɑːlkɔnːsɵl/
generalplan	/²jɛnɛr'ɑːlplɑːn/
generalrepetition	/²jɛnɛr'ɑːlrɛpɛtɪɧuːn/
generalsekreterare	/²jɛnɛr'ɑːlsɛkrɛteːrarɛ/
generation	/jɛnɛraɧ'uːn/
generator	/²jɛnɛr'ɑːtʊr/
generell	/ɧɛnɛr'ɛlː/
generös	/ɧɛnɛr'øːs/
generositet	/ɧɛnɛrʊsɪt'eːt/
genetisk	/jɛn'eːtɪsk/
gengäld	/²j'eːnjɛlːd/
gengångare	/²j'eːngɔŋːarɛ/
genial	/jɛnɪ'ɑːl/, /ɧɛnɪ'ɑːl/
geni	/ɧɛn'iː/
geniförklara	/²ɧɛn'iːfœrklɑːra/
geniförklarar	/²ɧɛn'iːfœrklɑːrar/
genitiv	/²j'eːnɪtiːv/
gen	/jeːn/
genmäle	/²j'eːnmɛːlɛ/
genom-	/²j'eːnɔm/
genomarbeta	/²j'eːnɔmarbeːta/
genomarbetar	/²j'eːnɔmarbeːtar/
genombrott	/²j'eːnɔmbrɔtː/
genomdriva	/²j'eːnɔmdriːvɛr/
genomfart	/²j'eːnɔmfɑːrt/
genomföra	/²j'eːnɔmføːr/
genomgå	/²j'eːnɔmgoːr/
genomgående	/²j'eːnɔmgoːɛndɛ/
genomgång	/²j'eːnɔmgɔŋː/
genomgick	/²j'eːnɔmjɪkː/
genomgripande	/²j'eːnɔmgriːpandɛ/
genom	/j'eːnɔm/
genomklappning	/²j'eːnɔmklapːnɪŋ/
genomkörare	/²j'eːnɔmɕøːrarɛ/
genomskåda	/²j'eːnɔmskoːda/
genomskådar	/²j'eːnɔmskoːdar/
genomskärning	/²j'eːnɔmɧɛːɳɪŋ/
genomskinlig	/²j'eːnɔmɧiːnlɪg/
genomslag	/²j'eːnɔmslɑːg/
genomsnitt	/²j'eːnɔmsnɪtː/
genomsöka	/²j'eːnɔmsøːkɛr/
genomsyra	/²j'eːnɔmsyːra/
genomsyrar	/²j'eːnɔmsyːrar/
genomträngande	/²j'eːnɔmtrɛŋːandɛ/
genre	/ɧ'aŋːɛr/
genrep	/²j'eːnreːp/
genskjuta	/²j'eːnɧʉːtɛr/
gensvar	/²j'eːnsvɑːr/
gentemot	/j'eːntɛmuːt/
gentil	/ɧaŋt'iːl/
gentjänst	/²j'eːnɕɛnːst/
gentleman	/²j'ɛnːtlɛmanː/
genuin	/jɛnɵ'iːn/
genus	/j'eːnɵs/
genväg	/²j'eːnvɛːg/, /²jiːnvɛːg/
geografi	/jɛʊgraf'iː/
geologi	/jɛʊlʊg'iː/
geometri	/jɛʊmɛtr'iː/
gerilla	/²gɛr'ɪlːa/
geschäft	/gɛɧ'ɛfːt/
ge sig av	/jeːʂɛj'ɑːv/
ge sig	/j'eːʂɛj/
ge sig på	/jeːʂɛjp'oː/
ge sig till	/jeːʂɛjt'ɪlː/
gestalta	/jɛst'alːta/
gestaltar	/jɛst'alːtar/
gestalt	/jɛst'alːt/
gest	/ɧɛsːt/
gestikulera	/ɧɛstɪkɵl'eːra/
gestikulerar	/ɧɛstɪkɵl'eːrar/
geting	/²j'eːtɪŋ/
getingbo	/²j'eːtɪŋbuː/
get	/jeːt/
gett	/jɛtː/
getto	/g'ɛtːʊ/
ge upp	/jeːr'ɵpː/
ge ut	/jeːr'ʉːt/
gevär	/jɛv'ɛːr/
g	/geː/
g	/gramː/
gick	/jɪkː/
giffel	/²j'ɪfːɛl/, /j'ɪfːɛl/, /²g'ɪfːɛl/, /g'ɪfːɛl/
gifta sig	/j'ɪfːtɛʂɛj/
gifte	/²j'ɪfːtɛ/
giftermål	/²j'ɪfːtɛrmoːl/
giftig	/²j'ɪfːtɪg/
Giftinformationscentralen	/²j'ɪfːtɪnfɔrmaɧuːnsɛntrɑːlɛn/
gift	/jɪfːt/
giftorätt	/²j'ɪfːtʊrɛtː/
giftorättsgods	/²j'ɪfːtʊrɛtsgʊtːs/
gigantisk	/jɪg'anːtɪsk/
gigant	/jɪg'anːt/
gikt	/jɪkːt/
giljotin	/gɪljɔt'iːn/
gilla	/²j'ɪlːa/
gillar	/²j'ɪlːar/
gillestuga	/²j'ɪlːɛstʉːga/
gill	/jɪlː/
gillra	/²j'ɪlːra/
gillrar	/²j'ɪlːrar/
giltig	/²j'ɪlːtɪg/
ginst	/gɪnːst/, /jɪnːst/
gipsa	/²j'ɪpːsa/
gipsar	/²j'ɪpːsar/
gips	/jɪpːs/
gira	/²j'iːra/
girar	/²j'iːrar/
giraff	/ɧɪr'afː/
girera	/jɪr'eːra/
girerar	/jɪr'eːrar/
girig	/²j'iːrɪg/
girigbuk	/²j'iːrɪgbʉːk/
gir	/jiːr/
giro	/j'iːrʊ/
gissa	/²j'ɪsːa/
gissar	/²j'ɪsːar/
gissel	/j'ɪsːɛl/
gisslan	/²j'ɪsːlan/
gissning	/²j'ɪsːnɪŋ/
gisten	/²j'ɪsːtɛn/
gitarrist	/jɪtar'ɪsːt/
gitarr	/jɪt'arː/
gitta	/j'ɪtːɛr/
givakt	/jɪv'akːt/
givande	/²j'iːvandɛ/
given	/²j'iːvɛn/
giver	/j'iːvɛr/
givetvis	/²j'iːvɛtviːs/
givit	/²j'iːvɪt/
giv	/jiːv/
givmild	/²j'iːvmɪlːd/
gjorde	/²j'uːɖɛ/
gjort	/juːʈ/, /jʊʈː/
gjuta	/j'ʉːtɛr/
gjuteri	/jʉːtɛr'iː/
gjutit	/²j'ʉːtɪt/
glaciär	/glasɪ'ɛːr/
gladde	/²gl'adːɛ/
glad	/glɑːd/
glädja	/gl'ɛːdɛr/
glädjande	/²gl'ɛːdjandɛ/
glädja sig	/gl'ɛːdɛʂɛj/
glädje	/²gl'ɛːdjɛ/
gladlynt	/²gl'ɑːdlʏnːt/
gläfsa	/gl'ɛfːsɛr/
glåmig	/²gl'oːmɪg/
glamorös	/glamʊr'øːs/
glamour	/glam'uːr/
glänsa	/gl'ɛnːsɛr/
glänsande	/²gl'ɛnːsandɛ/
glans	/glanːs/
glansig	/²gl'anːsɪg/
glänta	/²gl'ɛnːta/
gläntar	/²gl'ɛnːtar/
glänt	/glɛnːt/
glåpord	/²gl'oːpuːɖ/
glappa	/²gl'apːa/
glappar	/²gl'apːar/
glapp	/glapː/
glasbruk	/²gl'ɑːsbrʉːk/
glas	/glɑːs/
glasmästare	/²gl'ɑːsmɛsːtarɛ/
glasögon	/²gl'ɑːsøːgɔn/
glass	/glasː/
glasyr	/glas'yːr/
glätta	/²gl'ɛtːa/
glättar	/²gl'ɛtːar/
glatt	/glatː/
gled	/gleːd/
gles	/gleːs/
glida	/gl'iːdɛr/
glidning	/gl'iːdnɪŋ/
glimma	/²gl'ɪmːa/
glimmar	/²gl'ɪmːar/
glimt	/glɪmːt/
gliring	/²gl'iːrɪŋ/
glitter	/gl'ɪtːɛr/
glittra	/²gl'ɪtːra/
glittrar	/²gl'ɪtːrar/
global	/glʊb'ɑːl/
glob	/gluːb/
glöda	/gl'øːdɛr/
glödga	/²gl'œdːga/
glödgar	/²gl'œdːgar/
glöd	/gløːd/
glödlampa	/²gl'øːdlamːpa/
glögg	/glœgː/
glo	/gluːr/
glömma	/gl'œmːɛr/
glömska	/²gl'œmːska/
glömsk	/glœmːsk/
gloria	/gl'uːrɪa/
glosa	/²gl'uːsa/
glufsa	/²gl'ɵfːsa/
glufsar	/²gl'ɵfːsar/
glugg	/glɵgː/
glupsk	/glɵpːsk/
glykol	/glʏk'oːl/
gm	/j'eːnɔm/
gnabb	/gnabː/
gnaga	/gn'ɑːgɛr/
gnägga	/²gn'ɛgːa/
gnäggar	/²gn'ɛgːar/
gnälla	/gn'ɛlːɛr/
gnäll	/gnɛlː/
gnällig	/²gn'ɛlːɪg/
gned	/gneːd/
gnetig	/gn'eːtɪg/
gnida	/gn'iːdɛr/
gniden	/²gn'iːdɛn/
gnidig	/²gn'iːdɪg/
gnidit	/²gn'iːdɪt/
gnissel	/gn'ɪsːɛl/
gnissla	/²gn'ɪsːla/
gnisslar	/²gn'ɪsːlar/
gnista	/²gn'ɪsːta/
gnistra	/²gn'ɪsːtra/
gnistrar	/²gn'ɪsːtrar/
gno	/gnuːr/
gnola	/²gn'uːla/
gnolar	/²gn'uːlar/
gnugga	/²gn'ɵgːa/
gnuggar	/²gn'ɵgːar/
gnutta	/²gn'ɵtːa/
gny	/gnyːr/
gobeläng	/gɔbɛl'ɛŋː/
göda	/j'øːdɛr/
godartad	/²g'uːdɑːʈad/
godbit	/²g'uːdbiːt/
goddag	/gʊd'ɑːg/, /gʊd'ɑː/
god	/guːd/
godhet	/²g'uːdheːt/
goding	/g'uːdɪŋ/
godis	/g'uːdɪs/
godkänna	/²g'uːdɕɛnːɛr/
godmodig	/²g'uːdmuːdɪg/
godsak	/²g'uːdsɑːk/
gödsel	/j'œsːɛl/
gods	/gʊtːs/
gödsla	/²j'œsːla/
gödslar	/²j'œsːlar/
godta	/²g'uːdtɑːr/
godtagbar	/²g'uːdtɑːgbɑːr/
godtrogen	/²g'uːdtruːgɛn/
godtycke	/²g'uːdtʏkːɛ/
godtycklig	/²g'uːdtʏkːlɪg/
go	/guː/
go	/guː/, /gɔʊ/
gök	/jøːk/
golf	/gɔlːf/
gol	/guːl/
golva	/²g'ɔlːva/
golvar	/²g'ɔlːvar/
golv	/gɔlːv/
gom	/gʊmː/
gömma	/j'œmːɛr/
gömställe	/²j'œmːstɛlːɛ/
gonorré	/gɔnʊr'eː/
göra av	/jøːr'ɑːv/
göra bort sig	/jøːrb'ɔrtːsɛj/
göra	/jøːr/
göra om	/jøːr'ɔmː/
göra sig	/j'øːʂɛj/
göra sig till	/jøːʂɛjt'ɪlː/
göra upp	/jøːr'ɵpː/
gorilla	/²gʊr'ɪlːa/
gorma	/²g'ɔrːma/
gormar	/²g'ɔrːmar/
göromål	/²j'øːrʊmoːl/
gosig	/²g'uːsɪg/
gös	/jøːs/
gosse	/²g'ɔsːɛ/
Götaland	/²j'øːtalanːd/
göteborgare	/²jøːtɛb'ɔrːjarɛ/
göt	/jøːt/
Gotland	/g'ɔtːland/
gotta sig	/²g'ɔtːaʂɛj/
gottegris	/²g'ɔtːɛgriːs/
gottfinnande	/²g'ɔtːfɪnːandɛ/
gott	/gɔtː/
gottgöra	/²g'ɔtːjøːr/
grabb	/grabː/
graciös	/grasɪ'øːs/
grådaskig	/²gr'oːdasːkɪg/
grädda	/²gr'ɛdːa/
gräddar	/²gr'ɛdːar/
grädde	/²gr'ɛdːɛ/
graderad	/grad'eːrad/
grad	/grɑːd/
gradvis	/²gr'ɑːdviːs/
graffiti	/graf'iːtɪ/
grafik	/graf'iːk/
grafisk	/gr'ɑːfɪsk/
grå	/groː/
grahamsmjöl	/²gr'ɑːhamsmjøːl/
gräla	/²gr'ɛːla/
grälar	/²gr'ɛːlar/
gräl	/grɛːl/
gräll	/grɛlː/
gräma sig	/gr'ɛːmɛʂɛj/
gram	/gramː/
grammatik	/gramat'iːk/
grammofon	/gramʊf'oːn/
gråna	/²gr'oːna/
grånar	/²gr'oːnar/
granat	/gran'ɑːt/
gränd	/grɛnːd/
grandios	/grandɪ'oːs/
gran	/grɑːn/
granit	/gran'iːt/
granne	/²gr'anːɛ/
grann	/granː/
grannlåt	/²gr'anːloːt/
grannskap	/²gr'anːskɑːp/
gränsa	/²gr'ɛnːsa/
gränsar	/²gr'ɛnːsar/
gränsfall	/²gr'ɛnːsfalː/
gräns	/grɛnːs/
granska	/²gr'anːska/
granskar	/²gr'anːskar/
gränsle	/²gr'ɛnːslɛ/
gränslös	/²gr'ɛnːsløːs/
gränssnitt	/²gr'ɛnːsnɪtː/
gränsvärde	/²gr'ɛnːsvɛːɖɛ/
grapefrukt	/²gr'ɛjːpfrɵkːt/
gräsänka	/²gr'ɛːsɛŋːka/
gräsänkling	/²gr'ɛːsɛŋːklɪŋ/
gräs	/grɛːs/
gräshoppa	/²gr'ɛːshɔpːa/
gräsklippare	/²gr'ɛːsklɪpːarɛ/
gräslig	/²gr'ɛːslɪg/
gräslök	/²gr'ɛːsløːk/
gräsmatta	/²gr'ɛːsmatːa/
gråsparv	/²gr'oːsparːv/
gråsprängd	/²gr'oːsprɛŋːd/
gräsrot	/²gr'ɛːsruːt/
gråta	/gr'oːtɛr/
gratäng	/grat'ɛŋː/
gråtfärdig	/²gr'oːtfɛːɖɪg/
gråt	/groːt/
grät	/grɛːt/
gratifikation	/gratɪfɪkaɧ'uːn/
gratinera	/gratɪn'eːra/
gratinerar	/gratɪn'eːrar/
gratis	/gr'ɑːtɪs/
gråtit	/gr'oːtɪt/
gratta	/²gr'atːa/
grattar	/²gr'atːar/
grattis	/gr'atːɪs/
gratulation	/gratɵlaɧ'uːn/
gratulera	/gratɵl'eːra/
gratulerar	/gratɵl'eːrar/
grava	/²gr'ɑːva/
gravar	/²gr'ɑːvar/
gräva	/gr'ɛːvɛr/
gravationsbevis	/²gravaɧ'uːnsbɛviːs/
gravera	/grav'eːra/
graverar	/grav'eːrar/
graverande	/grav'eːrandɛ/
grav	/grɑːv/
gravid	/grav'iːd/
graviditet	/gravɪdɪt'eːt/
graviditetstest	/²gravɪdɪt'eːtstɛsːt/
gravitation	/gravɪtaɧ'uːn/
gravlax	/²gr'ɑːvlakːs/
grävling	/²gr'ɛːvlɪŋ/
gravöl	/²gr'ɑːvøːl/
grävskopa	/²gr'ɛːvskuːpa/
gravyr	/grav'yːr/
greja	/²gr'ɛjːa/
grejar	/²gr'ɛjːar/
grej	/grɛjː/
grek	/greːk/
grekisk	/gr'eːkɪsk/
Grekland	/gr'eːkland/
gren	/greːn/
grensla	/²gr'ɛnːsla/
grenslar	/²gr'ɛnːslar/
grensle	/²gr'ɛnːslɛ/
grep	/greːp/
greppa	/²gr'ɛpːa/
greppar	/²gr'ɛpːar/
grepp	/grɛpː/
greve	/²gr'eːvɛ/
grilla	/²gr'ɪlːa/
grillar	/²gr'ɪlːar/
grill	/grɪlː/
grimasera	/grɪmas'eːra/
grimaserar	/grɪmas'eːrar/
grimas	/grɪm'ɑːs/
grina	/²gr'iːna/
grinar	/²gr'iːnar/
grind	/grɪnːd/
grin	/griːn/
grinig	/²gr'iːnɪg/
gripa	/gr'iːpɛr/
gripande	/²gr'iːpandɛ/
gripen	/²gr'iːpɛn/
gris	/griːs/
groda	/²gr'uːda/
groda	/²gr'uː da/
gröda	/²gr'øːda/
grodd	/grʊdː/
grodman	/²gr'uːdmanː/
grodperspektiv	/²gr'uːdpäʂpɛktiːv/
grogg	/grɔgː/
gro	/gruːr/
grogrund	/²gr'uːgrɵnːd/
groll	/grɔlː/
gröngöling	/²gr'øːnjøːlɪŋ/
grön	/grøːn/
grönområde	/²gr'øːnɔmroːdɛ/
grönsak	/²gr'øːnsɑːk/
grönsallat	/²gr'øːnsalːat/
grönska	/²gr'œnːska/
grönskar	/²gr'œnːskar/
grop	/gruːp/
gropig	/²gr'uːpɪg/
grosshandlare	/²gr'ɔsːhanːdlarɛ/
grossist	/grɔs'ɪsːt/
grotesk	/grʊt'ɛsːk/
gröt	/grøːt/
grotta	/²gr'ɔtːa/
grovarbete	/²gr'uːvarbeːtɛ/
grov	/gruːv/
grovkök	/²gr'uːvɕøːk/
grövre	/gr'øːvrɛ/
grövst	/grøːvst/
grovt rattfylleri	/gruːvt ²r'atːfʏlɛriː/, /gruːvt ²r'atːfʏlɛr'iː/
grubbla	/²gr'ɵbːla/
grubblar	/²gr'ɵbːlar/
grumlig	/²gr'ɵmːlɪg/
grunda	/²gr'ɵnːda/
grundar	/²gr'ɵnːdar/
grundämne	/²gr'ɵnːdɛmːnɛ/
grundfärg	/²gr'ɵnːdfärːj/
grundforskning	/²gr'ɵnːdfɔʂːknɪŋ/
grund	/grɵnːd/
grundlag	/²gr'ɵnːdlɑːg/
grundlägga	/²gr'ɵnːdlɛgːɛr/
grundläggande	/²gr'ɵnːdlɛgːandɛ/
grundlig	/²gr'ɵnːdlɪg/
grundlös	/²gr'ɵnːdløːs/
grundlurad	/²gr'ɵnːdlʉːrad/
grundmurad	/²gr'ɵnːdmʉːrad/
grundskola	/²gr'ɵnːdskuːla/
grundsyn	/²gr'ɵnːdsyːn/
grundval	/²gr'ɵnːdvɑːl/
grundvatten	/²gr'ɵnːdvatːɛn/
grundvux	/²gr'ɵnːdvɵkːs/
grunka	/²gr'ɵŋːka/
grunna	/²gr'ɵnːa/
grunnar	/²gr'ɵnːar/
gruppera	/grɵp'eːra/
grupperar	/grɵp'eːrar/
gruppering	/grɵp'eːrɪŋ/
gruppförsäkring	/²gr'ɵpːfœʂɛːkrɪŋ/
