آی	/ɒːj/
تیر زدن	/tiːɾzædæn/
ترس	/tæɾs/
ترسا	/tæɾsɒː/
ترسایی	/tæɾsɒːjiː/
ترساندن	/tæɾsɒːndæn/
ترسیدن	/tæɾsiːdæn/
ترسناک	/tæɾsnɒːk/
ترسو	/tæɾsuː/
ترش	/toɾʃ/
ترشی	/toɾʃiː/
ترشیده	/toɾʃiːdæh/
ترغیب	/tæɾɢiːb/
ترغیب کردن	/tæɾɢiːbkæɾdæn/
ترفند	/tæɾfænd/
ترفند زدن	/tæɾfændzædæn/
ترک	/tæɾæk/
ترک	/tæɾk/
ترک	/toɾk/
ترکی	/toɾkiː/
ترک برداشتن	/tæɾækbæɾdɒːʃtæn/
ترک زدن	/tæɾækzædæn/
ترکستان	/toɾkestɒːn/
تیر کشیدن	/tiːɾkeʃiːdæn/
ترکی عثمانی	/toɾkiːje ʔosmɒːniː/
ترک کردن	/tæɾæk kæɾdæn/
ترک کردن	/tæɾkkæɾdæn/
ترکمنستان	/toɾkæmænestɒːn/
ترکیه	/toɾkiːje/
ترکیه‏ای	/toɾkiːjeʔiː/
ترگمان	/tæɾɡomɒːn/
ترمتای	/tæɾmætɒːj/
ترمذ	/teɾmez/
ترمز	/toɾmoz/
ترمز کردن	/toɾmozkæɾdæn/
ترنج	/toɾænd͡ʒ/
ترنسنیستریا	/tɾænsniːstɾiːjɒː/
تره	/tæɾe/
ترویج	/tæɾviːd͡ʒ/
ترویج کردن	/tæɾviːd͡ʒkæɾdæn/
تروریست	/teɾoɾiːst/
تروریسم	/teɾuːɾiːsm/
تیر و کمان	/tiːɾokæmɒːn/
ترول	/tɾuːl/
تیز	/tiːz/
تیزآب	/tiːzɒːb/
تیزآب سلطانی	/tiːzɒːbe soltæniː/
تزار	/tzɒːɾ/
تزیین	/tæzʔiːn/
تزیین کردن	/tæzʔiːnkæɾdæn/
تسار	/tsɒːɾ/
تسبیح	/tæsbiːh/
تسکین	/tæskiːn/
تسکین دادن	/tæskiːndɒːdæn/
تسلط	/tæsællot/
تسلط داشتن	/tæsællotdɒːʃtæn/
تسلط داشتن	/tæsælot dɒːʃtæn/
تسلیم	/tæsliːm/
تسلیم شدن	/tæsliːmʃodæn/
تسلیم کردن	/tæsliːmkæɾdæn/
تشبیه	/tæʃbiːh/
تشبیه کردن	/tæʃbiːhkæɾdæn/
تشخیص	/tæʃxiːs/
تشخیص دادن	/tæʃxiːsdɒːdæn/
تشدید	/tæʃdiːd/
تشدید کردن	/tæʃdiːdkæɾdæn/
تشر	/tæʃæɾ/
تشر زدن	/tæʃæɾzædæn/
تشریف	/tæʃɾiːf/
تشریف آوردن	/tæʃɾiːfɒːvæɾdæn/
تشریف بردن	/tæʃɾiːfboɾdæn/
تشکر	/tæʃækkoɾ/
تشکر	/tæʃækoɾ/
تشکر کردن	/tæʃækkoɾkæɾdæn/
تشکیل	/tæʃkiːl/
تشکیل دادن	/tæʃkiːldɒːdæn/
تشکیل شدن	/tæʃkiːlʃodæn/
تشنه	/teʃne/
تشویق	/tæʃviːɢ/
تشویق کردن	/tæʃviːɢkæɾdæn/
تشويق	/tæʃviːɢ/
تشويق شدن	/tæʃviːɢʃodæn/
تشويق کردن	/tæʃviːɢkæɾdæn/
تصاحب	/tæsɒːhob/
تصاحب کردن	/tæsɒːhobkæɾdæn/
تصادفی	/tæsɒːdofiː/
تصدیق	/tæsdiːɢ/
تصدیق کردن	/tæsdiːɢkæɾdæn/
تصرف	/tæsæɾɾof/
تصرف کردن	/tæsæɾɾofkæɾdæn/
تصمیم گرفتن	/tæsmiːm ɡeɾeftæn/
تصنيف هجائی	/tæsniːfe hed͡ʒɒːʔiː/
تصویب	/tæsviːb/
تصویب رسیدن	/tæsviːbɾesiːdæn/
تصویب کردن	/tæsviːbkæɾdæn/
تصور	/tæsævvoɾ/
تصویر	/tæsviːɾ/
تصور کردن	/tæsævvoɾkæɾdæn/
تضاد	/tæzzɒːd/
تطبیق	/tætbiːɢ/
تطبیق دادن	/tætbiːɢdɒːdæn/
تطبیق کردن	/tætbiːɢkæɾdæn/
تعارف	/tæʔɒːɾof/
تعارف کردن	/tæʔɒːɾofkæɾdæn/
تعجب	/tæʔæd͡ʒd͡ʒob/
تعجب ساختن	/tæʔæd͡ʒob sɒːxtæn/
تعجب کردن	/tæʔæd͡ʒd͡ʒobkæɾdæn/
تعریف	/tæʔɾiːf/
تعریف کردن	/tæʔɾiːf kæɾdæn/
تعریف کردن	/tæʔɾiːfkæɾdæn/
تعظیم	/tæʔziːm/
تعظیم کردن	/tæʔziːmkæɾdæn/
تعقیب	/tæʔɢiːb/
تعقیب کردن	/tæʔɢiːbkæɾdæn/
تعلق	/tæʔælloɢ/
تعلق داشتن	/tæʔælloɢdɒːʃtæn/
تعلق گرفتن	/tæʔælloɢɡeɾeftæn/
تعلم	/tæʔællom/
تعلیم	/tæʔliːm/
تعمیر	/tæʔmiːɾ/
تعمیرکار	/tæʔmiːɾkɒːɾ/
تعمیر کردن	/tæʔmiːɾ kæɾdæn/
تعیین	/tæʔiːn/
تعیین کردن	/tæʔiːnkæɾdæn/
تیغ	/tiːɢ/
تیغ اوکام	/tiːɢ okɒːm/
تغییر	/tæɢʔiːɾ / tæɢjiːɾ/
تغییر	/tæɢjiːɾ/
تغییرعقیده	/tæɢʔiːɾe æɢiːde/
تغییرعقیده دادن	/tæɢʔiːɾeæɢiːdedɒːdæn/
تغییر کردن	/tæɢʔiːɾkæɾdæn/
تغییرمسیر	/tæɢjiːɾemæsiːɾ/
تیغ زدن	/tiːɢzædæn/
تف	/tof/
تفریح	/tæfɾiːh/
تف کردن	/tofkæɾdæn/
تفلیس	/tiːfliːs/
تفنگ	/tofænɡ/
تقدیر	/tæɢdiːɾ/
تقریب	/tæɢɾiːb/
تقریبا	/tæɢɾiːbæn/
تقریب زدن	/tæɢɾiːbzædæn/
تقلا	/tæɢællɒː/
تقلا کردن	/tæɢællɒːkæɾdæn/
تقلید	/tæɢliːd/
تقلید کردن	/tæɢliːd kæɾdæn/
تقلید کردن	/tæɢliːdkæɾdæn/
تقویت	/tæɢviːæt/
تقویت شدن	/tæɢviːætʃodæn/
تقویت کردن	/tæɢviːætkæɾdæn/
تقویت نمودن	/tæɢviːætnemuːdæn/
تقویم	/tæɢviːm/
تكرار	/tekɾɒːɾ/
تكرار کردن	/tekɾɒːɾkæɾdæn/
تكواژ	/tækvɒːʒ/
تک	/tæk/
تکان	/tekɒːn/
تکان خوردن	/tekɒːnxoɾdæn/
تکاوری	/tækɒːvæɾiː/
تک‌تیرانداز	/tæktiːɾændɒːz/
تکرار	/tækɾɒːɾ/
تکرار	/tekɾɒːɾ/
تکرار شدن	/tækɾɒːɾ ʃodæn/
تکرار شدن	/tekɾɒːɾʃodæn/
تکرار کردن	/tekɾɒːɾkæɾdæn/
تکمه	/tokmæ/, /tokme/
تکمه	/tokme/
تکنیک	/tekniːk/
تکنولوژی	/teknoloʒiː/
تکیه	/tækje/
تکیه	/tækje / tekje/
تکه	/tekke/
تکیه دادن	/tækjedɒːdæn/
تکیه زدن	/tækjezædæn/
تگرگ	/tæɡæɾɡ/
تگزاس	/teɡzɒːs/
تگزاسی	/teɡzɒːsiː/
تلاش	/tælɒːʃ/
تلاش بودن	/tælɒːʃbuːdæn/
تلاش کردن	/tælɒːʃkæɾdæn/
تلافی	/tælɒːfiː/
تلافی کردن	/tælɒːfiːkæɾdæn/
تلخ	/tælx/
تلسکوپ	/teleskop/
تلف	/tælæf/
تلفظ	/tælæffoz/
تلفظ کردن	/tælæffoz kæɾdæn/
تلف کردن	/tælæfkæɾdæn/
تلفن	/telefon/
تلفن زدن	/telefon zædæn/
تلفن زدن	/telefonzædæn/
تلفن کردن	/telefon kæɾdæn/
تلفن کردن	/telefonkæɾdæn/
تلفن موبایل	/telefone mobɒːjl/
تلفن همراه	/telefone hæmɾɒːh/
تلفن هوشمند	/telefone huːʃmænd/
تلگراف	/teleɡɾɒːf/
تلگراف زدن	/teleɡɾɒːfzædæn/
تلگراف شدن	/teleɡɾɒːfʃodæn/
تلگراف کردن	/teleɡɾɒːfkæɾdæn/
تلمبه	/tolombe/
تلمبه زدن	/tolombezædæn/
تلنگر	/tælænɡoɾ/
تلنگر زدن	/tælænɡoɾzædæn/
تیله	/tiːle/
تلویزیون	/televiːziːon/
تلویزیون کابلی	/televiːziːon kɒːbliː/
یتیم	/jætiːm/
تیم	/tiːm/
تماس	/tæmɒːs/
تماس گرفتن	/tæmɒːs ɡeɾeftæn/
تماس گرفتن	/tæmɒːsɡeɾeftæn/
تماشا	/tæmɒːʃɒː/
تماشا‌کردن	/tæmɒːʃækæɾdæn/
تماشا کردن	/tæmɒːʃɒː kæɾdæn/
تماشا کردن	/tæmɒːʃɒːkæɾdæn/
تمام	/tæmɒːm/
تمام‌خط	/tæmɒːmxæt/
تمام شدن	/tæmɒːm ʃodæn/
تمام کردن	/tæmɒːm kæɾdæn/
تمبر	/tæmɾ/
تمبر	/tæmbɾ/
تمبر پستی	/tæmbɾe postiː/
تمبر زدن	/tæmɾzædæn/
تمبک	/tombæk/
یتیم‌خانه	/jætiːmxɒːne/
تمرین	/tæmɾiːn/
تمرین کردن	/tæmɾiːn kæɾdæn/
تمیز	/tæmiːz/
تمیز کردن	/tæmiːz kæɾdæn/
تمساح	/temsɒːh/
تمشک	/tæmeʃk/
تمنا	/tæmænnɒː/
تمنا کردن	/tæmænnɒːkæɾdæn/
تن	/tæn/
تنی	/tæniː/
تن	/ton/
تنباکو	/tæbɒːko/
تنبل	/tænbæl/
تند	/tond/
تن دادن	/tændɒːdæn/
تن داشتن	/tændɒːʃtæn/
تندپز	/tondpæz/
تندر	/tondæɾ/
تندرست	/tændæɾæst/
تندرست	/tændoɾost/
تنیس	/teniːs/
تنیس زدن	/teniːszædæn/
تن‌فروشی	/tænfoɾuːʃiː/
تن کردن	/tænkæɾdæn/
تنگ	/tænɡ/
تنگدستی	/tænɡdæstiː/
تنگستن	/tænɡesten/
تنگنا	/tænɡnɒː/
تنگی نفس	/tænɡiːe næfæs/
تنگه بسفر	/tænɡæ bosfoɾ/
تنگه هرمز	/tænɡeje hoɾmoz/
تنندگان	/tænændeɡɒːn/
تنه	/tæne/
تنها	/tænhɒː/
تنهایی	/tænhɒːjiː/
تنه زدن	/tænezædæn/
تنور	/tænuːɾ/
تهی	/tohiː/
ته تغاری	/tætoɢɒːɾiː/
تهدید	/tæhdiːd/
تهدید کردن	/tæhdiːdkæɾdæn/
تهران	/tehɾɒːn/
تهرانی	/tehɾɒːniː/
تهرون	/tehɾuːn/
تهمت	/tohmæt/
تهمت زدن	/tohmætzædæn/
تیهو	/tiːhuː/
تهيه	/tæhiːje/
تهيه دیدن	/tæhiːjediːdæn/
تهيه کردن	/tæhiːjekæɾdæn/
تو	/to/
تو	/tuː/
توازن قدرت	/tævɒːzone ɢodɾæt/
توافق	/tævɒːfoɢ/
توافق رسیدن	/tævɒːfoɢɾesiːdæn/
توالت	/tuːɒːlet/
توان	/tævɒːn/
‏توانا بود هر که دانا بود	/tævɒːnɒː bovæd hæɾ ke dɒːnɒː bovæd/
توان بویایی	/tævɒːne buːjɒːjiː/
توانستن	/tævɒːnestæn/
توبه	/toʊbe/
توبه کردن	/toʊbekæɾdæn/
توپ	/tuːp/
توپ وتشر	/tuːp o tæʃæɾ/
توپ وتشر زدن	/tuːpotæʃæɾzædæn/
توت	/tuːt/
توت فرنگی	/tuːt fæɾænɡiː/
توت‌فرنگی	/tuːtfæɾænɡiː/
توجه	/tævæd͡ʒd͡ʒoh/
توجیه	/tod͡ʒiːh/
توجه شدن	/tævæd͡ʒd͡ʒohʃodæn/
توجه کردن	/tævæd͡ʒd͡ʒohkæɾdæn/
توجیه کردن	/tod͡ʒiːhkæɾdæn/
توحید	/touːhiːd/
تودار	/tuːdɒːɾ/
تودهنی	/tuːdæhæniː/
تودهنی زدن	/tuːdæhæniːzædæn/
تو را	/tuːɾɒː/
تورات	/tuːɾɒːt/, /tævɾɒːt/
تو راه	/tuː ɾɒːh/
تورم	/tævæɾɾom/
توزیع	/toziːæ/
توزلا	/tuːzlɒː/
توسری	/tuːsæɾiː/
توسری زدن	/tuːsæɾiːzædæn/
توصیف	/toʊsiːf/
توصیف کردن	/toʊsiːfkæɾdæn/
توضیح	/toʊziːh/
توضیح دادن	/tæwziːh dɒːdæn/
توضیح دادن	/toʊziːhdɒːdæn/
توفا	/tuːfɒː/
توقع	/tævæɢɢoʔ/
توقع داشتن	/tævæɢɢoʔdɒːʃæn/
توکان	/tuːkɒːn/
توگوشی	/tuːɡuːʃiː/
توگوشی زدن	/tuːɡuːʃiːzædæn/
تولد	/tævællod/
تولد	/tævælod/
تولید	/touːliːd/
تولدت مبارک	/tævɒːllodæt mobɒːɾæk/
توله	/tuːle/
توله سگ	/tuːle sæɡ/
تومسک	/tomsk/
توندرا	/tuːndɾɒː/
تونس	/tuːnes/
تونل	/tuːnel/
تونل زدن	/tuːnelzædæn/
تونل کشیدن	/tuːnelkeʃiːdæn/
توهین	/toʊhiːn/
توهین کردن	/toʊhiːnkæɾdæn/
تئاتر	/teʔɒːtɾ/
تئوری توطئه	/teʔoɾiːje touːteʔe/
ثابت	/sɒːbet/
ثابت پلانک	/sɒːbete plɒːnk/
ثانیه	/sɒːniːje/
ثبت	/sæbt/
ثبت کردن	/sæbtkæɾdæn/
ثریا	/ʃoɾæiːjɒː/
ثروت	/seɾvæt/
ثروتمند	/seɾvætmænd/
ثمر	/sæmæɾ/
ثمر داشتن	/sæmæɾdɒːʃtæn/
ثمر رسیدن	/sæmæɾɾesiːdæn/
جا	/d͡ʒɒː/
جای	/d͡ʒɒːj/
جا به جا	/d͡ʒɒː be d͡ʒɒː/
جا به جا شدن	/d͡ʒɒːbed͡ʒɒːʃodæn/
جا به جا کردن	/d͡ʒɒːbed͡ʒɒːkæɾdæn/
جاچسبی	/d͡ʒɒːt͡ʃæsbiː/
جادار	/d͡ʒɒːdɒːɾ/
جاده	/d͡ʒɒːdde/
جاده زدن	/d͡ʒɒːddezædæn/
جاده کشیدن	/d͡ʒɒːddekeʃiːdæn/
جادو	/d͡ʒɒːduː/
جادویی	/d͡ʒɒːduːjiː/
جادوی سیاه	/d͡ʒɒːduːje siːjɒːh/
جار	/d͡ʒɒːɾ/
جاری	/d͡ʒɒːɾiː/
جار زدن	/d͡ʒɒːɾzædæn/
جار کشیدن	/d͡ʒɒːɾkeʃiːdæn/
جارو	/d͡ʒɒːɾuː/
جاروب	/d͡ʒɒːɾuːb/
جارو برقی	/d͡ʒɒːɾuː bæɾɢiː/
جارو زدن	/d͡ʒɒːɾuːzædæn/
جارو کردن	/d͡ʒɒːɾuːkæɾdæn/
جارو کشیدن	/d͡ʒɒːɾuːkeʃiːdæn/
جاز	/d͡ʒɒːz/
جا زدن	/d͡ʒɒːzædæn/
جایزه	/d͡ʒɒːjeze/
جاسوس	/d͡ʒɒːsuːs/
جاسوسی	/d͡ʒɒːsuːsiː/
جاکارتا	/d͡ʒɒːkɒːɾtɒː/
جاکش	/d͡ʒɒːkeʃ/
جایگاه	/d͡ʒɒːjɡɒːh/
جا گرفتن	/d͡ʒɒːɡeɾeftæn/
جای‌گزین	/d͡ʒɒːjɡoziːn/
جالب	/d͡ʒɒːleb/
جا لباسي	/d͡ʒɒː lebɒːsiː/
جام	/d͡ʒɒːm/
جامدادی	/d͡ʒɒːmedɒːdiː/
جامع	/d͡ʒɒːmeʔ/
جامعه	/d͡ʒɒːmeʔe/
جان	/d͡ʒɒːn/
جانان	/d͡ʒɒːnɒːn/
جان دادن	/d͡ʒɒːndɒːdæn/
جان گرفتن	/d͡ʒɒːnɡeɾeftæn/
جانماز	/d͡ʒɒːnæmɒːz/
جانور	/d͡ʒɒːnvæɾ/
جانورشناسی	/d͡ʒɒːnvæɾʃenɒːsiː/
جاوی	/d͡ʒɒːviː/
جاوا	/d͡ʒɒːvɒː/
جاوه	/d͡ʒɒːve/
جیب	/d͡ʒejb/
جیب	/d͡ʒiːb/
جبر	/d͡ʒæbɾ/
جبری	/d͡ʒæbɾiː/
جبران	/d͡ʒobɾɒːn/
جبران شدن	/d͡ʒobɾɒːnʃodæn/
جبران کردن	/d͡ʒobɾɒːnkæɾdæn/
جبرییل	/d͡ʒebɾejiːl/
جبریل	/d͡ʒebɾiːl/
جبرئیل	/d͡ʒebɾæʔiːl/
جیب زدن	/d͡ʒiːbzædæn/
جیبوتی	/d͡ʒiːbuːtiː/
جیپ	/d͡ʒiːp/
جیحون	/d͡ʒejhuːn/
جدا	/d͡ʒeddæn/
جداچاپ	/d͡ʒodɒːt͡ʃɒːp/
جدال	/d͡ʒedɒːl/
جدال کردن	/d͡ʒedɒːlkæɾdæn/
جدید	/d͡ʒædiːd/
جده	/d͡ʒedde/
جدول تناوبی	/d͡ʒædvæle tænɒːvobiː/
جذام	/d͡ʒozɒːm/
جر	/d͡ʒeɾ/
جرأت	/d͡ʒoɾʔæt/
جرأت داشتن	/d͡ʒoɾʔætdɒːʃtæn/
جرأت کردن	/d͡ʒoɾʔætkæɾdæn/
جراحی	/d͡ʒæɾɾɒːhiː/
جراحی کردن	/d͡ʒæɾɾɒːhiːkæɾdæn/
جریب	/d͡ʒæɾiːb/
جیرجیرک	/d͡ʒiːɾd͡ʒiːɾæk/
جر زدن	/d͡ʒeɾzædæn/
جرقه	/d͡ʒæɾæɢɢe/
جرقه	/d͡ʒeɾæɢɢe/
جرقه زدن	/d͡ʒæɾæɢɢezædæn/
جرگه بزرگ	/d͡ʒæɾɡæ bozoɾɡ/
جرگه‌سالاری	/d͡ʒæɾɡesɒːlɒːɾiː/
جرگه‌سالاران	/d͡ʒæɾɡesɒːlɒːɾɒːn/
جرم	/d͡ʒeɾm/
جرم	/d͡ʒoɾm/
جرم گرفتن	/d͡ʒeɾmɡeɾeftæn/
جرمن شپرد	/d͡ʒæɾmæn ʃepæɾd/
جز	/d͡ʒoz/
جزء	/d͡ʒoz/
جزجز	/d͡ʒezd͡ʒez/
جزجز زدن	/d͡ʒezd͡ʒezzædæn/
جزجز کردن	/d͡ʒezd͡ʒezkæɾdæn/
جزر	/d͡ʒæzɾ/
جزیره	/d͡ʒæziːɾe/
جزیره ایستر	/d͡ʒæziːɾe iːsteɾ/
جزم	/d͡ʒæzm/
جست	/d͡ʒæst/
جستجو	/d͡ʒosted͡ʒuː/d͡ʒostod͡ʒuː/
جستجو کردن	/d͡ʒosted͡ʒuːkæɾdæn/
جستجو کردن	/d͡ʒostod͡ʒuː kæɾdæn/
جست زدن	/d͡ʒæstzædæn/
جستن	/d͡ʒostæn/
جسد	/d͡ʒæsæd/
جسم	/d͡ʒesm/
جیش	/d͡ʒiːʃ/
جشن	/d͡ʒɒːʃn/
جشن گرفتن	/d͡ʒɒːʃnɡeɾeftæn/
جشنواره	/d͡ʒæʃnvɒːɾe/
جعبه	/d͡ʒæʔbe/
جعبه نامه	/d͡ʒæʔbeje nɒːme/
جعفری	/d͡ʒæʔfæɾiː/
جعلی	/d͡ʒæʔliː/
جیغ	/d͡ʒiːɢ/
جیغ	/d͡ʒǐɢ/
جغد	/d͡ʒoɢd/
جغرافیا	/d͡ʒoɢɾɒːfiːjɒː/
جیغ زدن	/d͡ʒiːɢ zædæn/
جیغ زدن	/d͡ʒiːɢzædæn/
جیغ زدن	/d͡ʒǐɢ zædæn/
جیغ کشیدن	/d͡ʒiːɢkeʃiːdæn/
جفتک	/d͡ʒoftæk/
جفتک زدن	/d͡ʒoftækzædæn/
جیک	/d͡ʒiːk/
جیک زدن	/d͡ʒiːkzædæn/
جگر	/d͡ʒeɡæɾ/
جیگر	/d͡ʒiːɡæɾ/
جلا	/d͡ʒælɒː/
جلال‌آباد	/d͡ʒælɒːlɒːbɒːd/
جلد	/d͡ʒeld/
جلق	/d͡ʒælɢ/
جلق زدن	/d͡ʒælɢ zædæn/
جلیقه ی نجات	/d͡ʒeliːɢe je ned͡ʒɒːt/
جلو	/d͡ʒelo/
جلو	/d͡ʒeloʊ/
جلو	/d͡ʒelo/, /d͡ʒeloʊ /
جلو	/d͡ʒolo/
جلو زدن	/d͡ʒelozædæn/
جلو گرفتن	/d͡ʒeloʊɡeɾeftæn/
جیم	/d͡ʒiːm/
جمجمه	/d͡ʒomd͡ʒome/
جیمز	/d͡ʒejmz/
جمع	/d͡ʒæmʔ/
جمع زدن	/d͡ʒæmʔzædæn/
جمع کردن	/d͡ʒæmʔkæɾdæn/
جمعه	/d͡ʒomʔe/
جمله	/d͡ʒomle/
جمله‌شناسی	/d͡ʒomleʃenɒːsiː/
جمهوری	/d͡ʒomhuːɾiː/
جمهوری ارمنستان	/d͡ʒomhuːɾiːje æɾmænestɒːn/
جمهوری اسلامی ایران	/d͡ʒomhuːɾiːje eslɒːmiːje iːɾɒːn/
جمهوری ترکیه	/d͡ʒomhuːɾiːje toɾkiːje/
جمهوری چک	/d͡ʒomhuːɾiːje t͡ʃek/
جمهوری‌خواه	/d͡ʒomhuːɾiːxɒːh/
جمهوری عربی مصر	/d͡ʒomhuːɾiːje ʔæɾæbiːje mesɾ/
جن	/d͡ʒen/
جناب	/d͡ʒenɒːb/
جنازه	/d͡ʒænɒːze/, /d͡ʒenɒːze/
جناس	/d͡ʒenɒːs/
جنبش	/d͡ʒonbeʃ/
جنبش غیرمتعهد	/d͡ʒonbeʃe ædæme tæʔæhhod/
جنبش غیرمتعهد	/d͡ʒonbeʃe ɢejɾemoteʔæhhed/
جنت	/d͡ʒænnæt/
جنده	/d͡ʒende/
جنده‌خانه	/d͡ʒendexɒːne/
جنسی	/d͡ʒensiː/
جنسی	/d͡ʒínsiː/
جنس بلند کردن	/ɡens bolænd kæɾdæn/
جنسیت	/d͡ʒensiːjæt/
جنسیت‌گرایی	/d͡ʒensiːtɡæɾɒːjiː/
جنگ	/d͡ʒænɡ/
جنگ اسفلال طلبی	/d͡ʒænɡe esteɢlɒːl tælæbiː/
جنگ جهانی دوّم	/d͡ʒænɡe d͡ʒæhɒːniːe dovvom/
جنگ جهانی یكم	/d͡ʒænɡe d͡ʒæhɒːniːe jekom/
جنگ سرد	/d͡ʒænɡe sæɾd/
جنگل	/d͡ʒænɡæl/
جنگل زدن	/d͡ʒænɡælzædæn/
جنگ‌های صلیبی	/d͡ʒænɡhɒːje sæliːbiː/
جنوب	/d͡ʒonuːb/
جنوب شرقی	/d͡ʒonuːbe ʃæɾɢiː/
جنوب غربی	/d͡ʒonuːbe ɢæɾbiː/
جنوبگان	/d͡ʒuːnuːbeɡɒːn/
جهاد	/d͡ʒehɒːd/
جهاز	/d͡ʒæhɒːz/
جهالت	/d͡ʒ��hɒːlæt/
جهالت زدن	/d͡ʒæhɒːlætzædæn/
جهان	/d͡ʒæhɒːn/
جهانی‌سازی	/d͡ʒæhɒːniːsɒːziː/
جهان عرب	/d͡ʒæhɒːne ʔæɾæb/
جهت اطلاع	/d͡ʒæhæte ettelɒːʔ/
جهد	/d͡ʒæhd/
جهد کردن	/d͡ʒæhdkæɾdæn/
جهیدن	/d͡ʒæhiːdæn/
جهل	/d͡ʒæhl/
جهل زدن	/d͡ʒæhlzædæn/
جهنم	/d͡ʒæhænnæm/
جو	/d͡ʒævv/, /d͡ʒoʊ/, /d͡ʒuː/
جواب	/d͡ʒævɒːb/
جواب دادن	/d͡ʒævɒːb dɒːdæn/
جواب دادن	/d͡ʒævɒːbdɒːdæn/
جواب کردن	/d͡ʒævɒːbkæɾdæn/
جواب گرفتن	/d͡ʒævɒːbɡeɾeftæn/
جوان	/d͡ʒævɒːn/
جوانی	/d͡ʒævɒːniː/
جوانه	/d͡ʒævɒːne/
جوانه زدن	/d͡ʒævɒːnezædæn/
جوجه	/d͡ʒuːd͡ʒe/
جوجه‌تیغی	/d͡ʒuːd͡ʒetiːɢiː/
جویدن	/d͡ʒæviːdæn/
جوراب	/d͡ʒuːɾɒːb/
جورج	/d͡ʒoɾd͡ʒ/
جورجیا	/d͡ʒuːɾd͡ʒiːjɒː/
جورج تاون	/d͡ʒoɾd͡ʒ tɒːuːn/
جورج تائون	/d͡ʒoɾd͡ʒ tɒːʔuːn/
جوش	/d͡ʒuːʃ/
جوش آمدن	/d͡ʒuːʃɒːmædæn/
جوش آوردن	/d͡ʒuːʃɒːvæɾdæn/
جوش دادن	/d͡ʒuːʃdɒːdæn/
جوش زدن	/d͡ʒuːʃzædæn/
جولیا	/d͡ʒuːliːɒː/
جولان	/d͡ʒoʊlɒːn/
جولان دادن	/d͡ʒoʊlɒːndɒːdæn/
جیوه	/d͡ʒiːve/
جوهر	/d͡ʒoʊhæɾ/
جوهر شوره	/d͡ʒouːhæɾe ʃuːɾe/
جوهر نمک	/d͡ʒouːhæɾe næmæk/
چی	/t͡ʃiː/
چای	/t͡ʃɒːj/
چاباق‌سر	/t͡ʃɒːbɒːɢsæɾ/
چاپ	/t͡ʃɒːp/
چاپ زدن	/t͡ʃɒːpzædæn/
چاپ کردن	/t͡ʃɒːp kæɾdæn/
چاپ کردن	/t͡ʃɒːpkæɾdæn/
چادر	/t͡ʃɒːdoɾ/
چادر زدن	/t͡ʃɒːdoɾzædæn/
چادر شب	/t͡ʃɒːdæɾe ʃæb/
چارک	/t͡ʃɒːɾæk/
چارمیخ	/t͡ʃæhæɒːɾmiːx/
چارمیخ کشیدن	/t͡ʃæhæɒːɾmiːxkeʃiːdæn/
چاره	/t͡ʃɒːɾæ/, /t͡ʃɒːɾe/
چای سیاه	/t͡ʃɒːje siːjɒːh/
چای سبز	/t͡ʃɒːje sæbz/
چاشنی	/t͡ʃɒːʃniː/
چاقو	/t͡ʃɒːɢuː/
چاقو خوردن	/t͡ʃɒːɢuːxoɾdæn/
چاقو زدن	/t͡ʃɒːɢuːzædæn/
چاقوی سوئیسی	/t͡ʃɒːɢuːje suːiːsiː/
چاک	/t͡ʃɒːk/
چاک پستان	/t͡ʃɒːk pestɒːn/
چاک خوردن	/t͡ʃɒːkxoɾdæn/
چاک دادن	/t͡ʃɒːkdɒːdæn/
چاک زدن	/t͡ʃɒːkzædæn/
چال	/t͡ʃɒːl/
چال افتادن	/t͡ʃɒːloftɒːdæn/
چال انداختن	/t͡ʃɒːlændɒːxtæn/
چالش	/t͡ʃɒːleʃ/
چال کردن	/t͡ʃɒːlkæɾdæn/
چاله	/t͡ʃɒːle/
چامه	/t͡ʃɒːme/
چامه سرایی	/t͡ʃɒːme sæɾɒːjiː/
چانه	/t͡ʃɒːne/
چانه زدن	/t͡ʃɒːne zædæn/
چاه	/t͡ʃɒːh/
چاه زدن	/t͡ʃɒːhzædæn/
چبوق	/t͡ʃebuːɢ/
چپ	/t͡ʃæp/
چپاول	/t͡ʃæpɒːvol/
چپاول کردن	/t͡ʃæpɒːvolkæɾdæn/
چپق	/t͡ʃopoɢ/
چپق کشیدن	/t͡ʃopoɢkeʃiːdæn/
چپ‌گرا	/t͡ʃæpɡæɾɒː/
چتر	/t͡ʃætɾ/
چتر دریایی	/t͡ʃætɾ dæɾjɒːjiː/
چتر زدن	/t͡ʃætɾzædæn/
چچنی	/t͡ʃet͡ʃeniː/
چیدمان	/t͡ʃiːdemɒːn/
چیدن	/t͡ʃiːdæn/
چدن	/t͡ʃodæn/
چرا	/t͡ʃeɾɒː/
چراغ	/t͡ʃeɾɒːɢ/
چراغ	/t͡ʃeɾɒːĝ/
چراغ زدن	/t͡ʃeɾɒːɢzædæn/
چراغ مطالعه	/t͡ʃeɾɒːɢe motɒːleʔe/
چرا که نه	/t͡ʃeɾɒː ke nɒː/
چربی	/t͡ʃæɾbiː/
چرت	/t͡ʃoɾt/
چرت زدن	/t͡ʃoɾt zædæn/
چرت زدن	/t͡ʃoɾtzædæn/
چرتکه	/t͡ʃoɾtke/
