a	/a/
cocheta	/kokʲ̩eta/
cochetare	/kokʲ̩etare/
cochetărie	/kokʲ̩etərije/
cochilă	/kokʲ̩ilə/
cochilie	/kokʲ̩ilije/
cocie	/kotʃije/
cocină	/kotʃinə/
cocioc	/kotʃ̩ok/
cociorbă	/kotʃ̩orbə/
cociorvă	/kotʃ̩orvə/
cocârja	/kokɨrʒa/
cocârjare	/kokɨrʒare/
cocârjat	/kokɨrʒat/
cocârjire	/kokɨrʒire/
cocârjit	/kokɨrʒit/
cocârlă	/kokɨrlə/
cociubei	/kotʃ̩ubej/
coclauri	/koklaurʲ/
cocleală	/koklĕalə/
cocleț	/koklets/
coclete	/koklete/
coclire	/koklire/
coclit	/koklit/
cocoană	/kokŏanə/
cocoașă	/kokŏaʃə/
cocoli	/kokoli/
cocolire	/kokolire/
cocolit	/kokolit/
cocoloș	/kokoloʃ/
cocoloșeală	/kokoloʃĕalə/
cocoloșire	/kokoloʃire/
cocoloșit	/kokoloʃit/
cocon	/kokon/
coconar	/kokonar/
coconaș	/kokonaʃ/
coconet	/kokonet/
coconieră	/kokonijerə/
coconire	/kokonire/
coconit	/kokonit/
coconiță	/kokonitsə/
cocor	/kokor/
cocos	/kokos/
cocoșa	/kokoʃa/
cocoșar	/kokoʃar/
cocoșare	/kokoʃare/
cocoșaseră	/kokoʃaserə/
cocoșat	/kokoʃat/
cocoșel	/kokoʃel/
cocoșesc	/kokoʃesk/
cocoșește	/kokoʃeʃte/
cocoșneață	/kokoʃnĕatsə/
cocostârc	/kokostɨrk/
cocotă	/kokotə/
cocoțare	/kokotsare/
cocoțat	/kokotsat/
cocotier	/kokotijer/
cocs	/koks/
cocsacâz	/kokiakɨz/
cocsagâz	/kokiaɡɨz/
cocsare	/kokiare/
cocserie	/kokserije/
cocsifica	/koksifika/
cocsificabil	/koksifikabil/
cocsificare	/koksifikare/
cocsificat	/koksifikat/
cocsochimic	/koksokʲ̩imik/
cocsochimie	/koksokʲ̩imije/
cocteil	/koktejl/
cocțiune	/koktsiune/
cocuță	/kokutsə/
cod	/kod/
coda	/koda/
codaj	/kodaʒ/
codal	/kodal/
codalb	/kodalb/
codălbel	/kodəlbel/
codălbire	/kodəlbire/
codălbit	/kodəlbit/
codălbiță	/kodəlbitsə/
codan	/kodan/
codănea	/kodənĕa/
codănel	/kodənel/
codăniță	/kodənitsə/
codare	/kodare/
codaș	/kodaʃ/
codat	/kodat/
codeală	/kodĕalə/
codebitor	/kodebitor/
codeină	/kodeinə/
codex	/kodeks/
codice	/koditʃe/
codicil	/koditʃil/
codicologie	/kodikolodʒije/
codifica	/kodifika/
codificare	/kodifikare/
codificat	/kodifikat/
codificator	/kodifikator/
codin	/kodin/
codină	/kodinə/
codinit	/kodinit/
codire	/kodire/
codirector	/kodirektor/
codirișcă	/kodiriʃkə/
codiriște	/kodiriʃte/
codârlă	/kodɨrlə/
codism	/kodism/
codist	/kodist/
codiță	/koditsə/
codlea	/kodlĕa/
codoașcă	/kodŏaʃkə/
codobatură	/kodobaturə/
codobelc	/kodobelk/
codoș	/kodoʃ/
codoșcă	/kodoʃkə/
codoșenie	/kodoʃenije/
codoșie	/kodoʃije/
codoșire	/kodoʃire/
codrea	/kodrĕa/
codreanu	/kodrĕanu/
codresc	/kodresk/
codrescu	/kodresku/
codroș	/kodroʃ/
codru	/kodru/
codruleț	/kodrulets/
codruț	/kodruts/
coe	/koe/
coechipier	/koekʲ̩ipijer/
coeducație	/koedukatsije/
coeficient	/koefitʃijent/
coempțiune	/koemptsiune/
coenzimă	/koenzimə/
coercibil	/koertʃibil/
coerciție	/koertʃitsije/
coercitiv	/koertʃitiv/
coerede	/koerede/
coerent	/koerent/
coerență	/koerentsə/
coeror	/koeror/
coexista	/koegzista/
coexistare	/koegzistare/
coexistent	/koegzistent/
coexistență	/koegzistentsə/
coeziune	/koeziune/
cofă	/kofə/
cofăiel	/kofəjel/
cofăieș	/kofəjeʃ/
cofei	/kofej/
cofeină	/kofeinə/
coferdam	/koferdam/
coferment	/koferment/
cofetar	/kofetar/
cofetăreasă	/kofetərĕasə/
cofetărie	/kofetərije/
cofeturi	/kofeturʲ/
cofinanța	/kofinantsa/
cofinanțare	/kofinantsare/
cofinanțat	/kofinantsat/
cofiță	/kofitsə/
cofleșire	/kofleʃire/
cofochirurgie	/kofokʲ̩irurdʒije/
cofoză	/kofozə/
cofra	/kofra/
cofraj	/kofraʒ/
cofrare	/kofrare/
cofrat	/kofrat/
cofret	/kofret/
cogeamite	/kodʒ̩amite/
cogemite	/kodʒemite/
cogestiune	/kodʒestiune/
cogâlniceanu	/koɡɨlnitʃ̩anu/
cognat	/koɡnat/
cognațiune	/koɡnatsiune/
cognitiv	/koɡnitiv/
cognomen	/koɡnomen/
cognomina	/koɡnomina/
cognoscibil	/koɡnostʃibil/
cohalm	/kohalm/
coherent	/kojerent/
coherență	/kojerentsə/
cohlee	/kohlee/
cohortă	/kohortə/
cohorte	/kohorte/
coidum	/kojdum/
coincide	/kointʃide/
coincident	/kointʃident/
coincidență	/kointʃidentsə/
coincidere	/kointʃidere/
coinculpat	/koinkulpat/
coinstigator	/koinstiɡator/
cointeresa	/kointeresa/
cointeresare	/kointeresare/
cointeresat	/kointeresat/
coiot	/kojot/
coja	/koʒa/
cojan	/koʒan/
cojeală	/koʒĕalə/
coji	/koʒʲ/
cojire	/koʒire/
cojit	/koʒit/
cojiță	/koʒitsə/
cojitor	/koʒitor/
cojoacă	/koʒŏakə/
cojoacele	/koʒŏatʃele/
cojoaică	/koʒŏajkə/
cojoc	/koʒok/
cojocar	/koʒokar/
cojocăreasă	/koʒokərĕasə/
cojocăresc	/koʒokəresk/
cojocărie	/koʒokərije/
cojocaru	/koʒokaru/
cojocel	/koʒotʃel/
col	/kol/
cola	/kola/
colabora	/kolabora/
colaborare	/kolaborare/
colaborator	/kolaborator/
colaborez	/kolaborez/
colac	/kolak/
colăcar	/koləkar/
colăcărie	/koləkərije/
colăcărire	/koləkərire/
colăcel	/kolətʃel/
colăcer	/kolətʃer/
colăcire	/kolətʃire/
colăcit	/kolətʃit/
colagen	/koladʒen/
colagenoză	/koladʒenozə/
colagog	/kolaɡoɡ/
colaj	/kolaʒ/
colan	/kolan/
coland	/koland/
colant	/kolant/
colaps	/kolaps/
colapsoterapie	/kolapsoterapije/
colare	/kolare/
colărez	/kolərez/
colargol	/kolarɡol/
colastră	/kolastrə/
colastru	/kolastru/
colat	/kolat/
colateral	/kolateral/
colatitudine	/kolatitudine/
colațiune	/kolatsiune/
colb	/kolb/
colbăire	/kolbəire/
colbăit	/kolbəit/
colbăraie	/kolbəraje/
colbărie	/kolbərije/
colbertism	/kolbertism/
colbuire	/kolbuire/
colbuit	/kolbuit/
colburos	/kolburos/
colcăi	/kolkəi/
colcăială	/kolkəjalə/
colcăire	/kolkəire/
colceac	/koltʃ̩ak/
colceag	/koltʃ̩aɡ/
colceriu	/koltʃerju/
colchicină	/kolkʲ̩itʃinə/
colcot	/kolkot/
colcotire	/kolkotire/
colcotos	/kolkotos/
coldline	/koldline/
colea	/kolĕa/
coleașă	/kolĕaʃə/
colecist	/koletʃist/
colecistectomie	/koletʃistektomije/
colecistită	/koletʃistitə/
colecistografie	/koletʃistoɡrafije/
colecistopatie	/koletʃistopatije/
colecta	/kolekta/
colectare	/kolektare/
colectat	/kolektat/
colectazie	/kolektazije/
colecție	/kolektsije/
colecțiile	/kolektsijile/
colecțiune	/kolektsiune/
colectiv	/kolektiv/
colectivă	/kolektivə/
colective	/kolektive/
colectivism	/kolektivism/
colectivist	/kolektivist/
colectivitate	/kolektivitate/
colectivității	/kolektivitətsij/
colectiviza	/kolektiviza/
colectivizare	/kolektivizare/
colectivizat	/kolektivizat/
colectomie	/kolektomije/
colector	/kolektor/
colectură	/kolekturə/
coledoc	/koledok/
coledocită	/koledotʃitə/
coleg	/koleɡ/
colegă	/koleɡə/
colegatar	/koleɡatar/
colegi	/koledʒʲ/
colegii	/koledʒij/
colegilor	/koledʒilor/
colegiu	/koledʒ̩u/
colegul	/koleɡul/
colegului	/koleɡuluj/
coleire	/koleire/
colembolă	/kolembolə/
colemie	/kolemije/
colenchim	/kolenkʲ̩im/
coleopter	/koleopter/
coleoptil	/koleoptil/
coleoriză	/koleorizə/
coleretă	/koleretə/
coleretic	/koleretik/
colereză	/kolerezə/
coleric	/kolerik/
colesterină	/kolesterinə/
colesterol	/kolesterol/
colet	/kolet/
coletărie	/koletərije/
colhoz	/kolhoz/
colhoznic	/kolhoznik/
coli	/kolʲ/
colibă	/kolibə/
colibacil	/kolibatʃil/
colibaciloză	/kolibatʃilozə/
colibaș	/kolibaʃ/
colibelor	/kolibelor/
colic	/kolik/
colică	/kolikə/
colie	/kolije/
colier	/kolijer/
coligare	/koliɡare/
coligativ	/koliɡativ/
coliliu	/koliliw/
colima	/kolima/
colimare	/kolimare/
colimație	/kolimatsije/
colimator	/kolimator/
colin	/kolin/
colină	/kolinə/
colinar	/kolinar/
colind	/kolind/
colinda	/kolinda/
colindare	/kolindare/
colindat	/kolindat/
colindător	/kolindətor/
colindători	/kolindətorʲ/
colinde	/kolinde/
colindele	/kolindele/
colindeț	/kolindets/
colinergic	/kolinerdʒik/
colinesterază	/kolinesterazə/
coliniar	/kolinijar/
coliniaritate	/kolinijaritate/
colir	/kolir/
colită	/kolitə/
colivă	/kolivə/
colivar	/kolivar/
colivie	/kolivije/
colivioară	/koliviŏarə/
colizie	/kolizije/
coliziune	/koliziune/
colmata	/kolmata/
colmataj	/kolmataʒ/
colmatare	/kolmatare/
colmatat	/kolmatat/
colnă	/kolnə/
colnic	/kolnik/
colnicel	/kolnitʃel/
colniță	/kolnitsə/
colo	/kolo/
coloană	/kolŏanə/
coloare	/kolŏare/
colocatar	/kolokatar/
colocazie	/kolokazije/
colocvial	/kolokvijal/
colocviu	/kolokvju/
colodiu	/kolodju/
colofon	/kolofon/
colofoniu	/kolofonju/
cologaritm	/koloɡaritm/
colografie	/koloɡrafije/
coloid	/koloid/
coloidal	/kolojdal/
colombină	/kolombinə/
colon	/kolon/
colonadă	/kolonadə/
colonat	/kolonat/
coloncifră	/kolontʃifrə/
colonel	/kolonel/
colonelă	/kolonelə/
coloneleasă	/kolonelĕasə/
colonetă	/kolonetə/
colonial	/kolonijal/
coloniale	/kolonijale/
colonialism	/kolonijalism/
colonialist	/kolonijalist/
colonie	/kolonije/
colonist	/kolonist/
coloniza	/koloniza/
colonizabil	/kolonizabil/
colonizare	/kolonizare/
colonizat	/kolonizat/
colonizator	/kolonizator/
colonlinie	/kolonlinije/
colontitlu	/kolontitlu/
colopatie	/kolopatije/
color	/kolor/
colora	/kolora/
colorabil	/kolorabil/
colorant	/kolorant/
colorare	/kolorare/
colorat	/kolorat/
colorație	/koloratsije/
coloratură	/koloraturə/
colorimetric	/kolorimetrik/
colorimetrie	/kolorimetrije/
colorimetru	/kolorimetru/
colorism	/kolorism/
colorist	/kolorist/
coloristic	/koloristik/
colorit	/kolorit/
colos	/kolos/
colosal	/kolosal/
colostru	/kolostru/
colpită	/kolpitə/
colporafie	/kolporafije/
colporta	/kolporta/
colportaj	/kolportaʒ/
colportare	/kolportare/
colportat	/kolportat/
colportor	/kolportor/
colț	/kolts/
colțan	/koltsan/
colțar	/koltsar/
colțat	/koltsat/
colțișor	/koltsiʃor/
colțos	/koltsos/
coltuc	/koltuk/
coltucel	/koltutʃel/
colțul	/koltsul/
colțuleț	/koltsulets/
colțun	/koltsun/
colțunaș	/koltsunaʃ/
colțurat	/koltsurat/
colțurile	/koltsurile/
colțuros	/koltsuros/
columbă	/kolumbə/
columbacă	/kolumbakə/
columbar	/kolumbar/
columbărie	/kolumbərije/
columbian	/kolumbijan/
columbiform	/kolumbiform/
columbit	/kolumbit/
columbiu	/kolumbju/
columbofil	/kolumbofil/
columbofilie	/kolumbofilije/
columbogramă	/kolumboɡramə/
columelă	/kolumelə/
columnă	/kolumnə/
colun	/kolun/
colurie	/kolurije/
coluvial	/koluvijal/
coluviu	/koluvju/
coluziune	/koluziune/
coma	/koma/
coman	/koman/
comanac	/komanak/
comanda	/komanda/
comandament	/komandament/
comandant	/komandant/
comandantului	/komandantuluj/
comandare	/komandare/
comandat	/komandat/
comandatură	/komandaturə/
comandir	/komandir/
comandita	/komandita/
comanditar	/komanditar/
comanditare	/komanditare/
comanditat	/komanditat/
comando	/komando/
comandor	/komandor/
comănescu	/komənesku/
comănești	/koməneʃtʲ/
comănici	/komənitʃʲ/
comanș	/komanʃ/
comara	/komara/
comarnic	/komarnik/
comasa	/komasa/
comasare	/komasare/
comasat	/komasat/
comat	/komat/
comatogen	/komatodʒen/
comatos	/komatos/
combatant	/kombatant/
combate	/kombate/
combatere	/kombatere/
combativ	/kombativ/
combativitate	/kombativitate/
combătut	/kombətut/
combi	/kombi/
combina	/kombina/
combinabil	/kombinabil/
combinare	/kombinare/
combinat	/kombinat/
combinație	/kombinatsije/
combinațiune	/kombinatsiune/
combinativ	/kombinativ/
combinator	/kombinator/
combinatorie	/kombinatorije/
combiner	/kombiner/
combinezon	/kombinezon/
combinor	/kombinor/
combo	/kombo/
comburant	/komburant/
combustibil	/kombustibil/
combustie	/kombustije/
comecodexim	/komekodeksim/
comedia	/komedija/
comedian	/komedijan/
comediant	/komedijant/
comedie	/komedije/
comedioară	/komediŏarə/
comediograf	/komedioɡraf/
comedon	/komedon/
comemora	/komemora/
comemorabil	/komemorabil/
comemorare	/komemorare/
comemorat	/komemorat/
comemorație	/komemoratsije/
comemorativ	/komemorativ/
comenduire	/komenduire/
comensalism	/komensalism/
comensualism	/komensuwalism/
comensurabil	/komensurabil/
comenta	/komenta/
comentare	/komentare/
comentarii	/komentarij/
comentariu	/komentarju/
comentat	/komentat/
comentator	/komentator/
comentez	/komentez/
comenzi	/komenzʲ/
comeraj	/komeraʒ/
comercial	/komertʃial/
comercială	/komertʃialə/
comerciale	/komertʃiale/
comerț	/komerts/
comesean	/komesĕan/
comestibil	/komestibil/
cometă	/kometə/
cometal	/kometal/
comfire	/komfire/
comic	/komik/
comicărie	/komikərije/
comicitate	/komitʃitate/
comină	/kominə/
cominatoriu	/kominatorju/
comând	/komɨnd/
comânda	/komɨnda/
comândare	/komɨndare/
comândat	/komɨndat/
cominternist	/kominternist/
cominuție	/kominutsije/
cominutiv	/kominutiv/
comis	/komis/
comisă	/komisə/
comisar	/komisar/
comisariat	/komisarijat/
comisarul	/komisarul/
comișel	/komiʃel/
comiserativ	/komiserativ/
comisia	/komisija/
comisie	/komisije/
comision	/komision/
comisiune	/komisiune/
comisoaie	/komisŏaje/
comisoriu	/komisorju/
comisură	/komisurə/
comisural	/komisural/
comit	/komit/
comitat	/komitat/
comite	/komite/
comitent	/komitent/
comitere	/komitere/
comitet	/komitet/
comițial	/komitsijal/
comizerație	/komizeratsije/
comoară	/komŏarə/
comod	/komod/
comodat	/komodat/
comoditate	/komoditate/
comodor	/komodor/
comor	/komor/
comorație	/komoratsije/
comorian	/komorijan/
comornic	/komornik/
comoștenitor	/komoʃtenitor/
comoție	/komotsije/
compacitate	/kompatʃitate/
compact	/kompakt/
compacta	/kompakta/
compactabil	/kompaktabil/
compactare	/kompaktare/
compactat	/kompaktat/
compactibil	/kompaktibil/
compactitate	/kompaktitate/
compactizare	/kompaktizare/
compactometru	/kompaktometru/
compactor	/kompaktor/
compania	/kompanija/
companie	/kompanije/
companiei	/kompanijej/
companii	/kompanij/
companiile	/kompanijile/
compara	/kompara/
comparabil	/komparabil/
comparare	/komparare/
comparat	/komparat/
comparație	/komparatsije/
comparatism	/komparatism/
comparatist	/komparatist/
comparațiune	/komparatsiune/
comparativ	/komparativ/
comparativism	/komparativism/
comparator	/komparator/
compare	/kompare/
compărea	/kompərĕa/
compărere	/kompərere/
compars	/kompars/
compartiment	/kompartiment/
compartimenta	/kompartimenta/
compartimentaj	/kompartimentaʒ/
compartimental	/kompartimental/
compartimentare	/kompartimentare/
compartimentat	/kompartimentat/
compas	/kompas/
compasiune	/kompasiune/
compasiunea	/kompasiunĕa/
compatibil	/kompatibil/
compatibilitate	/kompatibilitate/
compătimire	/kompətimire/
compătimit	/kompətimit/
compătimitor	/kompətimitor/
compatriot	/kompatriot/
compendiator	/kompendijator/
compendiu	/kompendju/
compendium	/kompendium/
compensa	/kompensa/
compensabil	/kompensabil/
compensare	/kompensare/
compensat	/kompensat/
compensate	/kompensate/
compensație	/kompensatsije/
compensațiune	/kompensatsiune/
compensativ	/kompensativ/
compensator	/kompensator/
compensatoriu	/kompensatorju/
comper	/komper/
comperaj	/komperaʒ/
competent	/kompetent/
competență	/kompetentsə/
competință	/kompetintsə/
competinte	/kompetinte/
competiția	/kompetitsija/
competiție	/kompetitsije/
competitiv	/kompetitiv/
competitivitate	/kompetitivitate/
competitor	/kompetitor/
compila	/kompila/
compilare	/kompilare/
compilat	/kompilat/
compilația	/kompilatsija/
compilație	/kompilatsije/
compilator	/kompilator/
complace	/komplatʃe/
complăcea	/komplətʃ̩a/
complacere	/komplatʃere/
complect	/komplekt/
complecta	/komplekta/
complectamente	/komplektamente/
complectare	/komplektare/
complectat	/komplektat/
complement	/komplement/
complementar	/komplementar/
complementarism	/komplementarism/
complementariza	/komplementariza/
complementarizare	/komplementarizar/
complet	/komplet/
completa	/kompleta/
completamente	/kompletamente/
completare	/kompletare/
completaș	/kompletaʃ/
completat	/kompletat/
completate	/kompletate/
complete	/komplete/
completitudine	/kompletitudine/
completiv	/kompletiv/
completivitate	/kompletivitate/
compleu	/komplew/
complex	/kompleks/
complexă	/kompleksə/
complexat	/kompleksat/
complexe	/komplekse/
complexifica	/kompleksifika/
complexificare	/kompleksifikare/
complexificat	/kompleksifikat/
complexitate	/kompleksitate/
complexiune	/kompleksiune/
complexual	/kompleksuwal/
complezent	/komplezent/
complezență	/komplezentsə/
complianță	/komplijantsə/
complica	/komplika/
complicare	/komplikare/
complicat	/komplikat/
complicată	/komplikatə/
complicație	/komplikatsije/
complicațiune	/komplikatsiune/
complice	/komplitʃe/
complicitate	/komplitʃitate/
compliment	/kompliment/
complimenta	/komplimenta/
complimentar	/komplimentar/
complimentare	/komplimentare/
complimentat	/komplimentat/
complinire	/komplinire/
complinit	/komplinit/
complinitor	/komplinitor/
complot	/komplot/
complota	/komplota/
complotare	/komplotare/
complotaș	/komplotaʃ/
complotism	/komplotism/
complotist	/komplotist/
component	/komponent/
componență	/komponentsə/
componente	/komponente/
componentele	/komponentele/
componist	/komponist/
componistic	/komponistik/
comporta	/komporta/
comportăm	/komportəm/
comportament	/komportament/
comportamental	/komportamental/
comportamentism	/komportamentism/
comportamentist	/komportamentist/
comportare	/komportare/
comportat	/komportat/
comporte	/komporte/
compositum	/kompositum/
compost	/kompost/
composta	/komposta/
compostare	/kompostare/
compostat	/kompostat/
compostor	/kompostor/
compot	/kompot/
compotieră	/kompotijerə/
compozee	/kompozee/
compozit	/kompozit/
compoziția	/kompozitsija/
compoziție	/kompozitsije/
compozitor	/kompozitor/
comprador	/komprador/
comprehensibil	/komprehensibil/
comprehensiune	/komprehensiune/
comprehensiv	/komprehensiv/
compres	/kompres/
compresă	/kompresə/
compresibil	/kompresibil/
compresie	/kompresije/
compresiune	/kompresiune/
compresiv	/kompresiv/
compresor	/kompresor/
comprima	/komprima/
comprimabil	/komprimabil/
comprimare	/komprimare/
comprimat	/komprimat/
comprimate	/komprimate/
compromis	/kompromis/
compromisoriu	/kompromisorju/
compromițător	/kompromitsətor/
compromite	/kompromite/
compromitere	/kompromitere/
comptoar	/komptŏar/
compulsa	/kompulsa/
compulsare	/kompulsare/
compulsat	/kompulsat/
compune	/kompune/
compunea	/kompunĕa/
compunere	/kompunere/
compus	/kompus/
compusă	/kompusə/
compușii	/kompuʃij/
comput	/komput/
computa	/komputa/
computare	/komputare/
computat	/komputat/
computație	/komputatsije/
computer	/komputer/
computeriza	/komputeriza/
computerizare	/komputerizare/
computerizat	/komputerizat/
comșa	/komʃa/
comsomolist	/komsomolist/
comun	/komun/
comună	/komunə/
comunal	/komunal/
comunard	/komunard/
comune	/komune/
comuneros	/komuneros/
comuniant	/komunijant/
comunica	/komunika/
comunicabil	/komunikabil/
comunicăm	/komunikəm/
comunicant	/komunikant/
comunicare	/komunikare/
comunicării	/komunikərij/
comunicat	/komunikat/
comunicate	/komunikate/
comunicație	/komunikatsije/
comunicațiune	/komunikatsiune/
comunicativ	/komunikativ/
comunice	/komunitʃe/
comunism	/komunism/
comunist	/komunist/
comunitar	/komunitar/
comunitari	/komunitarʲ/
comunitate	/komunitate/
comuniune	/komuniune/
comuta	/komuta/
comutabil	/komutabil/
comutare	/komutare/
comutat	/komutat/
comutație	/komutatsije/
comutativ	/komutativ/
comutativitate	/komutativitate/
comutatoare	/komutatŏare/
comutator	/komutator/
con	/kon/
conabiu	/konabiw/
conac	/konak/
conăcar	/konəkar/
conăcărie	/konəkərije/
conăcire	/konətʃire/
conăcit	/konətʃit/
conadiem	/konadijem/
conaș	/konaʃ/
concă	/konkə/
concasa	/konkasa/
concasare	/konkasare/
concasat	/konkasat/
concasor	/konkasor/
concatena	/konkatena/
concatenare	/konkatenare/
concatenat	/konkatenat/
concatenație	/konkatenatsije/
concav	/konkav/
concavitate	/konkavitate/
concede	/kontʃede/
concedere	/kontʃedere/
concedia	/kontʃedija/
concediat	/kontʃedijat/
concediere	/kontʃedijere/
concedieri	/kontʃedijerʲ/
concediu	/kontʃedju/
concentra	/kontʃentra/
concentrare	/kontʃentrare/
concentrat	/kontʃentrat/
concentrație	/kontʃentratsije/
concentric	/kontʃentrik/
concepe	/kontʃepe/
concepere	/kontʃepere/
concept	/kontʃept/
conceptacul	/kontʃeptakul/
concepte	/kontʃepte/
concepția	/kontʃeptsija/
conceptibil	/kontʃeptibil/
concepție	/kontʃeptsije/
conceptism	/kontʃeptism/
concepțiune	/kontʃeptsiune/
conceptual	/kontʃeptuwal/
conceptualism	/kontʃeptuwalism/
conceptualist	/kontʃeptuwalist/
conceptualiza	/kontʃeptuwaliza/
conceptualizare	/kontʃeptuwalizare/
conceptualizat	/kontʃeptuwalizat/
conceput	/kontʃeput/
concern	/kontʃern/
concert	/kontʃert/
concerta	/kontʃerta/
concertant	/kontʃertant/
concertare	/kontʃertare/
concertat	/kontʃertat/
concerte	/kontʃerte/
concertină	/kontʃertinə/
concertino	/kontʃertino/
concertist	/kontʃertist/
concertistic	/kontʃertistik/
concerto	/kontʃerto/
concertul	/kontʃertul/
concesie	/kontʃesije/
concesiune	/kontʃesiune/
concesiv	/kontʃesiv/
concetățean	/kontʃetətsĕan/
concherant	/konkʲ̩erant/
conchetă	/konkʲ̩etə/
conchide	/konkʲ̩ide/
conchidere	/konkʲ̩idere/
conchiliologie	/konkʲ̩iliolodʒije/
conchis	/konkʲ̩is/
conchistă	/konkʲ̩istə/
conchistador	/konkʲ̩istador/
conci	/kontʃʲ/
conciclic	/kontʃiklik/
concilia	/kontʃilija/
conciliabul	/kontʃilijabul/
conciliant	/kontʃilijant/
conciliat	/kontʃilijat/
conciliație	/kontʃilijatsije/
conciliator	/kontʃilijator/
conciliatorism	/kontʃilijatorism/
conciliatorist	/kontʃilijatorist/
conciliere	/kontʃilijere/
conciliu	/kontʃilju/
concină	/kontʃinə/
concis	/kontʃis/
concitadin	/kontʃitadin/
concizie	/kontʃizije/
conciziune	/kontʃiziune/
conclav	/konklav/
conclude	/konklude/
concludent	/konkludent/
concludentă	/konkludentə/
concludere	/konkludere/
conclus	/konklus/
conclusiv	/konklusiv/
conclusum	/konklusum/
concluzia	/konkluzija/
concluzie	/konkluzije/
concluziune	/konkluziune/
concluziv	/konkluziv/
concoidă	/konkoidə/
concoidal	/konkojdal/
concomitent	/konkomitent/
concomitență	/konkomitentsə/
concorda	/konkorda/
concordant	/konkordant/
concordanță	/konkordantsə/
concordare	/konkordare/
concordat	/konkordat/
concordatar	/konkordatar/
concordie	/konkordije/
concordism	/konkordism/
concordist	/konkordist/
concrescent	/konkrestʃent/
concrescență	/konkrestʃentsə/
concrescut	/konkreskut/
concrește	/konkreʃte/
concreștere	/konkreʃtere/
concret	/konkret/
concretă	/konkretə/
concrete	/konkrete/
concretețe	/konkretetse/
concretitudine	/konkretitudine/
concrețiune	/konkretsiune/
concretiza	/konkretiza/
concretizare	/konkretizare/
concretizat	/konkretizat/
concretizator	/konkretizator/
concubin	/konkubin/
concubinaj	/konkubinaʒ/
concupiscent	/konkupistʃent/
concupiscență	/konkupistʃentsə/
concura	/konkura/
concurare	/konkurare/
concurat	/konkurat/
concurent	/konkurent/
concurență	/konkurentsə/
concurenți	/konkurentsʲ/
concurențial	/konkurentsijal/
concurenților	/konkurentsilor/
concurge	/konkurdʒe/
concurgere	/konkurdʒere/
concurs	/konkurs/
concursuri	/konkursurʲ/
concusiune	/konkusiune/
condac	/kondak/
condamna	/kondamna/
condamnabil	/kondamnabil/
condamnare	/kondamnare/
condamnat	/kondamnat/
condamnați	/kondamnatsʲ/
condeescu	/kondejesku/
condei	/kondej/
condeiaș	/kondejaʃ/
condeier	/kondejer/
condens	/kondens/
condensa	/kondensa/
condensabil	/kondensabil/
condensare	/kondensare/
condensat	/kondensat/
condensator	/kondensator/
condensor	/kondensor/
condescendent	/kondestʃendent/
condescendență	/kondestʃendentsə/
condescinde	/kondestʃinde/
condescindere	/kondestʃindere/
condescu	/kondesku/
condică	/kondikə/
condicar	/kondikar/
condicăreasă	/kondikərĕasə/
condicuță	/kondikutsə/
condil	/kondil/
condiment	/kondiment/
condimenta	/kondimenta/
condimentar	/kondimentar/
condimentare	/kondimentare/
condimentat	/kondimentat/
condiscipol	/kondistʃipol/
condiția	/konditsija/
condiție	/konditsije/
condiției	/konditsijej/
condiții	/konditsij/
condițiile	/konditsijile/
condiționalul	/konditsionalul/
condiționat	/konditsionat/
condominiu	/kondominju/
condor	/kondor/
condotier	/kondotijer/
condrină	/kondrinə/
condriom	/kondriom/
condriozom	/kondriozom/
condrită	/kondritə/
condroblast	/kondroblast/
condrocit	/kondrotʃit/
condrocraniu	/kondrokranju/
condroidă	/kondroidə/
condrom	/kondrom/
condroniu	/kondronju/
condrosarcom	/kondrosarkom/
conducător	/kondukətor/
conducătorul	/kondukətorul/
conduce	/kondutʃe/
conducea	/kondutʃ̩a/
conducere	/kondutʃere/
conducerea	/kondutʃerĕa/
