가	/ka̠/
루머	/ɾumʌ̹/
루명	/ɾumjʌ̹ŋ/
루베	/ɾube̞/
루블	/ɾubɯɭ/
루비	/ɾubi/
루비듐	/ɾubidjum/
루빅큐브	/ɾubik̚kçjubɯ/
루적	/ɾud͡ʑʌ̹k̚/
루출	/ɾut͡ɕʰuɭ/
루테늄	/ɾutʰe̞ɲjum/
루테튬	/ɾutʰe̞tʰjum/
루트	/ɾutʰɯ/
룩셈부르그	/ɾuks͈e̞mbuɾɯɡɯ/
룩셈부르크	/ɾuks͈e̞mbuɾɯkxɯ/
룰	/ɾuɭ/
룸메이트	/ɾumme̞itʰɯ/
류	/ɾju/
류량	/ɾjuɾja̠ŋ/
류례	/ɾjuɾje̞/, /ɾjuɾe̞/
류류상종	/ɾjuɾjusʰa̠ŋd͡ʑo̞ŋ/
류머티즘	/ɾjumʌ̹tʰid͡ʑɯm/
류블랴나	/ɾjubɯɭʎja̠na̠/
류사	/ɾjusʰa̠/
류산	/ɾjusʰa̠n/
류성	/ɾjusʰʌ̹ŋ/
류실	/ɾjuɕʰiɭ/
류역	/ɾjujʌ̹k̚/
류월	/ɾjuwʌ̹ɭ/
류입	/ɾjuip̚/
류큐	/ɾjukçju/
류큐국	/ɾjukçjuɡuk̚/
류통	/ɾjutʰo̞ŋ/
류학	/ɾjuɦa̠k̚/
류행	/ɾjuɦɛ̝ŋ/
류혈	/ɾjuʝjʌ̹ɭ/
륙	/ɾjuk̚/
륙군	/ɾjuk̚k͈un/
륙상	/ɾjuks͈a̠ŋ/
륙상신	/ɾjuks͈a̠ŋɕʰin/
륙십	/ɾjukɕ͈ip̚/
륙월	/ɾjuɡwʌ̹ɭ/
륙지	/ɾjuk̚t͡ɕ͈i/
륜곽	/ɾjunɡwa̠k̚/
륜리	/ɾjuɭʎi/
륜운동	/ɾjunundo̞ŋ/
륜체조	/ɾjunt͡ɕʰe̞d͡ʑo̞/
률	/ɾjuɭ/
륭성	/ɾjuŋsʰʌ̹ŋ/
르 불규칙 활용	/ɾɯ puɭɡjut͡ɕʰik̚ ɸwa̠ɾjoŋ/
르나르	/ɾɯna̠ɾɯ/
르네상스	/ɾɯne̞sʰa̠ŋsʰɯ/
르변칙활용	/ɾɯbjʌ̹nt͡ɕʰikʰwa̠ɾjoŋ/
르불규칙용언	/ɾɯbuɭɡjut͡ɕʰiɡjoŋʌ̹n/
르 불규칙 활용	/ɾɯ puɭɡjut͡ɕʰik̚ ɸwa̠ɾjoŋ/
르완다	/ɾɯwa̠nda̠/
를	/ɾɯɭ/
릉가	/ɾɯŋɡa̠/
릉선	/ɾɯŋsʰʌ̹n/
리	/ɾi/
리가	/ɾiɡa̠/
리겔성	/ɾiɡe̞ɭsʰʌ̹ŋ/
리그	/ɾiɡɯ/
리그전	/ɾiɡɯd͡ʑʌ̹n/
리까	/ɾik͈a̠/
리념	/ɾiɲjʌ̹m/
리놀레산	/ɾino̞ɭɭe̞sʰa̠n/
리놀렌산	/ɾino̞ɭɭe̞nsʰa̠n/
리눅스	/ɾinuks͈ɯ/
리니어모터카	/ɾiniʌ̹mo̞tʰʌ̹kʰa̠/
리다	/ɾida̠/
리대수학	/ɾidɛ̝sʰuɦa̠k̚/
리드	/ɾidɯ/
리드미컬하다	/ɾidɯmikʰʌ̹ɾɦa̠da̠/
리득	/ɾidɯk̚/
리듬	/ɾidɯm/
리뜨바	/ɾit͈ɯba̠/
리라	/ɾiɾa̠/
리레	/ɾiɾe̞/
리력서	/ɾiɾjʌ̹ks͈ʌ̹/
리론	/ɾiɾo̞n/
리롱웨	/ɾiɾo̞ŋwe̞/
리마	/ɾima̠/
리만큼	/ɾima̠nkxɯm/
리면	/ɾimjʌ̹n/
리모컨	/ɾimo̞kʰʌ̹n/
리바운드	/ɾiba̠undɯ/
리베리아	/ɾibe̞ɾia̠/
리본	/ɾibo̞n/
리봉	/ɾibo̞ŋ/
리비도	/ɾibido̞/
리비아	/ɾibia̠/
리뻬쯔크	/ɾip͈e̞t͡ɕ͈ɯkxɯ/
리사국	/ɾisʰa̠ɡuk̚/
리사이틀	/ɾisʰa̠itʰɯɭ/
리산가족	/ɾisʰa̠nɡa̠d͡ʑo̞k̚/
리상	/ɾisʰa̠ŋ/
리상기체	/ɾisʰa̠ŋɡit͡ɕʰe̞/
리성계	/ɾisʰʌ̹ŋɡje̞/, /ɾisʰʌ̹ŋɡe̞/
리스	/ɾisʰɯ/
리스본	/ɾisʰɯbo̞n/
리스트	/ɾisʰɯtʰɯ/
리시버	/ɾiɕʰibʌ̹/
리시브	/ɾiɕʰibɯ/
리아까	/ɾia̠k͈a̠/
리아스식해안	/ɾia̠sʰɯɕʰikʰɛ̝a̠n/
리야카	/ɾija̠kʰa̠/
리에주	/ɾie̞d͡ʑu/
리용	/ɾijoŋ/
리을	/ɾiɯɭ/
리을 불규칙 활용	/ɾiɯɭ puɭɡjut͡ɕʰik̚ ɸwa̠ɾjoŋ/
리을기역	/ɾiɯɭɡijʌ̹k̚/
리을미음	/ɾiɯɭmiɯm/
리을비읍	/ɾiɯɭbiɯp̚/
리을시옷	/ɾiɯɭɕʰio̞t̚/
리을티읕	/ɾiɯɭtʰiɯt̚/
리을피읖	/ɾiɯɭpʰiɯp̚/
리을히읗	/ɾiɯɾʝiɯt̚/
리익	/ɾiik̚/
리자	/ɾid͡ʑa̠/
리재	/ɾid͡ʑɛ̝/
리점	/ɾid͡ʑʌ̹m/
리정표	/ɾid͡ʑʌ̹ŋpʰjo/
리치	/ɾit͡ɕʰi/
리쿠	/ɾikʰu/
리탈	/ɾitʰa̠ɭ/
리터	/ɾitʰʌ̹/
리투아니아	/ɾitʰua̠nia̠/
리투아니아인	/ɾitʰua̠nia̠in/
리튬	/ɾitʰjum/
리트머스	/ɾitʰɯmʌ̹sʰɯ/
리트머스시험지	/ɾitʰɯmʌ̹sʰɯɕʰiɦʌ̹md͡ʑi/
리페츠크	/ɾipʰe̞t͡ɕʰɯkxɯ/
리포트	/ɾipʰo̞tʰɯ/
리프트	/ɾipʰɯtʰɯ/
리플	/ɾipʰɯɭ/
리해	/ɾiɦɛ̝/
리행	/ɾiɦɛ̝ŋ/
리허설	/ɾiɦʌ̹sʰʌ̹ɭ/
리혼	/ɾiβo̞n/
리히텐슈타인	/ɾiʝitʰe̞nɕʰjutʰa̠in/
린근	/ɾinɡɯn/
린네	/ɾinne̞/
린색	/ɾinsʰɛ̝k̚/
린포르찬도	/ɾinpʰo̞ɾɯt͡ɕʰa̠ndo̞/
릴레이	/ɾiɭɭe̞i/
릴레이경주	/ɾiɭɭe̞iɡjʌ̹ŋd͡ʑu/
림	/ɾim/
림상	/ɾimsʰa̠ŋ/
림시	/ɾimɕʰi/
림진강	/ɾimd͡ʑinɡa̠ŋ/
림프	/ɾimpʰɯ/
림프관	/ɾimpʰɯɡwa̠n/
림프샘	/ɾimpʰɯsʰɛ̝m/
림프액	/ɾimpʰɯɛ̝k̚/
립법	/ɾip̚p͈ʌ̹p̚/
립스틱	/ɾips͈ɯtʰik̚/
립싱크	/ɾipɕ͈iŋkxɯ/
립장	/ɾip̚t͡ɕ͈a̠ŋ/
립증	/ɾip̚t͡ɕ͈ɯŋ/
립체	/ɾip̚t͡ɕʰe̞/
링	/ɾiŋ/
링거	/ɾiŋɡʌ̹/
링거액	/ɾiŋɡʌ̹ɛ̝k̚/
링게르	/ɾiŋɡe̞ɾɯ/
링북	/ɾiŋbuk̚/
링크	/ɾiŋkxɯ/
마	/ma̠/
마가리	/ma̠ɡa̠ɾi/
마가린	/ma̠ɡa̠ɾin/
마가을	/ma̠ɡa̠ɯɭ/
마감	/ma̠ɡa̠m/
마감되다	/ma̠ɡa̠mdø̞da̠/, /ma̠ɡa̠mdwe̞da̠/
마감일	/ma̠ɡa̠miɭ/
마감하다	/ma̠ɡa̠mɦa̠da̠/
마개	/ma̠ɡɛ̝/
마고자	/ma̠ɡo̞d͡ʑa̠/
마구	/ma̠ɡu/
마구간	/ma̠ɡuɡa̠n/
마구간지신풀이	/ma̠ɡuɡa̠nd͡ʑiɕʰinpʰuɾi/
마구다지	/ma̠ɡuda̠d͡ʑi/
마구로	/ma̠ɡuɾo̞/
마구리	/ma̠ɡuɾi/
마구마구	/ma̠ɡuma̠ɡu/
마구잡이	/ma̠ɡud͡ʑa̠bi/
마구잡이식	/ma̠ɡud͡ʑa̠biɕʰik̚/
마귀	/ma̠ɡɥi/, /ma̠ɡy/
마그네사이트	/ma̠ɡɯne̞sʰa̠itʰɯ/
마그네슘	/ma̠ɡɯne̞ɕʰjum/
마그네틱	/ma̠ɡɯne̞tʰik̚/
마그네틱테이프	/ma̠ɡɯne̞tʰik̚tʰe̞ipʰɯ/
마그니또고르스크	/ma̠ɡɯnit͈o̞ɡo̞ɾɯsʰɯkxɯ/
마그마	/ma̠ɡɯma̠/
마깝잖다	/ma̠k͈a̠p̚t͡ɕ͈a̠ntʰa̠/
마께도니아	/ma̠k͈e̞do̞nia̠/
마나과 호	/ma̠na̠ɡwa̠ ɸʷo̞/
마나과 호	/ma̠na̠ɡwa̠ ɸʷo̞/
마나님	/ma̠na̠nim/
마나사로와르 호	/ma̠na̠sʰa̠ɾo̞wa̠ɾɯ ɸʷo̞/
마나사로와르 호	/ma̠na̠sʰa̠ɾo̞wa̠ɾɯ ɸʷo̞/
마냥	/ma̠ɲja̠ŋ/
마네킹	/ma̠ne̞kçiŋ/
마녀	/ma̠ɲjʌ̹/
마노	/ma̠no̞/
마농	/ma̠no̞ŋ/
마누라	/ma̠nuɾa̠/
마누라쟁이	/ma̠nuɾa̠d͡ʑɛ̝ŋi/
마늘	/ma̠nɯɭ/
마늘쪽	/ma̠nɯɭt͡ɕ͈o̞k̚/
마니	/ma̠ni/
마니아	/ma̠nia̠/
마닐라	/ma̠niɭɭa̠/
마님	/ma̠nim/
마다	/ma̠da̠/
마다가스까르	/ma̠da̠ɡa̠sʰɯk͈a̠ɾɯ/
마다가스카르	/ma̠da̠ɡa̠sʰɯkʰa̠ɾɯ/
마다하다	/ˈma̠ːda̠ɦa̠da̠/
마담	/ma̠da̠m/
마담뚜	/ma̠da̠mt͈u/
마당	/ma̠da̠ŋ/
마당가	/ma̠da̠ŋɡa̠/
마당굿	/ma̠da̠ŋɡut̚/
마당극	/ma̠da̠ŋɡɯk̚/
마당놀이	/ma̠da̠ŋno̞ɾi/
마당발	/ma̠da̠ŋba̠ɭ/
마대	/ma̠dɛ̝/
마돈나	/ma̠do̞nna̠/
마드리드	/ma̠dɯɾidɯ/
마디	/ma̠di/
마디마디	/ma̠dima̠di/
마디풀	/ma̠dipʰuɭ/
마땅	/ma̠t͈a̠ŋ/
마땅찮다	/ma̠t͈a̠ŋt͡ɕʰa̠ntʰa̠/
마땅하다	/ma̠t͈a̠ŋɦa̠da̠/
마땅히	/ma̠t͈a̠ŋʝi/
마뜩	/ma̠t͈ɯk̚/
마뜩찮다	/ma̠t͈ɯk̚t͡ɕʰa̠ntʰa̠/
마뜩하다	/ma̠t͈ɯkʰa̠da̠/
마라손	/ma̠ɾa̠sʰo̞n/
마라손경기	/ma̠ɾa̠sʰo̞nɡjʌ̹ŋɡi/
마라초	/ma̠ɾa̠t͡ɕʰo̞/
마라톤	/ma̠ɾa̠tʰo̞n/
마라티어	/ma̠ɾa̠tʰiʌ̹/
마려워지다	/ma̠ɾjʌ̹wʌ̹d͡ʑida̠/
마력	/ma̠ɾjʌ̹k̚/
마련	/ma̠ɾjʌ̹n/
마련되다	/ma̠ɾjʌ̹ndø̞da̠/, /ma̠ɾjʌ̹ndwe̞da̠/
마련하다	/ma̠ɾjʌ̹nɦa̠da̠/
마렵다	/ma̠ɾjʌ̹p̚t͈a̠/
마로끄	/ma̠ɾo̞k͈ɯ/
마록마록	/ma̠ɾo̞ŋma̠ɾo̞k̚/
마록마록하다	/ma̠ɾo̞ŋma̠ɾo̞kʰa̠da̠/
마롱마롱	/ma̠ɾo̞ŋma̠ɾo̞ŋ/
마롱마롱하다	/ma̠ɾo̞ŋma̠ɾo̞ŋɦa̠da̠/
마루	/ma̠ɾu/
마루문	/ma̠ɾumun/
마루뼈	/ma̠ɾup͈jʌ̹/
마루턱	/ma̠ɾutʰʌ̹k̚/
마루폭	/ma̠ɾupʰo̞k̚/
마룩	/ma̠ɾuk̚/
마룻바닥	/ma̠ɾut̚p͈a̠da̠k̚/
마르다	/ma̠ɾɯda̠/
마르띠니끄	/ma̠ɾɯt͈inik͈ɯ/
마르모트	/ma̠ɾɯmo̞tʰɯ/
마르스	/ma̠ɾɯsʰɯ/
마르크	/ma̠ɾɯkxɯ/
마르크스주의	/ma̠ɾɯkxɯsʰɯd͡ʑuɰi/
마르크스주의자	/ma̠ɾɯkxɯsʰɯd͡ʑuɰid͡ʑa̠/
마르크시즘	/ma̠ɾɯkxɯɕʰid͡ʑɯm/
마르크화	/ma̠ɾɯkxɯβwa̠/
마르탱뒤가르	/ma̠ɾɯtʰɛ̝ŋdɥiɡa̠ɾɯ/, /ma̠ɾɯtʰɛ̝ŋdyɡa̠ɾɯ/
마른반찬	/ma̠ɾɯnba̠nt͡ɕʰa̠n/
마른번개	/ma̠ɾɯnbʌ̹nɡɛ̝/
마른오징어	/ma̠ɾɯno̞d͡ʑiŋʌ̹/
마른입	/ma̠ɾɯnip̚/
마른장마	/ma̠ɾɯnd͡ʑa̠ŋma̠/
마른침	/ma̠ɾɯnt͡ɕʰim/
마른풀	/ma̠ɾɯnpʰuɭ/
마른행주	/ma̠ɾɯnɦɛ̝ŋd͡ʑu/
마름	/ma̠ɾɯm/
마름모	/ma̠ɾɯmmo̞/
마름질	/ma̠ɾɯmd͡ʑiɭ/
마름질하다	/ma̠ɾɯmd͡ʑiɾɦa̠da̠/
마리	/ma̠ɾi/
마리전	/ma̠ɾid͡ʑʌ̹n/
마리화나	/ma̠ɾiβwa̠na̠/
마립간	/ma̠ɾip̚k͈a̠n/
마릿수	/ma̠ɾit̚s͈u/
마마	/ma̠ma̠/
마맛자국	/ma̠ma̠t̚t͡ɕ͈a̠ɡuk̚/
마멀레이드	/ma̠mʌ̹ɭɭe̞idɯ/
마모	/ma̠mo̞/
마모되다	/ma̠mo̞dø̞da̠/, /ma̠mo̞dwe̞da̠/
마무르다	/ma̠muɾɯda̠/
마무리	/ma̠muɾi/
마무리되다	/ma̠muɾidø̞da̠/, /ma̠muɾidwe̞da̠/
마무리하다	/ma̠muɾiɦa̠da̠/
마바리	/ma̠ba̠ɾi/
마법	/ma̠bʌ̹p̚/
마법사	/ma̠bʌ̹ps͈a̠/
마부	/ma̠bu/
마분지	/ma̠bund͡ʑi/
마비	/ma̠bi/
마비되다	/ma̠bidø̞da̠/, /ma̠bidwe̞da̠/
마비성	/ma̠bisʰʌ̹ŋ/
마비시키다	/ma̠biɕʰikçida̠/
마빡	/ma̠p͈a̠k̚/
마뿌또	/ma̠p͈ut͈o̞/
마사지	/ma̠sʰa̠d͡ʑi/
마사지하다	/ma̠sʰa̠d͡ʑiɦa̠da̠/
마사크	/ma̠sʰa̠kxɯ/
마상의	/ma̠sʰa̠ŋɰi/
마상이	/ma̠sʰa̠ŋi/
마상재	/ma̠sʰa̠ŋd͡ʑɛ̝/
마샬군도	/ma̠ɕʰja̠ɭɡundo̞/
마섬유	/ma̠sʰʌ̹mju/
마성적	/ma̠sʰʌ̹ŋd͡ʑʌ̹k̚/
마세	/ma̠sʰe̞/
마셜 제도	/ma̠ɕʰjʌ̹ɭ t͡ɕe̞do̞/
마소	/ma̠sʰo̞/
마소렛	/ma̠sʰo̞ɾe̞t̚/
마수	/ma̠sʰu/
마수걸이하다	/ma̠sʰuɡʌ̹ɾiɦa̠da̠/
마술	/ma̠sʰuɭ/
마술사	/ma̠sʰuɭsʰa̠/
마스까트	/ma̠sʰɯk͈a̠tʰɯ/
마스다	/ma̠sʰɯda̠/
마스카라	/ma̠sʰɯkʰa̠ɾa̠/
마스카트	/ma̠sʰɯkʰa̠tʰɯ/
마스코트	/ma̠sʰɯkʰo̞tʰɯ/
마스크	/ma̠sʰɯkxɯ/
마스터	/ma̠sʰɯtʰʌ̹/
마스터베이션	/ma̠sʰɯtʰʌ̹be̞iɕʰjʌ̹n/
마스터스	/ma̠sʰɯtʰʌ̹sʰɯ/
마스터플랜	/ma̠sʰɯtʰʌ̹pʰɯɭɭɛ̝n/
마스트	/ma̠sʰɯtʰɯ/
마슬	/ma̠sʰɯɭ/
마시	/ma̠ɕʰi/
마시다	/ma̠ɕʰida̠/
마실	/ma̠ɕʰiɭ/
마애불	/ma̠ɛ̝buɭ/
마애조각	/ma̠ɛ̝d͡ʑo̞ɡa̠k̚/
마약	/ma̠ja̠k̚/
마약상	/ma̠ja̠ks͈a̠ŋ/
마에가리	/ma̠e̞ɡa̠ɾi/
마여름	/ma̠jʌ̹ɾɯm/
마오이즘	/ma̠o̞id͡ʑɯm/
마와시	/ma̠wa̠ɕʰi/
마왕	/ma̠wa̠ŋ/
마요네즈	/ma̠jone̞d͡ʑɯ/
마우나케아 천문대	/ma̠una̠kʰe̞a̠ t͡ɕʰʌ̹nmundɛ̝/
마우나케아 천문대	/ma̠una̠kʰe̞a̠ t͡ɕʰʌ̹nmundɛ̝/
마우스	/ma̠usʰɯ/
마우재	/ma̠ud͡ʑɛ̝/
마운드	/ma̠undɯ/
마을	/ma̠ɯɭ/
마을굿	/ma̠ɯɭɡut̚/
마을버스	/ma̠ɯɭbʌ̹sʰɯ/
마음	/ma̠ɯm/
마음가짐	/ma̠ɯmɡa̠d͡ʑim/
마음고생	/ma̠ɯmɡo̞sʰɛ̝ŋ/
마음껏	/ma̠ɯmk͈ʌ̹t̚/
마음대로	/ma̠ɯmdɛ̝ɾo̞/
마음먹다	/ma̠ɯmmʌ̹k̚t͈a̠/
마음속	/ma̠ɯmsʰo̞k̚/
마음씨	/ma̠ɯmɕ͈i/
마음잡다	/ma̠ɯmd͡ʑa̠p̚t͈a̠/
마이	/ma̠i/
마에가리	/ma̠e̞ɡa̠ɾi/
마이너스	/ma̠inʌ̹sʰɯ/
마이너스극	/ma̠inʌ̹sʰɯɡɯk̚/
마이동풍	/ma̠ido̞ŋpʰuŋ/
마이컴	/ma̠ikʰʌ̹m/
마이크	/ma̠ikxɯ/
마이크로	/ma̠ikxɯɾo̞/
마이크로그램	/ma̠ikxɯɾo̞ɡɯɾɛ̝m/
마이크로네시아	/ma̠ikxɯɾo̞ne̞ɕʰia̠/
마이크로칩	/ma̠ikxɯɾo̞t͡ɕʰip̚/
마이크로컴퓨터	/ma̠ikxɯɾo̞kʰʌ̹mpʰjutʰʌ̹/
마이크로코드	/ma̠ikxɯɾo̞kʰo̞dɯ/
마이크로프로그래밍	/ma̠ikxɯɾo̞pʰɯɾo̞ɡɯɾɛ̝miŋ/
마이크로프로세서	/ma̠ikxɯɾo̞pʰɯɾo̞sʰe̞sʰʌ̹/
마이트너륨	/ma̠itʰɯnʌ̹ɾjum/
마이트너륨	/ma̠itʰɯnʌ̹ɾjum/
마인드	/ma̠indɯ/
마일	/ma̠iɭ/
마장	/ma̠d͡ʑa̠ŋ/
마쟈르	/ma̠d͡ʑja̠ɾɯ/
마저	/ma̠d͡ʑʌ̹/
마적단	/ma̠d͡ʑʌ̹k̚t͈a̠n/
마전	/ma̠d͡ʑʌ̹n/
마제석기	/ma̠d͡ʑe̞sʰʌ̹k̚k͈i/
마젠타	/ma̠d͡ʑe̞ntʰa̠/
마주	/ma̠d͡ʑu/
마주잡기	/ma̠d͡ʑud͡ʑa̠p̚k͈i/
마주치다	/ma̠d͡ʑut͡ɕʰida̠/
마주하다	/ma̠d͡ʑuɦa̠da̠/
마중	/ma̠d͡ʑuŋ/
마중객	/ma̠d͡ʑuŋɡɛ̝k̚/
마중하다	/ma̠d͡ʑuŋɦa̠da̠/
마쥬로	/ma̠d͡ʑjuɾo̞/
마지기	/ma̠d͡ʑiɡi/
마지막	/ma̠d͡ʑima̠k̚/
마지못하다	/ma̠d͡ʑimo̞tʰa̠da̠/
마지않다	/ma̠d͡ʑia̠ntʰa̠/
마직물	/ma̠d͡ʑiŋmuɭ/
마진	/ma̠d͡ʑin/
마진율	/ma̠d͡ʑiɲjuɭ/
마쯔야마 시	/ma̠t͡ɕ͈ɯja̠ma̠ ɕʰi/
마쯔에 시	/ma̠t͡ɕ͈ɯe̞ ɕʰi/
마차	/ma̠t͡ɕʰa̠/
마찬가지	/ma̠t͡ɕʰa̠nɡa̠d͡ʑi/
마찰	/ma̠t͡ɕʰa̠ɭ/
마찰고도	/ma̠t͡ɕʰa̠ɭɡo̞do̞/
마찰력	/ma̠t͡ɕʰa̠ɭʎjʌ̹k̚/
마찰음	/ma̠t͡ɕʰa̠ɾɯm/
마찰적	/ma̠t͡ɕʰa̠ɭd͡ʑʌ̹k̚/
마찰층	/ma̠t͡ɕʰa̠ɭt͡ɕʰɯŋ/
마찰풍	/ma̠t͡ɕʰa̠ɭpʰuŋ/
마천루	/ma̠t͡ɕʰʌ̹ɭɭu/
마취	/ma̠t͡ɕʰɥi/, /ma̠t͡ɕʰy/
마취과	/ma̠t͡ɕʰɥiɡwa̠/, /ma̠t͡ɕʰyɡwa̠/
마취제	/ma̠t͡ɕʰɥid͡ʑe̞/, /ma̠t͡ɕʰyd͡ʑe̞/
마치	/ma̠t͡ɕʰi/
마치다	/ma̠t͡ɕʰida̠/
마침	/ma̠t͡ɕʰim/
마침내	/ma̠t͡ɕʰimnɛ̝/
마침표	/ma̠t͡ɕʰimpʰjo/
마카로니	/ma̠kʰa̠ɾo̞ni/
마카로니웨스턴	/ma̠kʰa̠ɾo̞niwe̞sʰɯtʰʌ̹n/
마카리오스	/ma̠kʰa̠ɾio̞sʰɯ/
마커	/ma̠kʰʌ̹/
마케도니아	/ma̠kʰe̞do̞nia̠/
마케도니아	/ma̠kʰe̞do̞nia̠/
마케도니아어	/ma̠kʰe̞do̞nia̠ʌ̹/
마케터	/ma̠kʰe̞tʰʌ̹/
마켓	/ma̠kʰe̞t̚/
마크	/ma̠kxɯ/
마크제	/ma̠kxɯd͡ʑe̞/
마크하다	/ma̠kxɯɦa̠da̠/
마키	/ma̠kçi/
마타리	/ma̠tʰa̠ɾi/
마타리꽃	/ma̠tʰa̠ɾik͈o̞t̚/
마트	/ma̠tʰɯ/
마트료시카	/ma̠tʰɯɾjoɕʰikʰa̠/
마파두부	/ma̠pʰa̠dubu/
마파람	/ma̠pʰa̠ɾa̠m/
마포	/ma̠pʰo̞/
마피아	/ma̠pʰia̠/
마하라슈트라 주	/ma̠ɦa̠ɾa̠ɕʰjutʰɯɾa̠ t͡ɕu/
마하츠깔라	/ma̠ɦa̠t͡ɕʰɯk͈a̠ɭɭa̠/
마호병	/ma̠βo̞bjʌ̹ŋ/
마후라	/ma̠βuɾa̠/
마흔	/ma̠ɣɯn/
마흔째	/ma̠ɣɯnt͡ɕ͈ɛ̝/
막	/ma̠k̚/
막감개구	/ma̠k̚k͈a̠mɡɛ̝ɡu/
막감개구하다	/ma̠k̚k͈a̠mɡɛ̝ɡuɦa̠da̠/
막걸리	/ma̠k̚k͈ʌ̹ɭʎi/
막고무신	/ma̠k̚k͈o̞muɕʰin/
막난눈	/ma̠ŋna̠nnun/
막내	/ma̠ŋnɛ̝/
막내둥이	/ma̠ŋnɛ̝duŋi/
막내딸	/ma̠ŋnɛ̝t͈a̠ɭ/
막내아들	/ma̠ŋnɛ̝a̠dɯɭ/
막다	/ma̠k̚t͈a̠/
막다른	/ma̠k̚t͈a̠ɾɯn/
막대	/ma̠k̚t͈ɛ̝/
막대기	/ma̠k̚t͈ɛ̝ɡi/
막대사탕	/ma̠k̚t͈ɛ̝sʰa̠tʰa̠ŋ/
막론	/ma̠ŋno̞n/
막막	/ma̠ŋma̠k̚/
막머리	/ma̠ŋmʌ̹ɾi/
막무가내	/ma̠ŋmuɡa̠nɛ̝/
막상	/ma̠ks͈a̠ŋ/
막상막하	/ma̠ks͈a̠ŋma̠kʰa̠/
막연	/ma̠ɡjʌ̹n/
막창자	/ma̠k̚t͡ɕʰa̠ŋd͡ʑa̠/
막창자꼬리	/ma̠k̚t͡ɕʰa̠ŋd͡ʑa̠k͈o̞ɾi/
막히다	/ma̠kçida̠/
만	/ma̠n/
만가	/ma̠nɡa̠/
만감	/ma̠nɡa̠m/
만강	/ma̠nɡa̠ŋ/
만개	/ma̠nɡɛ̝/
만개하다	/ma̠nɡɛ̝ɦa̠da̠/
만경창파	/ma̠nɡjʌ̹ŋt͡ɕʰa̠ŋpʰa̠/
만고	/ma̠nɡo̞/
만고불멸	/ma̠nɡo̞buɭmjʌ̹ɭ/
만고불변	/ma̠nɡo̞buɭbjʌ̹n/
만고역적	/ma̠nɡo̞jʌ̹k̚t͡ɕ͈ʌ̹k̚/
만고절색	/ma̠nɡo̞d͡ʑʌ̹ɭsʰɛ̝k̚/
만고풍상	/ma̠nɡo̞pʰuŋsʰa̠ŋ/
만곡	/ma̠nɡo̞k̚/
만공산	/ma̠nɡo̞ŋsʰa̠n/
만국	/ma̠nɡuk̚/
만국기	/ma̠nɡuk̚k͈i/
만군	/ma̠nɡun/
만근	/ma̠nɡɯn/
만근이래	/ma̠nɡɯniɾɛ̝/
만근지래	/ma̠nɡɯnd͡ʑiɾɛ̝/
만금	/ma̠nɡɯm/
만기	/ma̠nɡi/
만기일	/ma̠nɡiiɭ/
만기제대	/ma̠nɡid͡ʑe̞dɛ̝/
만끽	/ma̠nk͈ik̚/
만끽하다	/ma̠nk͈ikʰa̠da̠/
만나다	/ma̠nna̠da̠/
만날	/ma̠nna̠ɭ/
만남	/ma̠nna̠m/
만년	/ma̠nɲjʌ̹n/
만년설	/ma̠nɲjʌ̹nsʰʌ̹ɭ/
만년필	/ma̠nɲjʌ̹npʰiɭ/
만능	/ma̠nnɯŋ/
만능선수	/ma̠nnɯŋsʰʌ̹nsʰu/
만다라	/ma̠nda̠ɾa̠/
만다린	/ma̠nda̠ɾin/
만담	/ma̠nda̠m/
만담가	/ma̠nda̠mɡa̠/
만대	/ma̠ndɛ̝/
만돌린	/ma̠ndo̞ɭʎin/
만두	/ma̠ndu/
만두국	/ma̠nduɡuk̚/
만두기	/ma̠nduɡi/
만두피	/ma̠ndupʰi/
만득	/ma̠ndɯk̚/
만들다	/ma̠ndɯɭda̠/
만들어지다	/ma̠ndɯɾʌ̹d͡ʑida̠/
만듦새	/ma̠ndɯmsʰɛ̝/
만등회	/ma̠ndɯŋɦø̞/, /ma̠ndɯŋβwe̞/
만땅	/ma̠nt͈a̠ŋ/
만력	/ma̠ɭʎjʌ̹k̚/
만료	/ma̠ɭʎjo/
만료되다	/ma̠ɭʎjodø̞da̠/, /ma̠ɭʎjodwe̞da̠/
만료일	/ma̠ɭʎjoiɭ/
만료점	/ma̠ɭʎjod͡ʑʌ̹m/
만루	/ma̠ɭɭu/
만류	/ma̠ɭʎju/
만류하다	/ma̠ɭʎjuɦa̠da̠/
만리	/ma̠ɭʎi/
만리경	/ma̠ɭʎiɡjʌ̹ŋ/
만리장성	/ma̠ɭʎid͡ʑa̠ŋsʰʌ̹ŋ/
만리타국	/ma̠ɭʎitʰa̠ɡuk̚/
만만	/ma̠nma̠n/
만만세	/ma̠nma̠nsʰe̞/
만만찮다	/ma̠nma̠nt͡ɕʰa̠ntʰa̠/
만만하다	/ma̠nma̠nɦa̠da̠/
만만히	/ma̠nma̠nʝi/
만면	/ma̠nmjʌ̹n/
만면희색	/ma̠nmjʌ̹nʝisʰɛ̝k̚/
만무	/ma̠nmu/
만무방	/ma̠nmuba̠ŋ/
만무하다	/ma̠nmuɦa̠da̠/
만문하다	/ma̠nmunɦa̠da̠/
만물	/ma̠nmuɭ/
만물박사	/ma̠nmuɭba̠ks͈a̠/
