aah	/ˈɑː/
covenanting	/kˈʌvənəntɪŋ/
covenant	/kˈʌvənənt/
covenants	/kˈʌvənənts/
coven	/kˈʌvən/
covens	/kˈʌvənz/
coverage	/kˈʌvəɹɪd‍ʒ/
coverages	/kˈʌvəɹɪd‍ʒɪz/
coverall	/kˈʌvəɹˌɔːl/
coveralls	/kˈʌvəɹˌɔːlz/
covered	/kˈʌvəd/
covering	/kˈʌvəɹɪŋ/
coverings	/kˈʌvəɹɪŋz/
cover	/kˈʌvɐ/
coverlet	/kˈʌvələt/
coverlets	/kˈʌvələts/
covers	/kˈʌvəz/
covert	/kə‍ʊvˈɜːt/
covertly	/kə‍ʊvˈɜːtli/
coverts	/kə‍ʊvˈɜːts/
coverup	/kˈʌvəɹˌʌp/
coves	/kˈə‍ʊvz/
coveted	/kˈʌvɪtɪd/
coveting	/kˈʌvɪtɪŋ/
covet	/kˈʌvɪt/
covetous	/kˈʌvətəs/
covetously	/kˈʌvətəsli/
covetousness	/kˈʌvətəsnəs/
covets	/kˈʌvɪts/
cowardice	/kˈa‍ʊədɪs/
coward	/kˈa‍ʊəd/
cowardly	/kˈa‍ʊədli/
cowards	/kˈa‍ʊədz/
cowbell	/kˈa‍ʊbɛl/
cowbells	/kˈa‍ʊbɛlz/
cowberry	/kˈa‍ʊbəɹi/
cowbirds	/kˈa‍ʊbɜːdz/
cowboy	/kˈa‍ʊbɔ‍ɪ/
cowboys	/kˈa‍ʊbɔ‍ɪz/
cowcatcher	/kˈa‍ʊkæt‍ʃɐ/
cowed	/kˈa‍ʊd/
cowered	/kˈa‍ʊəd/
cowering	/kˈa‍ʊəɹɪŋ/
cower	/kˈa‍ʊɐ/
cowers	/kˈa‍ʊəz/
cowgirl	/kˈa‍ʊɡɜːl/
cowgirls	/kˈa‍ʊɡɜːlz/
cowhand	/kˈa‍ʊhænd/
cowhands	/kˈa‍ʊhændz/
cowherd	/kˈa‍ʊhɜːd/
cowhide	/kˈa‍ʊha‍ɪd/
cow	/kˈa‍ʊ/
cowled	/kˈa‍ʊld/
cowlick	/kˈa‍ʊlɪk/
cowling	/kˈa‍ʊlɪŋ/
cowl	/kˈa‍ʊl/
cowls	/kˈa‍ʊlz/
cowman	/kˈa‍ʊmən/
cowpat	/kˈa‍ʊpæt/
cowpats	/kˈa‍ʊpæts/
cowpoke	/kˈa‍ʊpə‍ʊk/
cowpokes	/kˈa‍ʊpə‍ʊks/
cowpox	/kˈa‍ʊpɒks/
cowrie	/kˈa‍ʊɹi/
cowries	/kˈa‍ʊɹɪz/
cowry	/kˈa‍ʊɹi/
cowshed	/kˈa‍ʊʃɛd/
cowsheds	/kˈa‍ʊʃɛdz/
cows	/kˈa‍ʊz/
cowslip	/kˈa‍ʊslɪp/
cowslips	/kˈa‍ʊslɪps/
coxcomb	/kˈɒkskə‍ʊm/
coxed	/kˈɒkst/
coxes	/kˈɒksɪz/
coxing	/kˈɒksɪŋ/
cox	/kˈɒks/
coxswain	/kˈɒksswe‍ɪn/
coy	/kˈɔ‍ɪ/
coyly	/kˈɔ‍ɪli/
coyness	/kˈɔ‍ɪnəs/
coyote	/ka‍ɪˈə‍ʊti/
coyotes	/ka‍ɪˈə‍ʊtiz/
coypu	/kˈɔ‍ɪpuː/
cozenage	/kˈə‍ʊznɪd‍ʒ/
cozen	/kˈə‍ʊzən/
cozens	/kˈə‍ʊzənz/
coz	/kˈɒz/
crabber	/kɹˈæbɐ/
crabbers	/kɹˈæbəz/
crabbiness	/kɹˈæbɪnəs/
crabbing	/kɹˈæbɪŋ/
crabby	/kɹˈæbi/
crab	/kɹˈæb/
crabs	/kɹˈæbz/
crackdown	/kɹˈækda‍ʊn/
crackdowns	/kɹˈækda‍ʊnz/
cracked	/kɹˈækt/
crackerjack	/kɹˈækəd‍ʒˌæk/
cracker	/kɹˈækɐ/
crackers	/kɹˈækəz/
crackhead	/kɹˈækhɛd/
crackheads	/kɹˈækhɛdz/
cracking	/kɹˈækɪŋ/
crack	/kɹˈæk/
crackled	/kɹˈækə‍ld/
crackle	/kɹˈækə‍l/
crackles	/kɹˈækə‍lz/
crackleware	/kɹˈækluːˌe‍ə/
crackling	/kɹˈæklɪŋ/
crackly	/kɹˈækli/
cracknel	/kɹˈæknə‍l/
crackpot	/kɹˈækpɒt/
crackpots	/kɹˈækpɒts/
cracks	/kɹˈæks/
cradled	/kɹˈe‍ɪdə‍ld/
cradle	/kɹˈe‍ɪdə‍l/
cradles	/kɹˈe‍ɪdə‍lz/
cradling	/kɹˈe‍ɪdlɪŋ/
crafted	/kɹˈɑːftɪd/
craftier	/kɹˈɑːftɪɐ/
craftiest	/kɹˈɑːftɪəst/
craftily	/kɹˈɑːftɪli/
craftiness	/kɹˈɑːftɪnəs/
crafting	/kɹˈɑːftɪŋ/
craft	/kɹˈɑːft/
crafts	/kɹˈɑːfts/
craftsman	/kɹˈɑːftsmən/
craftsmanship	/kɹˈɑːftsmənʃˌɪp/
craftsmen	/kɹˈɑːftsmɛn/
craftspeople	/kɹˈɑːftspiːpə‍l/
craftsperson	/kɹˈɑːftspəsən/
craftswomen	/kɹˈɑːftswɪmˌɪn/
craftwork	/kɹˈɑːftwɜːk/
crafty	/kɹˈɑːfti/
craggy	/kɹˈæɡi/
crag	/kɹˈæɡ/
crags	/kɹˈæɡz/
crake	/kɹˈe‍ɪk/
cram	/kɹˈæm/
crammed	/kɹˈæmd/
crammer	/kɹˈæmɐ/
crammers	/kɹˈæməz/
cramming	/kɹˈæmɪŋ/
cramped	/kɹˈæmpt/
cramping	/kɹˈæmpɪŋ/
cramp	/kɹˈæmp/
crampon	/kɹˈæmpɒn/
crampons	/kɹˈæmpɒnz/
cramps	/kɹˈæmps/
crams	/kɹˈæmz/
cranage	/kɹˈænɪd‍ʒ/
cranberries	/kɹˈænbəɹɪz/
cranberry	/kɹˈænbəɹi/
craned	/kɹˈe‍ɪnd/
crane	/kɹˈe‍ɪn/
cranes	/kɹˈe‍ɪnz/
crania	/kɹˈe‍ɪniɐ/
cranial	/kɹˈe‍ɪnɪəl/
craning	/kɹˈe‍ɪnɪŋ/
craniotomy	/kɹˌænɪˈɒtəmi/
cranium	/kɹˈæni‍əm/
craniums	/kɹˈæni‍əmz/
crankcase	/kɹˈæŋkke‍ɪs/
cranked	/kɹˈæŋkt/
cranking	/kɹˈæŋkɪŋ/
crank	/kɹˈæŋk/
crankshaft	/kɹˈæŋkʃɑːft/
cranks	/kɹˈæŋks/
cranky	/kɹˈæŋki/
crannies	/kɹˈænɪz/
crannog	/kɹˈænɒɡ/
cranny	/kɹˈæni/
crap	/kɹˈæp/
crapped	/kɹˈæpt/
crapper	/kɹˈæpɐ/
crappers	/kɹˈæpəz/
crappiest	/kɹˈæpɪəst/
crapping	/kɹˈæpɪŋ/
crappy	/kɹˈæpi/
craps	/kɹˈæps/
crapy	/kɹˈe‍ɪpi/
craquelure	/kɹˈækwɪlˌɔː/
crashed	/kɹˈæʃt/
crasher	/kɹˈæʃɐ/
crashers	/kɹˈæʃəz/
crashes	/kɹˈæʃɪz/
crashing	/kɹˈæʃɪŋ/
crash	/kɹˈæʃ/
crass	/kɹˈɑːs/
crassly	/kɹˈɑːsli/
crassness	/kɹˈɑːsnəs/
crated	/kɹˈe‍ɪtɪd/
crate	/kɹˈe‍ɪt/
cratered	/kɹˈe‍ɪtəd/
cratering	/kɹˈe‍ɪtəɹɪŋ/
crater	/kɹˈe‍ɪtɐ/
craters	/kɹˈe‍ɪtəz/
crates	/kɹˈe‍ɪts/
crating	/kɹˈe‍ɪtɪŋ/
cravat	/kɹˈævæt/
cravats	/kɹˈævæts/
craved	/kɹˈe‍ɪvd/
crave	/kɹˈe‍ɪv/
craven	/kɹˈe‍ɪvən/
cravens	/kɹˈe‍ɪvənz/
craves	/kɹˈe‍ɪvz/
craving	/kɹˈe‍ɪvɪŋ/
cravings	/kɹˈe‍ɪvɪŋz/
crawfish	/kɹˈɔːfɪʃ/
craw	/kɹˈɔː/
crawled	/kɹˈɔːld/
crawler	/kɹˈɔːlɐ/
crawlers	/kɹˈɔːləz/
crawlies	/kɹˈɔːliz/
crawling	/kɹˈɔːlɪŋ/
crawl	/kɹˈɔːl/
crawls	/kɹˈɔːlz/
crawly	/kɹˈɔːli/
crayfish	/kɹˈe‍ɪfɪʃ/
crayon	/kɹˈe‍ɪɒn/
crayons	/kɹˈe‍ɪɒnz/
crazed	/kɹˈe‍ɪzd/
craze	/kɹˈe‍ɪz/
crazes	/kɹˈe‍ɪzɪz/
crazier	/kɹˈe‍ɪzɪɐ/
crazies	/kɹˈe‍ɪzɪz/
craziest	/kɹˈe‍ɪzɪəst/
crazily	/kɹˈe‍ɪzɪli/
craziness	/kɹˈe‍ɪzɪnəs/
crazing	/kɹˈe‍ɪzɪŋ/
crazy	/kɹˈe‍ɪzi/
creaked	/kɹˈiːkt/
creaking	/kɹˈiːkɪŋ/
creak	/kɹˈiːk/
creaks	/kɹˈiːks/
creaky	/kɹˈiːki/
creamed	/kɹˈiːmd/
creamer	/kɹˈiːmɐ/
creamers	/kɹˈiːməz/
creamery	/kɹˈiːməɹi/
creamier	/kɹˈiːmɪɐ/
creamiest	/kɹˈiːmɪəst/
creaminess	/kɹˈiːmɪnəs/
creaming	/kɹˈiːmɪŋ/
cream	/kɹˈiːm/
creams	/kɹˈiːmz/
creamy	/kɹˈiːmi/
creased	/kɹˈiːsd/
crease	/kɹˈiːs/
creases	/kɹˈiːsɪz/
creasing	/kɹˈiːsɪŋ/
creatable	/kɹiːˈe‍ɪtəbə‍l/
created	/kɹiːˈe‍ɪtɪd/
create	/kɹiːˈe‍ɪt/
creates	/kɹiːˈe‍ɪts/
creatine	/kɹiːˈe‍ɪtiːn/
creating	/kɹiːˈe‍ɪtɪŋ/
creatinine	/kɹiːˈe‍ɪtɪnˌa‍ɪn/
creationism	/kɹiːˈe‍ɪʃənˌɪzəm/
creationist	/kɹiːˈe‍ɪʃənˌɪst/
creationists	/kɹiːˈe‍ɪʃənˌɪsts/
creation	/kɹiːˈe‍ɪʃən/
creations	/kɹiːˈe‍ɪʃənz/
creative	/kɹiːˈe‍ɪtɪv/
creatively	/kɹiːˈe‍ɪtɪvli/
creativeness	/kɹiːˈe‍ɪtɪvnəs/
creatives	/kɹiːˈe‍ɪtɪvz/
creativity	/kɹiːˌe‍ɪtˈɪvɪti/
creator	/kɹiːˈe‍ɪtɐ/
creators	/kɹiːˈe‍ɪtəz/
creature	/kɹˈiːt‍ʃɐ/
creatures	/kɹˈiːt‍ʃəz/
credence	/kɹˈɛdəns/
credential	/kɹɪdˈɛnʃə‍l/
credentials	/kɹɪdˈɛnʃə‍lz/
credenza	/kɹɪdˈɛnzɐ/
credibility	/kɹˌɛdɪbˈɪlɪti/
credible	/kɹˈɛdɪbə‍l/
credibly	/kɹˈɛdɪbli/
creditability	/kɹˌɛdɪtəbˈɪlɪti/
creditable	/kɹˈɛdɪtəbə‍l/
creditably	/kɹˈɛdɪtəbli/
credited	/kɹˈɛdɪtɪd/
crediting	/kɹˈɛdɪtɪŋ/
credit	/kɹˈɛdɪt/
creditor	/kɹˈɛdɪtɐ/
creditors	/kɹˈɛdɪtəz/
credits	/kɹˈɛdɪts/
creditworthiness	/kɹˈɛdɪtwˌɜːðɪnəs/
creditworthy	/kɹˈɛdɪtwˌɜːði/
cred	/kɹˈɛd/
credo	/kɹˈiːdə‍ʊ/
credos	/kɹˈiːdə‍ʊz/
credulity	/kɹɛdjˈʊlɪti/
credulous	/kɹˈɛdjʊləs/
creed	/kɹˈiːd/
creeds	/kɹˈiːdz/
cree	/kɹˈiː/
creek	/kɹˈiːk/
creeks	/kɹˈiːks/
creel	/kɹˈiːl/
creels	/kɹˈiːlz/
creeper	/kɹˈiːpɐ/
creepers	/kɹˈiːpəz/
creepier	/kɹˈiːpɪɐ/
creepiest	/kɹˈiːpɪəst/
creepily	/kɹˈiːpɪli/
creepiness	/kɹˈiːpɪnəs/
creeping	/kɹˈiːpɪŋ/
creep	/kɹˈiːp/
creeps	/kɹˈiːps/
creepy	/kɹˈiːpi/
crees	/kɹˈiːz/
cremated	/kɹɪmˈe‍ɪtɪd/
cremate	/kɹɪmˈe‍ɪt/
cremating	/kɹɪmˈe‍ɪtɪŋ/
cremation	/kɹɪmˈe‍ɪʃən/
cremations	/kɹɪmˈe‍ɪʃənz/
crematoria	/kɹɪmɐtˈɔːɹi‍ə/
crematorium	/kɹɪmɐtˈɔːɹi‍əm/
crematoriums	/kɹɪmɐtˈɔːɹi‍əmz/
creme	/kɹˈiːm/
cremes	/kɹˈiːmz/
crenellated	/kɹˈɛnɪlˌe‍ɪtɪd/
crenellations	/kɹˌɛnɪlˈe‍ɪʃənz/
crenshaw	/kɹˈɛnʃɔː/
crenulated	/kɹˈɛnjʊlˌe‍ɪtɪd/
creole	/kɹɪˈə‍ʊl/
creosote	/kɹɪˈɒsə‍ʊt/
crepe	/kɹˈe‍ɪp/
crepes	/kɹˈe‍ɪps/
crepey	/kɹˈɛpi/
crept	/kɹˈɛpt/
crepuscular	/kɹɛpˈʌskjʊlɐ/
crescendo	/kɹəʃˈɛndə‍ʊ/
crescendos	/kɹəʃˈɛndə‍ʊz/
crescent	/kɹˈɛsənt/
crescents	/kɹˈɛsənts/
cress	/kɹˈɛs/
crested	/kɹˈɛstɪd/
crestfallen	/kɹˈɛstfɔːlən/
cresting	/kɹˈɛstɪŋ/
crest	/kɹˈɛst/
crests	/kɹˈɛsts/
cretaceous	/kɹɛtˈe‍ɪʃəs/
cretin	/kɹˈɛtɪn/
cretinous	/kɹˈɛtɪnəs/
cretins	/kɹˈɛtɪnz/
crevasse	/kɹəvˈæs/
crevasses	/kɹˈɛvəsɪz/
crevice	/kɹˈɛvɪs/
crevices	/kɹˈɛvɪsɪz/
crewed	/kɹˈuːd/
crewel	/kɹˈɛwə‍l/
crewelwork	/kɹˈɛwə‍lwˌɜːk/
crewing	/kɹˈuːɪŋ/
crew	/kɹˈuː/
crewman	/kɹˈuːmən/
crewmate	/kɹˈuːme‍ɪt/
crewmen	/kɹˈuːmɛn/
crews	/kɹˈuːz/
cribbage	/kɹˈɪbɪd‍ʒ/
cribbed	/kɹˈɪbd/
cribbing	/kɹˈɪbɪŋ/
crib	/kɹˈɪb/
cribs	/kɹˈɪbz/
cricked	/kɹˈɪkt/
cricketer	/kɹˈɪkɛtɐ/
cricketers	/kɹˈɪkɛtəz/
cricketing	/kɹˈɪkɪtɪŋ/
cricket	/kɹˈɪkɪt/
crickets	/kɹˈɪkɪts/
cricking	/kɹˈɪkɪŋ/
crick	/kɹˈɪk/
cricks	/kɹˈɪks/
cricoid	/kɹˈɪkɔ‍ɪd/
cried	/kɹˈa‍ɪd/
crier	/kɹˈa‍ɪ‍ə/
criers	/kɹˈa‍ɪ‍əz/
cries	/kɹˈa‍ɪz/
crikey	/kɹˈa‍ɪki/
crime	/kɹˈa‍ɪm/
crimes	/kɹˈa‍ɪmz/
criminalisation	/kɹˌɪmɪnəla‍ɪzˈe‍ɪʃən/
criminalised	/kɹˈɪmɪnəlˌa‍ɪzd/
criminalise	/kɹˈɪmɪnəlˌa‍ɪz/
criminalises	/kɹˈɪmɪnəlˌa‍ɪzɪz/
criminalising	/kɹˈɪmɪnəlˌa‍ɪzɪŋ/
criminality	/kɹˌɪmɪnˈælɪti/
criminal	/kɹˈɪmɪnə‍l/
criminally	/kɹˈɪmɪnə‍li/
criminals	/kɹˈɪmɪnə‍lz/
criminologist	/kɹˌɪmɪnˈɒləd‍ʒˌɪst/
criminologists	/kɹˌɪmɪnˈɒləd‍ʒˌɪsts/
criminology	/kɹˌɪmɪnˈɒləd‍ʒi/
crimped	/kɹˈɪmpt/
crimper	/kɹˈɪmpɐ/
crimpers	/kɹˈɪmpəz/
crimping	/kɹˈɪmpɪŋ/
crimp	/kɹˈɪmp/
crimple	/kɹˈɪmpə‍l/
crimps	/kɹˈɪmps/
crimson	/kɹˈɪmsən/
crimsons	/kɹˈɪmsənz/
cringed	/kɹˈɪnd‍ʒd/
cringe	/kɹˈɪnd‍ʒ/
cringes	/kɹˈɪnd‍ʒɪz/
cringing	/kɹˈɪnd‍ʒɪŋ/
cringle	/kɹˈɪŋɡə‍l/
crinkled	/kɹˈɪŋkə‍ld/
crinkle	/kɹˈɪŋkə‍l/
crinkles	/kɹˈɪŋkə‍lz/
crinkling	/kɹˈɪŋklɪŋ/
crinkly	/kɹˈɪŋkli/
crinoline	/kɹˈɪnəlˌiːn/
crinolines	/kɹˈɪnəlˌiːnz/
criollo	/kɹɪˈɒlə‍ʊ/
cripes	/kɹˈa‍ɪps/
crippled	/kɹˈɪpə‍ld/
cripple	/kɹˈɪpə‍l/
crippler	/kɹˈɪplɐ/
cripples	/kɹˈɪpə‍lz/
crippling	/kɹˈɪplɪŋ/
cripplingly	/kɹˈɪpə‍lɪŋli/
crises	/kɹˈa‍ɪsiːz/
crisis	/kɹˈa‍ɪsɪs/
crispbread	/kɹˈɪspbɹɛd/
crispbreads	/kɹˈɪspbɹɛdz/
crisped	/kɹˈɪspt/
crisper	/kɹˈɪspɐ/
crispier	/kɹˈɪspɪɐ/
crispiest	/kɹˈɪspɪəst/
crispiness	/kɹˈɪspɪnəs/
crisping	/kɹˈɪspɪŋ/
crisp	/kɹˈɪsp/
crisply	/kɹˈɪspli/
crispness	/kɹˈɪspnəs/
crisps	/kɹˈɪsps/
crispy	/kɹˈɪspi/
crisscrossed	/kɹˈɪskɹɒst/
crisscrossing	/kɹˈɪskɹɒsɪŋ/
crisscross	/kɹˈɪskɹɒs/
crista	/kɹˈɪstɐ/
criteria	/kɹa‍ɪtˈi‍əɹɪɐ/
criterion	/kɹa‍ɪtˈi‍əɹɪən/
criticality	/kɹˈɪtɪkˈælɪti/
critical	/kɹˈɪtɪkə‍l/
critically	/kɹˈɪtɪkli/
criticised	/kɹˈɪtɪsˌa‍ɪzd/
criticise	/kɹˈɪtɪsˌa‍ɪz/
criticises	/kɹˈɪtɪsˌa‍ɪzɪz/
criticising	/kɹˈɪtɪsˌa‍ɪzɪŋ/
criticism	/kɹˈɪtɪsˌɪzəm/
criticisms	/kɹˈɪtɪsˌɪzəmz/
critic	/kɹˈɪtɪk/
critics	/kɹˈɪtɪks/
critiqued	/kɹɪtˈiːkd/
critique	/kɹɪtˈiːk/
critiques	/kɹɪtˈiːks/
critiquing	/kɹɪtˈiːkɪŋ/
critter	/kɹˈɪtɐ/
critters	/kɹˈɪtəz/
croaked	/kɹˈə‍ʊkt/
croaker	/kɹˈə‍ʊkɐ/
croaking	/kɹˈə‍ʊkɪŋ/
croak	/kɹˈə‍ʊk/
croaks	/kɹˈə‍ʊks/
croaky	/kɹˈə‍ʊki/
crocheted	/kɹə‍ʊʃˈe‍ɪɪd/
crocheter	/kɹˈɒt‍ʃɛtɐ/
crocheting	/kɹˈɒt‍ʃɪtɪŋ/
crochet	/kɹə‍ʊʃˈe‍ɪ/
crochets	/kɹə‍ʊʃˈe‍ɪs/
crocked	/kɹˈɒkt/
crockery	/kɹˈɒkəɹi/
crocket	/kɹˈɒkɪt/
crockets	/kɹˈɒkɪts/
crock	/kɹˈɒk/
crocks	/kɹˈɒks/
crocodile	/kɹˈɒkədˌa‍ɪl/
crocodiles	/kɹˈɒkədˌa‍ɪlz/
crocodilian	/kɹˌɒkədˈɪli‍ən/
crocodilians	/kɹˌɒkədˈɪli‍ənz/
crocuses	/kɹˈə‍ʊkəsɪz/
crocus	/kɹˈə‍ʊkəs/
crofter	/kɹˈɒftɐ/
crofters	/kɹˈɒftəz/
crofting	/kɹˈɒftɪŋ/
croft	/kɹˈɒft/
crofts	/kɹˈɒfts/
croissant	/kwˈɑːsɑ̃/
croissants	/kwˈɑːsɑ̃s/
cromlech	/kɹˈɒmlɛt‍ʃ/
cromlechs	/kɹˈɒmlɛt‍ʃz/
crone	/kɹˈə‍ʊn/
crones	/kɹˈə‍ʊnz/
cronies	/kɹˈə‍ʊnɪz/
cronk	/kɹˈɒŋk/
cronyism	/kɹˈə‍ʊnɪˌɪzəm/
crony	/kɹˈə‍ʊni/
crookedly	/kɹˈʊkɪdli/
crookedness	/kɹˈʊkɪdnəs/
crooking	/kɹˈʊkɪŋ/
crook	/kɹˈʊk/
crooks	/kɹˈʊks/
crooned	/kɹˈuːnd/
crooner	/kɹˈuːnɐ/
crooners	/kɹˈuːnəz/
crooning	/kɹˈuːnɪŋ/
croon	/kɹˈuːn/
croons	/kɹˈuːnz/
crop	/kɹˈɒp/
cropped	/kɹˈɒpt/
cropper	/kɹˈɒpɐ/
croppers	/kɹˈɒpəz/
cropping	/kɹˈɒpɪŋ/
crops	/kɹˈɒps/
croquet	/kɹˈɒke‍ɪ/
croquette	/kɹəkˈɛt/
croquettes	/kɹəkˈɛts/
crosier	/kɹˈə‍ʊzɪɐ/
crosiers	/kɹˈə‍ʊsi‍əz/
crossbar	/kɹˈɒsbɑː/
crossbars	/kɹˈɒsbɑːz/
crossbeams	/kɹˈɒsbiːmz/
crossbill	/kɹˈɒsbɪl/
crossbills	/kɹˈɒsbɪlz/
crossbones	/kɹˈɒsbə‍ʊnz/
crossbow	/kɹˈɒsbə‍ʊ/
crossbows	/kɹˈɒsbə‍ʊz/
crossbred	/kɹˈɒsbɹɛd/
crossbreeding	/kɹˈɒsbɹiːdɪŋ/
crossbreed	/kɹˈɒsbɹiːd/
crossbreeds	/kɹˈɒsbɹiːdz/
crosscheck	/kɹˈɒst‍ʃɛk/
crossed	/kɹˈɒst/
crosse	/kɹˈɒs/
crosser	/kɹˈɒsɐ/
crosses	/kɹˈɒsɪz/
crossest	/kɹˈɒsəst/
crossfire	/kɹˈɒsfa‍ɪ‍ə/
crosshair	/kɹˈɒshe‍ə/
crosshatched	/kɹˈɒshæt‍ʃt/
crosshatches	/kɹˈɒshæt‍ʃɪz/
crosshatching	/kɹˈɒshæt‍ʃɪŋ/
crosshatch	/kɹˈɒshæt‍ʃ/
crosshead	/kɹˈɒshɛd/
crossing	/kɹˈɒsɪŋ/
crossings	/kɹˈɒsɪŋz/
cross	/kɹˈɒs/
crossly	/kɹˈɒsli/
crossness	/kɹˈɒsnəs/
crossover	/kɹˈɒsə‍ʊvɐ/
crossovers	/kɹˈɒsə‍ʊvəz/
crosspatch	/kɹˈɒspæt‍ʃ/
crosspieces	/kɹˈɒspiːsɪz/
crossroad	/kɹˈɒsɹə‍ʊd/
crossroads	/kɹˈɒsɹə‍ʊdz/
crosstalk	/kɹˈɒstɔːk/
crosstown	/kɹˈɒsta‍ʊn/
crosswalk	/kɹˈɒswɔːk/
crossway	/kɹˈɒswe‍ɪ/
crossways	/kɹˈɒswe‍ɪz/
crosswind	/kɹˈɒswɪnd/
crosswinds	/kɹˈɒswɪndz/
crosswise	/kɹˈɒswa‍ɪz/
crossword	/kɹˈɒswɜːd/
crosswords	/kɹˈɒswɜːdz/
crotchet	/kɹˈɒt‍ʃɪt/
crotchets	/kɹˈɒt‍ʃɪts/
crotchety	/kɹˈɒt‍ʃɪti/
crotch	/kɹˈɒt‍ʃ/
croton	/kɹˈə‍ʊtən/
crouched	/kɹˈa‍ʊt‍ʃt/
crouches	/kɹˈa‍ʊt‍ʃɪz/
crouching	/kɹˈa‍ʊt‍ʃɪŋ/
crouch	/kɹˈa‍ʊt‍ʃ/
croupier	/kɹˈuːpɪɐ/
croupiers	/kɹˈuːpi‍əz/
croup	/kɹˈuːp/
croupy	/kɹˈuːpi/
crouse	/kɹˈa‍ʊs/
crowbar	/kɹˈə‍ʊbɑː/
crowbars	/kɹˈə‍ʊbɑːz/
crowberries	/kɹˈə‍ʊbəɹɪz/
crowberry	/kɹˈə‍ʊbəɹi/
crowded	/kɹˈa‍ʊdɪd/
crowding	/kɹˈa‍ʊdɪŋ/
crowd	/kɹˈa‍ʊd/
crowds	/kɹˈa‍ʊdz/
crowed	/kɹˈə‍ʊd/
crowfoot	/kɹˈə‍ʊfʊt/
crowing	/kɹˈə‍ʊɪŋ/
crow	/kɹˈə‍ʊ/
crowned	/kɹˈa‍ʊnd/
crowning	/kɹˈa‍ʊnɪŋ/
crown	/kɹˈa‍ʊn/
crowns	/kɹˈa‍ʊnz/
crows	/kɹˈə‍ʊz/
crozier	/kɹˈə‍ʊzɪɐ/
croziers	/kɹˈə‍ʊzi‍əz/
cruces	/kɹˈuːsɪz/
crucial	/kɹˈuːʃə‍l/
crucially	/kɹˈuːʃə‍lˌi/
cruciate	/kɹˈuːʃɪˌe‍ɪt/
crucible	/kɹˈuːsəbə‍l/
crucibles	/kɹˈuːsəbə‍lz/
crucifer	/kɹˈuːsɪfɐ/
crucified	/kɹˈuːsɪfˌa‍ɪd/
crucifies	/kɹˈuːsɪfˌa‍ɪz/
crucifixes	/kɹˈuːsɪfˌɪksɪz/
crucifixion	/kɹˈuːsɪfˌɪkʃən/
crucifixions	/kɹˈuːsɪfˌɪkʃənz/
crucifix	/kɹˈuːsɪfˌɪks/
cruciform	/kɹˈuːsɪfˌɔːm/
crucifying	/kɹˈuːsɪfˌa‍ɪɪŋ/
crucify	/kɹˈuːsɪfˌa‍ɪ/
cruck	/kɹˈʌk/
cruddy	/kɹˈʌdi/
crude	/kɹˈuːd/
crudely	/kɹˈuːdli/
crudeness	/kɹˈuːdnəs/
cruder	/kɹˈuːdɐ/
crudest	/kɹˈuːdəst/
crudities	/kɹˈuːdɪtiz/
crudity	/kɹˈuːdɪti/
crud	/kɹˈʌd/
cruelest	/kɹˈuːələst/
cruel	/kɹˈuːəl/
crueller	/kɹˈuːəlɐ/
cruellest	/kɹˈuːələst/
cruelly	/kɹˈuːəlˌi/
cruelties	/kɹˈuːəltɪz/
cruelty	/kɹˈuːəlti/
cruet	/kɹˈuːt/
cruets	/kɹˈuːts/
cruised	/kɹˈuːzd/
cruise	/kɹˈuːz/
cruiser	/kɹˈuːzɐ/
cruisers	/kɹˈuːzəz/
cruiserweight	/kɹˈuːzəwˌe‍ɪt/
cruises	/kɹˈuːzɪz/
cruising	/kɹˈuːzɪŋ/
cru	/kɹˈuː/
crullers	/kɹˈʌləz/
crumbed	/kɹˈʌmd/
crumbing	/kɹˈʌmɪŋ/
crumb	/kɹˈʌm/
crumbled	/kɹˈʌmbə‍ld/
crumble	/kɹˈʌmbə‍l/
crumbles	/kɹˈʌmbə‍lz/
crumbliest	/kɹˈʌmblɪəst/
crumbliness	/kɹˈʌmblɪnəs/
crumbling	/kɹˈʌmblɪŋ/
crumbly	/kɹˈʌmbli/
crumbs	/kɹˈʌmz/
crumby	/kɹˈʌmbi/
crumhorn	/kɹˈʌmhɔːn/
crummiest	/kɹˈʌmɪəst/
crummy	/kɹˈʌmi/
crumpet	/kɹˈʌmpɪt/
crumpets	/kɹˈʌmpɪts/
crumping	/kɹˈʌmpɪŋ/
crump	/kɹˈʌmp/
crumpled	/kɹˈʌmpə‍ld/
crumple	/kɹˈʌmpə‍l/
crumples	/kɹˈʌmpə‍lz/
crumpling	/kɹˈʌmplɪŋ/
crunched	/kɹˈʌnt‍ʃt/
cruncher	/kɹˈʌnt‍ʃɐ/
crunchers	/kɹˈʌnt‍ʃəz/
crunches	/kɹˈʌnt‍ʃɪz/
crunchier	/kɹˈʌnt‍ʃɪɐ/
crunchiest	/kɹˈʌnt‍ʃɪəst/
crunchiness	/kɹˈʌnt‍ʃɪnəs/
crunching	/kɹˈʌnt‍ʃɪŋ/
crunch	/kɹˈʌnt‍ʃ/
crunchy	/kɹˈʌnt‍ʃi/
crusaded	/kɹuːsˈe‍ɪdɪd/
crusade	/kɹuːsˈe‍ɪd/
crusader	/kɹuːsˈe‍ɪdɐ/
crusaders	/kɹuːsˈe‍ɪdəz/
crusades	/kɹuːsˈe‍ɪdz/
