aba	/aba/
digunakannya	/digunakanɲa/
diguncang	/diguntʃaŋ/
digusur	/digusur/
dihabisinya	/dihabisiɲa/
dihadang	/dihadaŋ/
dihadap	/dihadap/
dihadapi	/dihadapi/
dihadapinya	/dihadapiɲa/
dihadapkan	/dihadapkan/
dihadiri	/dihadiri/
dihajar	/dihadʒar/
dihakimi	/dihakimi/
dihalangi	/dihalaŋi/
dihalusi	/dihalusi/
dihantam	/dihantam/
dihantui	/dihantui/
dihanyut	/dihaɲut/
dihanyutkan	/dihaɲutkan/
dihapus	/dihapus/
dihapuskan	/dihapuskan/
diharap	/diharap/
diharapkan	/diharapkan/
diharuskan	/diharuskan/
dihébohkan	/dihebohkan/
dihéla	/dihela/
dihémat	/dihemat/
dihendaki	/dihəndaki/
dihentikan	/dihəntikan/
dihentikannya	/dihəntikanɲa/
dihias	/dihias/
dihiasi	/dihiasi/
dihidang	/dihidaŋ/
dihidangkannya	/dihidaŋkanɲa/
dihidupi	/dihidupi/
dihidupkannya	/dihidupkanɲa/
dihimpit	/dihimpit/
dihindari	/dihindari/
dihindarkan	/dihindarkan/
dihitung	/dihituŋ/
dihormati	/dihormati/
dihubung	/dihubuŋ/
dihubungi	/dihubuŋi/
dihujani	/dihudʒani/
dihukum	/dihukum/
dihuni	/dihuni/
diikat	/diʔikat/
diikuti	/diʔikuti/
diikutkan	/diʔikutkan/
diikutsertakan	/diʔikutsərtakan/
diimbau	/diʔimbau/
diindahkan	/diʔindahkan/
diingat	/diʔiŋat/
diingatnya	/diʔiŋatɲa/
diingini	/diʔiŋini/
diinginkan	/diʔiŋinkan/
diiringi	/diʔiriŋi/
diiris	/diʔiris/
diisi	/diʔisi/
diisikan	/diʔisikan/
diisinya	/diʔisiɲa/
diizinkan	/diʔizinkan/
dijadikan	/didʒadikan/
dijaga	/didʒaga/
dijalankan	/didʒalankan/
dijamah	/didʒamah/
dijamin	/didʒamin/
dijamu	/didʒamu/
dijangkau	/didʒaŋkau/
dijatuhi	/didʒatuhi/
dijatuhkannya	/didʒatuhkanɲa/
dijawab	/didʒawab/
dijemput	/didʒəmput/
dijemur	/didʒəmur/
dijerat	/didʒərat/
dijilat	/didʒilat/
dijual	/didʒual/
dijualnya	/didʒualɲa/
dijunjung	/didʒundʒuŋ/
dikacau	/dikatʃau/
dikait	/dikait/
dikaitkan	/dikaitkan/
dikaji	/dikadʒi/
dikalahkan	/dikalahkan/
dikalikan	/dikalikan/
dikandung	/dikanduŋ/
dikapalkan	/dikapalkan/
dikara	/dikara/
dikarang	/dikaraŋ/
dikarenakan	/dikarənakan/
dikaruniai	/dikaruniai/
dikata	/dikata/
dikatakan	/dikatakan/
dikatakannya	/dikatakanɲa/
dikau	/dikau/
dikawal	/dikawal/
dikawinkan	/dikawinkan/
dik	/diʔ/
dikebelakangkan	/dikəbəlakaŋkan/
dikebumikan	/dikəbumikan/
dikecap	/dikətʃap/
dikécék	/diketʃeʔ/
dikehendaki	/dikəhəndaki/
dikehendakinya	/dikəhəndakiɲa/
dikejar	/dikədʒar/
dikeluarkan	/dikəluarkan/
dikeluarkannya	/dikəluarkanɲa/
dikembalikan	/dikəmbalikan/
dikembalikannya	/dikəmbalikanɲa/
dikembangkan	/dikəmbaŋkan/
dikemukakan	/dikəmukakan/
dikenai	/dikənai/
dikenakan	/dikənakan/
dikenal	/dikənal/
dikenalnya	/dikənalɲa/
dikenang	/dikənaŋ/
dikendalikan	/dikəndalikan/
dikepung	/dikəpuŋ/
dikerjakan	/dikərdʒakan/
dikerjakannya	/dikərdʒakanɲa/
diketahui	/dikətahui/
diketahuinya	/dikətahuiɲa/
diketam	/dikətam/
diketik	/dikətiʔ/
diketuai	/dikətuai/
dikhawatirkan	/diʔhawatirkan/
dikikis	/dikikis/
dikira	/dikira/
dikiranya	/dikiraɲa/
dikirim	/dikirim/
dikirimkan	/dikirimkan/
dikit	/dikit/
dikitnya	/dikitɲa/
dikosongkan	/dikosoŋkan/
dikotomi	/dikotomi/
dikritik	/diʔritiʔ/
diksa	/diʔsa/
diksi	/diʔsi/
diktat	/diʔtat/
diktator	/diʔtator/
diktatorial	/diʔtatorial/
diktatoris	/diʔtatoris/
dikté	/diʔte/
diktum	/diʔtum/
dikuasai	/dikuasai/
dikuasakan	/dikuasakan/
dikuatkan	/dikuatkan/
dikubur	/dikubur/
dikuburkan	/dikuburkan/
dikumpulkan	/dikumpulkan/
dikunci	/dikuntʃi/
dikungkung	/dikuŋkuŋ/
dikunjungi	/dikundʒuŋi/
dikurangi	/dikuraŋi/
dikurangkan	/dikuraŋkan/
dikurung	/dikuruŋ/
dila	/dila/
dilahirkan	/dilahirkan/
dilak	/dilaʔ/
dilaksanakan	/dilaʔsanakan/
dilakukan	/dilakukan/
dilakukannya	/dilakukanɲa/
dilalui	/dilalui/
dilamar	/dilamar/
dilambatkan	/dilambatkan/
dilam	/dilam/
dilampaui	/dilampaui/
dilancarkan	/dilantʃarkan/
dilanda	/dilanda/
dilanggar	/dilaŋgar/
dilangsungkan	/dilaŋsuŋkan/
dilanjutkan	/dilandʒutkan/
dilantik	/dilantiʔ/
dilapah	/dilapah/
dilapisi	/dilapisi/
dilaporkan	/dilaporkan/
dilarang	/dilaraŋ/
dilarikannya	/dilarikanɲa/
dilasi	/dilasi/
dilatih	/dilatih/
dilawan	/dilawan/
dilayangkan	/dilajaŋkan/
dil	/dil/
dilekatkan	/diləkatkan/
dilélang	/dilelaŋ/
diléma	/dilema/
dilématik	/dilematiʔ/
dilémpar	/dilempar/
dilémpari	/dilempari/
dilémparkan	/dilemparkan/
dilémparkannya	/dilemparkanɲa/
dilengah	/diləŋah/
dilengkapi	/diləŋkapi/
dilenyapkan	/diləɲapkan/
dilepas	/diləpas/
dilepaskan	/diləpaskan/
diler	/dilər/
diletakkan	/dilətaʔkan/
diletan	/dilətan/
diléwati	/dilewati/
diléwatkan	/dilewatkan/
dilibatkan	/dilibatkan/
dilihat	/dilihat/
dilihatnya	/dilihatɲa/
dililit	/dililit/
dilimpahkan	/dilimpahkan/
dilindungi	/dilinduŋi/
dilingkari	/diliŋkari/
dilingkupi	/diliŋkupi/
dilipat	/dilipat/
diliputi	/diliputi/
dilompati	/dilompati/
dilontarkan	/dilontarkan/
diluar	/diluar/
dilukai	/dilukai/
dilumpuhkan	/dilumpuhkan/
dilunasi	/dilunasi/
diluncurkan	/diluntʃurkan/
diluruskan	/diluruskan/
dimaafkan	/dimaʔafkan/
dimajukan	/dimadʒukan/
dimakan	/dimakan/
dimakannya	/dimakanɲa/
dimaklumi	/dimaʔlumi/
dimaksud	/dimaʔsud/
dimaksudkan	/dimaʔsudkan/
dimandikan	/dimandikan/
dimanfaatkan	/dimanfaʔatkan/
dimarahi	/dimarahi/
dimarahinya	/dimarahiɲa/
dimasak	/dimasaʔ/
dimasuki	/dimasuki/
dimasukkan	/dimasuʔkan/
dim	/dim/
dimengerti	/diməŋərti/
diménsi	/dimensi/
dimestikan	/diməstikan/
dimiliki	/dimiliki/
dimilikinya	/dimilikiɲa/
diminta	/diminta/
diminum	/diminum/
diminumnya	/diminumɲa/
diminutif	/diminutif/
diminyaki	/dimiɲaki/
dimisalkan	/dimisalkan/
dimuat	/dimuat/
dimuatkan	/dimuatkan/
dimulai	/dimulai/
dimunculkan	/dimuntʃulkan/
dimuntahkan	/dimuntahkan/
dina	/dina/
dinaiki	/dinaiki/
dinamai	/dinamai/
dinamakan	/dinamakan/
dinamik	/dinamiʔ/
dinamisator	/dinamisator/
dinamis	/dinamis/
dinamisme	/dinamismə/
dinamit	/dinamit/
dinamo	/dinamo/
dinar	/dinar/
dinas	/dinas/
dinasihatkan	/dinasihatkan/
dinasti	/dinasti/
din	/din/
dinding	/dindiŋ/
dingin	/diŋin/
dingkis	/diŋkis/
dingkit	/diŋkit/
dingklang	/diŋʔlaŋ/
dingklik	/diŋʔliʔ/
dini	/dini/
dinihari	/dinihari/
dinikahkan	/dinikahkan/
dinilai	/dinilai/
dinosaurus	/dinosaurus/
dinyatakan	/diɲatakan/
diobati	/diobati/
diode	/diodə/
dioksida	/dioʔsida/
dioksin	/dioʔsin/
diolah	/diolah/
diorama	/diorama/
dipagari	/dipagari/
dipahami	/dipahami/
dipakai	/dipakai/
dipakaikan	/dipakaikan/
dipakainya.	/dipakaiɲa./
dipakainya	/dipakaiɲa/
dipaksa	/dipaʔsa/
dipaksakan	/dipaʔsakan/
dipalu	/dipalu/
dipamérkan	/dipamerkan/
dipancarkan	/dipantʃarkan/
dipancung	/dipantʃuŋ/
dipandang	/dipandaŋ/
dipan	/dipan/
dipandu	/dipandu/
dipanggang	/dipaŋgaŋ/
dipanggil	/dipaŋgil/
dipanggulnya	/dipaŋgulɲa/
dipangku	/dipaŋku/
dipasang	/dipasaŋ/
dipasarkan	/dipasarkan/
dipastikan	/dipastikan/
dipatahkan	/dipatahkan/
dipayungi	/dipajuŋi/
dipecah	/dipətʃah/
dipecahkan	/dipətʃahkan/
dipecat	/dipətʃat/
dipegang	/dipəgaŋ/
dipelajari	/dipəladʒari/
dipeluk	/dipəluʔ/
dipenjarakan	/dipəndʒarakan/
dipenuhi	/dipənuhi/
diperbaiki	/dipərbaiki/
diperbantukan	/dipərbantukan/
diperbanyak	/dipərbaɲaʔ/
diperbanyakkan	/dipərbaɲaʔkan/
diperbarui	/dipərbarui/
diperbincangkan	/dipərbintʃaŋkan/
diperboléhkan	/dipərbolehkan/
diperbuat	/dipərbuat/
dipercaya	/dipərtʃaja/
dipercayai	/dipərtʃajai/
dipercayakan	/dipərtʃajakan/
dipercepat	/dipərtʃəpat/
diperdagangkan	/dipərdagaŋkan/
diperdengarkan	/dipərdəŋarkan/
dipergunakan	/dipərgunakan/
diperhamba	/dipərhamba/
diperhatikan	/dipərhatikan/
diperhébat	/dipərhebat/
diperhitungkan	/dipərhituŋkan/
dipériksa	/diperiʔsa/
diperiksa	/dipəriʔsa/
diperindah	/dipərindah/
diperingatkan	/dipəriŋatkan/
diperintah	/dipərintah/
diperintahkan	/dipərintahkan/
diperjual-belikan	/dipərdʒual-bəlikan/
diperkenankan	/dipərkənankan/
diperkirakan	/dipərkirakan/
diperkosa	/dipərkosa/
diperlakukan	/dipərlakukan/
diperlengkapi	/dipərləŋkapi/
diperlihatkan	/dipərlihatkan/
diperluas	/dipərluas/
diperlukan	/dipərlukan/
diperoléh	/dipəroleh/
diperoléhnya	/dipərolehɲa/
diperpanjang	/dipərpandʒaŋ/
dipersalahkan	/dipərsalahkan/
dipersatukan	/dipərsatukan/
dipersembahkan	/dipərsəmbahkan/
dipersilakan	/dipərsilakan/
dipersoalkan	/dipərsoalkan/
dipertanggung-jawabkan	/dipərtaŋguŋ-dʒawabkan/
dipertanggungjawabkan	/dipərtaŋguŋdʒawabkan/
dipertaruhkan	/dipərtaruhkan/
dipertentangkan	/dipərtəntaŋkan/
dipertimbangkan	/dipərtimbaŋkan/
dipertuan	/dipərtuan/
dipertukarkan	/dipərtukarkan/
dipertunjukkan	/dipərtundʒuʔkan/
dipesan	/dipəsan/
dipetakan	/dipətakan/
dipetik	/dipətiʔ/
dipidana	/dipidana/
dipidanakan	/dipidanakan/
dipijak	/dipidʒaʔ/
dipijat	/dipidʒat/
dipikirkan	/dipikirkan/
dipikul	/dipikul/
dipilih	/dipilih/
dipimpin	/dipimpin/
dipindahkan	/dipindahkan/
dipinjam	/dipindʒam/
dipisahkan	/dipisahkan/
diploma	/diploma/
diplomasi	/diplomasi/
diplomat	/diplomat/
diplomatik	/diplomatiʔ/
diplomatis	/diplomatis/
dipompa	/dipompa/
dipotong	/dipotoŋ/
dipotrét	/dipotret/
dipuaskan	/dipuaskan/
dipuji	/dipudʒi/
dipukul	/dipukul/
dipukuli	/dipukuli/
dipulangkan	/dipulaŋkan/
dipulihkan	/dipulihkan/
dipungut	/dipuŋut/
dipupuk	/dipupuʔ/
diputar	/diputar/
diputuskan	/diputuskan/
diragukan	/diragukan/
dirah	/dirah/
diraih	/diraih/
diraja	/diradʒa/
dirakit	/dirakit/
diramalkan	/diramalkan/
dirampas	/dirampas/
dirampok	/dirampoʔ/
dirangkap	/diraŋkap/
dirangkum	/diraŋkum/
dirangsang	/diraŋsaŋ/
dirasa	/dirasa/
dirasakan	/dirasakan/
dirasakannya	/dirasakanɲa/
dirasanya	/dirasaɲa/
dirasuk	/dirasuʔ/
diratakan	/diratakan/
dirawat	/dirawat/
dirayakan	/dirajakan/
dirayu	/diraju/
direbus	/dirəbus/
diréksi	/direʔsi/
diréktorat	/direʔtorat/
diréktris	/direʔtris/
diréktur	/direʔtur/
diréméhkan	/diremehkan/
direncanakan	/dirəntʃanakan/
direndam	/dirəndam/
direnggut	/dirəŋgut/
direstui	/dirəstui/
dirgahayu	/dirgahaju/
dirgantara	/dirgantara/
dirham	/dirham/
diri	/diri/
dirigén	/dirigen/
diriku	/diriku/
dirilah	/dirilah/
dirimu	/dirimu/
dirintangi	/dirintaŋi/
dirinya	/diriɲa/
diris	/diris/
dirjén	/dirdʒen/
dirobohkan	/dirobohkan/
dirugikan	/dirugikan/
dirumuskan	/dirumuskan/
dirundingkan	/dirundiŋkan/
dirundung	/dirunduŋ/
dirusakkan	/dirusaʔkan/
dirus	/dirus/
disadari	/disadari/
disadur	/disadur/
disagio	/disagio/
disahkan	/disahkan/
disajikan	/disadʒikan/
disalahkan	/disalahkan/
disalahkannya	/disalahkanɲa/
disalib	/disalib/
disalurkan	/disalurkan/
disamakan	/disamakan/
disamakannya	/disamakanɲa/
disambar	/disambar/
disambung	/disambuŋ/
disambut	/disambut/
disampaikan	/disampaikan/
disandang	/disandaŋ/
disanggah	/disaŋgah/
disangka	/disaŋka/
disangsikan	/disaŋsikan/
disapa	/disapa/
disapu	/disapu/
disarankan	/disarankan/
disaring	/disariŋ/
disayangi	/disajaŋi/
disayangkan	/disajaŋkan/
dis	/dis/
disebabkan	/disəbabkan/
disebut	/disəbut/
disebutkan	/disəbutkan/
disediakan	/disədiakan/
disegani	/disəgani/
disekrup	/disəʔrup/
disela	/disəla/
diselamatkan	/disəlamatkan/
diselami	/disəlami/
diselang	/disəlaŋ/
disel	/disəl/
diselenggarakan	/disələŋgarakan/
diselenggarakannya	/disələŋgarakanɲa/
diselesaikan	/disələsaikan/
diselidiki	/disəlidiki/
diselimuti	/disəlimuti/
diselingi	/disəliŋi/
diselipkan	/disəlipkan/
diselubungi	/disəlubuŋi/
disematkan	/disəmatkan/
disemayamkan	/disəmajamkan/
disembah	/disəmbah/
disembelih	/disəmbəlih/
disembunyikan	/disəmbuɲikan/
disembur	/disəmbur/
disemburkan	/disəmburkan/
disemprot	/disəmprot/
disempurnakan	/disəmpurnakan/
disenangi	/disənaŋi/
disengaja	/disəŋadʒa/
disengajakan	/disəŋadʒakan/
disénggol	/diseŋgol/
disengkang	/disəŋkaŋ/
diséntri	/disentri/
disepakati	/disəpakati/
diserahkan	/disərahkan/
diserang	/disəraŋ/
diserap	/disərap/
disérét	/diseret/
disertai	/disərtai/
disertakan	/disərtakan/
disértasi	/disertasi/
disertasi	/disərtasi/
diserupakan	/disərupakan/
disesah	/disəsah/
disesuaikan	/disəsuaikan/
disetor	/disətor/
disetujui	/disətudʒui/
diséwa	/disewa/
disfungsi	/disfuŋsi/
disharmoni	/disharmoni/
disiapkan	/disiapkan/
disiarkan	/disiarkan/
disiasat	/disiasat/
disidangkan	/disidaŋkan/
disidén	/disiden/
disimilasi	/disimilasi/
disimpan	/disimpan/
disimpulkan	/disimpulkan/
disinféktan	/disinfeʔtan/
disinggahi	/disiŋgahi/
disingkat	/disiŋkat/
disingkirkan	/disiŋkirkan/
disinonimkan	/disinonimkan/
disinséntif	/disinsentif/
disintégrasi	/disintegrasi/
disiplin	/disiplin/
disiram	/disiram/
disisih	/disisih/
disisihkan	/disisihkan/
disjoki	/disdʒoki/
diskaun	/diskaun/
diskét	/disket/
disko	/disko/
diskon	/diskon/
diskonto	/diskonto/
diskoték	/diskoteʔ/
diskrédit	/disʔredit/
diskrépansi	/disʔrepansi/
diskriminasi	/disʔriminasi/
diskriminatif	/disʔriminatif/
diskus	/diskus/
diskusi	/diskusi/
dislokasi	/dislokasi/
disoal	/disoal/
disokong	/disokoŋ/
disonansi	/disonansi/
disorganisasi	/disorganisasi/
disoriéntasi	/disorientasi/
disorot	/disorot/
disosiasi	/disosiasi/
disparitas	/disparitas/
dispénsasi	/dispensasi/
dispérsi	/dispersi/
disposisi	/disposisi/
disrupsi	/disrupsi/
distansi	/distansi/
distilasi	/distilasi/
distingsi	/distiŋsi/
distingtif	/distiŋtif/
distorsi	/distorsi/
distribusi	/distribusi/
distributor	/distributor/
distrik	/distriʔ/
disuguhi	/disuguhi/
disukai	/disukai/
disumpah	/disumpah/
disunat	/disunat/
disuntik	/disuntiʔ/
disuntik.	/disuntik./
disuruh	/disuruh/
disuruhnya	/disuruhɲa/
disusukan	/disusukan/
disusul	/disusul/
disusuli	/disusuli/
disusun	/disusun/
ditabrak	/ditabraʔ/
ditafsirkan	/ditafsirkan/
ditagih	/ditagih/
ditahan	/ditahan/
ditahapkan	/ditahapkan/
ditakdirkan	/ditaʔdirkan/
ditakuti	/ditakuti/
ditambah	/ditambah/
ditambahkan	/ditambahkan/
ditambahnya	/ditambahɲa/
ditambat	/ditambat/
ditampar	/ditampar/
ditampilkan	/ditampilkan/
ditampung	/ditampuŋ/
ditanam	/ditanam/
ditanamkan	/ditanamkan/
ditandai	/ditandai/
ditandatangani	/ditandataŋani/
ditangani	/ditaŋani/
ditangguhkan	/ditaŋguhkan/
ditanggulangi	/ditaŋgulaŋi/
ditanggung	/ditaŋguŋ/
ditangkap	/ditaŋkap/
ditanya	/ditaɲa/
ditanyai	/ditaɲai/
ditarik	/ditariʔ/
ditaruh	/ditaruh/
ditaruhnya	/ditaruhɲa/
ditawar	/ditawar/
ditawarkan	/ditawarkan/
ditebak	/ditəbaʔ/
ditebang	/ditəbaŋ/
ditebuk	/ditəbuʔ/
ditegakkan	/ditəgaʔkan/
ditegur	/ditəgur/
ditelan	/ditəlan/
ditelannya	/ditəlanɲa/
diteliti	/ditəliti/
ditemani	/ditəmani/
ditémbak	/ditembaʔ/
ditémbaknya	/ditembaʔɲa/
ditembus	/ditəmbus/
ditempa	/ditəmpa/
ditempati	/ditəmpati/
ditempatkan	/ditəmpatkan/
ditempuh	/ditəmpuh/
ditemu	/ditəmu/
ditemukan	/ditəmukan/
ditendang	/ditəndaŋ/
ditentang	/ditəntaŋ/
ditentukan	/ditəntukan/
diterangkan	/ditəraŋkan/
diterapkan	/ditərapkan/
diterbangkan	/ditərbaŋkan/
diterbitkan	/ditərbitkan/
diterima	/ditərima/
diterimanya	/ditərimaɲa/
diterjang	/ditərdʒaŋ/
diterjemahkan	/ditərdʒəmahkan/
diterjunkan	/ditərdʒunkan/
diterpa	/ditərpa/
ditetak	/ditətaʔ/
ditetapkan	/ditətapkan/
ditéwaskan	/ditewaskan/
ditimbang	/ditimbaŋ/
ditimbulkan	/ditimbulkan/
ditimbun	/ditimbun/
ditimbuni	/ditimbuni/
ditimpa	/ditimpa/
ditindak	/ditindaʔ/
ditinggal	/ditiŋgal/
ditinggalkan	/ditiŋgalkan/
ditinjau	/ditindʒau/
ditipu	/ditipu/
dititipkan	/dititipkan/
ditiup	/ditiup/
ditiupkan	/ditiupkan/
dito	/dito/
ditolak	/ditolaʔ/
dituangkan	/dituaŋkan/
dituduh	/dituduh/
dituduhkan	/dituduhkan/
ditugaskan	/ditugaskan/
ditujukan	/ditudʒukan/
ditukar	/ditukar/
ditukarkan	/ditukarkan/
ditukik	/ditukiʔ/
ditulis	/ditulis/
ditulisi	/ditulisi/
dituliskan	/dituliskan/
ditumbuhi	/ditumbuhi/
ditumbuk	/ditumbuʔ/
ditumpahkan	/ditumpahkan/
ditumpangi	/ditumpaŋi/
ditumpanginya	/ditumpaŋiɲa/
ditunda	/ditunda/
ditunggu	/dituŋgu/
ditunjang	/ditundʒaŋ/
ditunjuk	/ditundʒuʔ/
dituntut	/dituntut/
diturunkan	/diturunkan/
dituruti	/dituruti/
ditutup	/ditutup/
ditutupi	/ditutupi/
diubah	/diubah/
diucapkan	/diutʃapkan/
diuji	/diudʒi/
diulang	/diulaŋ/
diulurkan	/diulurkan/
diumpamakan	/diumpamakan/
diumumkan	/diumumkan/
diundang	/diundaŋ/
diundurkan	/diundurkan/
diunggulkan	/diuŋgulkan/
diungkit	/diuŋkit/
diuraikan	/diuraikan/
diurus	/diurus/
diurutkan	/diurutkan/
diusahakan	/diusahakan/
diusik	/diusiʔ/
diusir	/diusir/
diusulkan	/diusulkan/
diusut	/diusut/
diutamakan	/diutamakan/
divérgén	/divergen/
divérgénsi	/divergensi/
divérsifikasi	/diversifikasi/
dividén	/dividen/
divisi	/divisi/
diwajibkan	/diwadʒibkan/
diwawancarai	/diwawantʃarai/
diyakini	/dijakini/
doa	/doa/
doang	/doaŋ/
doanya	/doaɲa/
dobel	/dobəl/
dobi	/dobi/
doblé	/doble/
dobol	/dobol/
dobolo	/dobolo/
dobrak	/dobraʔ/
dodét	/dodet/
do	/do/
dodok	/dodoʔ/
dodol	/dodol/
dodong	/dodoŋ/
dodor	/dodor/
dodos	/dodos/
dodot	/dodot/
doeloe	/doəloə/
dogdog	/dogdog/
dogél	/dogel/
dogér	/doger/
dogma	/dogma/
dogmatik	/dogmatiʔ/
dogmatis	/dogmatis/
dogmatisme	/dogmatismə/
dogol	/dogol/
dohok	/dohoʔ/
doi	/doi/
dokar	/dokar/
dok	/doʔ/
dokoh	/dokoh/
dokok	/dokoʔ/
dokter	/doʔtər/
doktoranda	/doʔtoranda/
doktorandus	/doʔtorandus/
doktor	/doʔtor/
doktrin	/doʔtrin/
doku	/doku/
dokumén	/dokumen/
dokuméntasi	/dokumentasi/
dokuméntér	/dokumenter/
dolanan	/dolanan/
dolan	/dolan/
dolar	/dolar/
dol	/dol/
dolfin	/dolfin/
dolmén	/dolmen/
dolok	/doloʔ/
dolomit	/dolomit/
domba	/domba/
domblong	/dombloŋ/
dom	/dom/
doméin	/domein/
doméstik	/domestiʔ/
dominan	/dominan/
dominasi	/dominasi/
dominé	/domine/
domino	/domino/
domisili	/domisili/
domot	/domot/
dompak	/dompaʔ/
dompét	/dompet/
dompétnya	/dompetɲa/
domplangan	/domplaŋan/
domplang	/domplaŋ/
dompléngan	/dompleŋan/
dompléng	/dompleŋ/
dompolan	/dompolan/
dompol	/dompol/
donasi	/donasi/
donat	/donat/
donatur	/donatur/
doncang	/dontʃaŋ/
dondangan	/dondaŋan/
dondang	/dondaŋ/
donder	/dondər/
don	/don/
dondon	/dondon/
dongak	/doŋaʔ/
dongan	/doŋan/
dongbrét	/doŋbret/
dong	/doŋ/
dongéngan	/doŋeŋan/
dongéng	/doŋeŋ/
dongkak	/doŋkaʔ/
dongkélan	/doŋkelan/
dongkél	/doŋkel/
dongkol	/doŋkol/
dongkrak	/doŋʔraʔ/
dongkrok	/doŋʔroʔ/
dongok	/doŋoʔ/
donor	/donor/
donto	/donto/
dop	/dop/
dopis	/dopis/
doran	/doran/
dorang	/doraŋ/
dor	/dor/
dormansi	/dormansi/
dorna	/dorna/
dorongan	/doroŋan/
dorong	/doroŋ/
dorsal	/dorsal/
dorsum	/dorsum/
dortrap	/dortrap/
dosa	/dosa/
dos.	/dos./
dos	/dos/
dosén	/dosen/
dosir	/dosir/
dosis	/dosis/
dot	/dot/
dowél	/dowel/
dowér	/dower/
doyak	/dojaʔ/
doyan	/dojan/
doyong	/dojoŋ/
draf	/draf/
dragon	/dragon/
drai	/drai/
drainase	/drainasə/
drama	/drama/
dramatik	/dramatiʔ/
dramatisasi	/dramatisasi/
dramatis	/dramatis/
dramaturg	/dramaturg/
dramaturgi	/dramaturgi/
dramawan	/dramawan/
dram	/dram/
drastis	/drastis/
drat	/drat/
dr	/dr/
drél	/drel/
drésoar	/dresoar/
dribel	/dribəl/
dril	/dril/
drip	/drip/
drop	/drop/
drum	/drum/
drumer	/drumər/
duaan	/duaʔan/
duabelas	/duabəlas/
dua	/dua/
duafa	/duafa/
duai	/duai/
duaja	/duadʒa/
dualis	/dualis/
dualisme	/dualismə/
dualistis	/dualistis/
duane	/duanə/
duanya	/duaɲa/
dubalang	/dubalaŋ/
dub	/dub/
dubés	/dubes/
dubilah	/dubilah/
dublé	/duble/
dubuk	/dubuʔ/
dubur	/dubur/
duda	/duda/
dudu	/dudu/
duduk	/duduʔ/
duduki	/duduki/
duduklah	/duduʔlah/
duduknya	/duduʔɲa/
dudus	/dudus/
duél	/duel/
duét	/duet/
dugaan	/dugaʔan/
duga	/duga/
dugal	/dugal/
dugang	/dugaŋ/
dugas	/dugas/
dugdéng	/dugdeŋ/
dugdér	/dugder/
duhai	/duhai/
duh	/duh/
duhu	/duhu/
duilah	/duilah/
duit	/duit/
dukacarita	/dukatʃarita/
dukacita	/dukatʃita/
duka	/duka/
dukana	/dukana/
dukan	/dukan/
dukat	/dukat/
duk	/duʔ/
duku	/duku/
dukuh	/dukuh/
dukun	/dukun/
dukungan	/dukuŋan/
dukung	/dukuŋ/
dulag	/dulag/
dulang	/dulaŋ/
duli	/duli/
duluan	/duluan/
dulu	/dulu/
dulunya	/duluɲa/
dulur	/dulur/
dum	/dum/
dumping	/dumpiŋ/
dumung	/dumuŋ/
dunah	/dunah/
dunak	/dunaʔ/
dungas	/duŋas/
dung	/duŋ/
dungkul	/duŋkul/
dungu	/duŋu/
dungun	/duŋun/
dunia	/dunia/
duniawi	/duniawi/
dupa	/dupa/
dupak	/dupaʔ/
dup	/dup/
dupléks	/dupleʔs/
duplikasi	/duplikasi/
duplikat	/duplikat/
duplikator	/duplikator/
duplik	/dupliʔ/
duplo	/duplo/
dura	/dura/
durasi	/durasi/
durat	/durat/
duratif	/duratif/
dur	/dur/
durhaka	/durhaka/
durian	/durian/
durias	/durias/
duriat	/duriat/
duri	/duri/
durja	/durdʒa/
durjana	/durdʒana/
durjasa	/durdʒasa/
durkarsa	/durkarsa/
durma	/durma/
durno	/durno/
durnois	/durnois/
durnoisme	/durnoismə/
dursila	/dursila/
duru	/duru/
dus	/dus/
dusin	/dusin/
dusta	/dusta/
dustur	/dustur/
dusun	/dusun/
duta	/duta/
duwet	/duwət/
duyun	/dujun/
duyung	/dujuŋ/
dwiarti	/dwiarti/
dwibahasa	/dwibahasa/
dwibahasawan	/dwibahasawan/
dwidarma	/dwidarma/
dwidasawarsa	/dwidasawarsa/
dwifungsi	/dwifuŋsi/
dwiganda	/dwiganda/
dwiguna	/dwiguna/
dwilingga	/dwiliŋga/
dwimatra	/dwimatra/
dwimingguan	/dwimiŋguan/
dwimuka	/dwimuka/
dwiperan	/dwipəran/
dwipurwa	/dwipurwa/
dwisegi	/dwisəgi/
dwitarung	/dwitaruŋ/
dwitunggal	/dwituŋgal/
dwiwarna	/dwiwarna/
ébam	/ebam/
ebam	/əbam/
éban	/eban/
eban	/əban/
ébék	/ebeʔ/
ébi	/ebi/
ebi	/əbi/
éboni	/eboni/
ébonit	/ebonit/
ébro	/ebro/
écék	/etʃeʔ/
ecék	/ətʃeʔ/
écéng	/etʃeŋ/
écéran	/etʃeran/
écér	/etʃer/
éco	/etʃo/
édan	/edan/
édaran	/edaran/
édar	/edar/
édisi	/edisi/
édit	/edit/
éditor	/editor/
éditorial	/editorial/
édukasi	/edukasi/
édukatif	/edukatif/
éf	/ef/
éfék	/efeʔ/
éféktif	/efeʔtif/
éféktivitas	/efeʔtivitas/
éféndi	/efendi/
éfisién	/efisien/
éfisiénsi	/efisiensi/
égah	/egah/
egah	/əgah/
égalisasi	/egalisasi/
égalitér	/egaliter/
egat	/əgat/
égo	/ego/
ego	/əgo/
égois	/egois/
égoisme	/egoismə/
