a	/aː/
áskriftargjald	/auːskrɪftarcalt/
áskriftarkortunum	/aːuskrɪftar̥kʰɔr̥tɔnʏm/
áskriftartölur	/aːuskrɪftar̥tʰœːlʏr/
áskriftarvefurinn	/auːskrɪftarvɛːvʏrɪn/
áskriftir	/auːskrɪftɪr/
áskynja	/auːscɪnja/
Áslandi	/auːstlantɪ/
Áslandsskóla	/auːstlantskouːla/
Áslaug	/auːstlœiɣ/
Áslaugar	/auːstlœiɣar/
Áslaugu	/auːstlœiɣʏ/
ásmegin	/auːsmeijɪn/
Ásmund	/auːsmʏnt/
Ásmundar	/auːsmʏntar/
Ásmundarsafn	/auːsmʏntarsapn̥/
Ásmundarsal	/auːsmʏntarsaːl/
Ásmundi	/auːsmʏntɪ/
Ásmundsdóttir	/auːsmʏntstouhtɪr/
Ásmundsson	/auːsmʏntsɔːn/
Ásmundssonar	/ausmʏntsɔːnar/
Ásmundssyni	/ausmʏntsɪːnɪ/
Ásmundur	/auːsmʏntʏr/
ásókn	/auːsouhkn̥/
ásótti	/auːsouhtɪ/
ásóttu	/auːsouhtʏ/
Ásrún	/auːsrun/
ásrúnar	/aːusrunar/
áss	/aus/
ást	/aust/
Ásta	/austa/
ástand	/auːstant/
ástandi	/auːstantɪ/
ástandið	/auːstantɪð/
ástandinu	/auːstantɪnʏ/
ástands	/auːstants/
ástandsbreyting	/aːustantsprɛːjtiŋk/
ástandsins	/auːstantsɪns/
ástar	/austar/
ástaratlot	/austaraːtlɔt/
ástarbréf	/austarprjɛːv/
ástarbréfin	/austarprjɛːvɪn/
ástardrykkurinn	/austar̥trɪhkʏrɪn/
ástardúettinn	/austar̥tuːɛhtɪn/
ástarhreiður	/austar̥eiːðʏr/
ástarinnar	/austarɪnar/
ástarkveðju	/austarkʰvɛðjʏ/
ástarköll	/austar̥kʰœtl̥/
ástarleiki	/austarlɛːjcɪ/
ástarorð	/austarɔrð/
ástarsaga	/austarsaːɣa/
ástarsamband	/austarsampant/
ástarsambandi	/austarsampantɪ/
ástarsamböndum	/austarsampœntʏm/
ástarsorg	/austarsɔrk/
ástarsögu	/austarsœːɣʏ/
ástarsögur	/austarsœːɣʏr/
ástarævintýri	/austaraiːvɪntirɪ/
ástatt	/austaht/
ástfangið	/austfauɲcɪð/
ástfangin	/austfauɲcɪn/
ástfanginn	/austfauɲcɪn/
ástfangna	/austfauŋkna/
ástfangnir	/austfauŋknɪr/
ástfóstri	/austfoustrɪ/
ástgeirsdóttur	/austcɛjr̥stouhtʏr/
Ásthildi	/austhɪltɪ/
Ásthildur	/austhɪltʏr/
ástin	/austɪn/
ástina	/austɪna/
ástinni	/austɪnɪ/
ástir	/austɪr/
Ástjörn	/auːstjœrtn̥/
ástkona	/austkʰɔna/
ástkonu	/austkʰɔnʏ/
ástkonur	/austkʰɔnʏr/
ástkæra	/austcaira/
ástleitni	/austleihtnɪ/
ástmaður	/austmaðʏr/
ástmanni	/austmanɪ/
ástmar	/austmar/
ástmey	/austmei/
Ástrala	/australa/
Ástralar	/australar/
Ástralía	/australija/
Ástralíu	/australijʏ/
ástralska	/australska/
Ástráðsson	/austrauðsɔːn/
Ástráður	/austrauðʏr/
ástríða	/austriða/
ástríðan	/austriðan/
Ástríðar	/austriðar/
ástríðu	/austriðʏ/
ástríðufull	/austriðʏfʏtl̥/
ástríðufullt	/austriðʏfʏl̥t/
ástríðufullur	/austriðʏfʏtlʏr/
ástríðuleikur	/aːustriðʏlɛːjkʏr/
ástríðum	/austriðʏm/
Ástríður	/austriðʏr/
Ástrík	/austrik/
Ástríki	/austricɪ/
áströlsk	/austrœlsk/
áströlsku	/austrœlskʏ/
Ástu	/austʏ/
ástum	/austʏm/
ástunda	/auːstʏnta/
ástundun	/auːstʏntʏn/
ástundunin	/aːustʏntʏnɪn/
ástúð	/austuð/
ástúðlega	/austuðlɛɣa/
Ástvaldsson	/austvaltsɔːn/
ástvaldur	/austvaltʏr/
ástvin	/austvɪn/
ástvina	/austvɪna/
ástvini	/austvɪnɪ/
ástvinir	/austvɪnɪr/
ástvinum	/austvɪnʏm/
Ástþór	/austθour/
Ástþórsson	/austθour̥sɔːn/
ástæða	/auːstaiða/
ástæðan	/auːstaiðan/
ástæðu	/auːstaiðʏ/
ástæðulaus	/auːstaiðʏlœiːs/
ástæðulaust	/auːstaiðʏlœist/
ástæðulausu	/auːstaiðʏlœiːsʏ/
ástæðum	/auːstaiðʏm/
ástæðuna	/auːstaiðʏna/
ástæðunni	/auːstaiðʏnɪ/
ástæðunum	/auːstaiðɔnʏm/
ástæður	/auːstaiðʏr/
ástæðurnar	/auːstaiðʏtnar/
Ásu	/auːsʏ/
ásubergsskipið	/aːusʏpɛrkscɪːpɪð/
ásum	/auːsʏm/
Ásvallagötu	/auːsvatl̥akœːtʏ/
Ásvellir	/auːsvɛtlɪr/
Ásvöllum	/auːsvœtlʏm/
ásýnd	/auːsint/
ásýndum	/auːsintʏm/
ásækja	/auːsaica/
ásökunum	/auːsœkɔnʏm/
át	/auːt/
átak	/auːtak/
átaka	/auːtaka/
átakalaust	/auːtakalœist/
átakanleg	/auːtakanlɛɣ/
átakanlega	/auːtakanlɛɣa/
átakanlegri	/auːtakanlɛɣrɪ/
átakanna	/auːtakana/
átaki	/auːtacɪ/
átakið	/auːtacɪð/
átakinu	/auːtacɪnʏ/
átaks	/auːtaks/
átaksins	/auːtaksɪns/
átaksverkefna	/aːutʰaksvɛr̥kɛpna/
átaksverkefni	/auːtaksvɛr̥kɛpnɪ/
átekta	/auːtɛxta/
átfrumum	/aːutfrʏmʏm/
átján	/auːtjaun/
átjánda	/auːtjaunta/
átjándi	/auːtjauntɪ/
átjándu	/auːtjauntʏ/
átt	/auht/
átta	/auhta/
áttað	/auhtað/
áttaði	/auhtaðɪ/
áttaleytið	/auhtaleiːtɪð/
áttan	/auhtan/
áttar	/auhtar/
áttatíu	/auhtatiːjʏ/
áttavita	/auhtavɪːta/
áttaviti	/auhtavɪːtɪ/
átti	/auhtɪ/
áttina	/auhtɪna/
áttinni	/auhtɪnɪ/
áttir	/auhtɪr/
áttirðu	/auhtɪrʏ/
áttirnar	/auhtɪtnar/
áttræð	/auhtraið/
áttræðisaldri	/auhtraiðɪsaltrɪ/
áttræður	/auhtraiðʏr/
áttrætt	/auhtraiht/
áttu	/auhtʏ/
áttuð	/auhtʏð/
áttuðu	/auhtʏðʏ/
áttuðum	/auhtʏðʏm/
áttugasta	/auhtʏɣasta/
áttugasti	/auhtʏɣastɪ/
áttugustu	/auhtʏɣʏstʏ/
áttum	/auhtʏm/
áttunda	/auhtʏnta/
áttundi	/auhtʏntɪ/
áttundu	/auhtʏntʏ/
áttust	/auhtʏst/
átu	/auːtʏ/
átum	/auːtʏm/
ÁTVR	/auː tjɛː vaf ɛr/
átök	/auːtœk/
átökin	/auːtœcɪn/
átökum	/auːtœkʏm/
átökunum	/auːtœkɔnʏm/
áunnið	/auːʏnɪð/
áunnist	/auːʏnɪst/
ávala	/auːvala/
ávalar	/auːvalar/
ávallt	/auːval̥t/
ávalt	/auːval̥t/
ávana	/auːvana/
ávann	/auːvan/
ávarp	/auːvar̥p/
ávarpa	/auːvar̥pa/
ávarpað	/auːvar̥pað/
ávarpaði	/auːvar̥paðɪ/
ávarpaður	/auːvar̥paðʏr/
ávarpar	/auːvar̥par/
ávarpi	/auːvar̥pɪ/
ávaxta	/auːvaksta/
ávaxtaflugunnar	/aːuvakstaflʏːɣʏnar/
ávaxtamauki	/aːuvakstamœicɪ/
ávaxtasafa	/auːvakstasaːva/
áverka	/auːvɛr̥ka/
áverkar	/auːvɛr̥kar/
áverkarnir	/aːuvɛr̥katnɪr/
áverkum	/auːvɛr̥kʏm/
ávexti	/auːvɛkstɪ/
ávextir	/auːvɛkstɪr/
ávinna	/auːvɪna/
ávinning	/auːvɪniŋk/
ávinningi	/auːvɪniɲcɪ/
ávinnings	/auːvɪniŋks/
ávinningur	/auːvɪniŋkʏr/
ávinningurinn	/auːvɪniŋkʏrɪn/
ávirðingar	/auːvɪrðiŋkar/
ávísun	/auːvisʏn/
ávíta	/auːvita/
ávítaði	/auːvitaðɪ/
ávítandi	/auːvitantɪ/
ávæning	/auːvainiŋk/
ávöl	/auːvœl/
ávölum	/auːvœlʏm/
ávörp	/auːvœr̥p/
ávörpuðu	/auːvœr̥pʏðʏ/
ávöxt	/auːvœkst/
ávöxtum	/auːvœkstʏm/
ávöxtun	/auːvœkstʏn/
ávöxtunar	/auːvœkstʏnar/
ávöxtunarkrafa	/auːvœkstʏnarkraːva/
ávöxtunarkröfu	/auːvœkstʏnarkrœːvʏ/
ávöxtur	/auːvœkstʏr/
áþekk	/auːθɛhk/
áþekkt	/auːθɛxt/
áþján	/auːθjaun/
áþreifanleg	/auːθreivanlɛɣ/
áþreifanlega	/auːθreivanlɛɣa/
áætla	/auːaihtla/
áætlað	/auːaihtlað/
áætlaðan	/auːaihtlaðan/
áætlaðar	/auːaihtlaðar/
áætlaður	/auːaihtlaðʏr/
áætlana	/auːaihtlana/
áætlanagerð	/auːaihtlanacɛrð/
áætlanir	/auːaihtlanɪr/
áætlar	/auːaihtlar/
áætluð	/auːaihtlʏð/
áætluðum	/auːaihtlʏðʏm/
áætlun	/auːaihtlʏn/
áætlunar	/auːaihtlʏnar/
áætlunarbíllinn	/auːaihtlʏnarpitlɪn/
áætlunarflug	/auːaihtlʏnarflʏːɣ/
áætlunarflugi	/auːaihtlʏnarflʏiːjɪ/
áætlunarinnar	/auːaihtlʏnarɪnar/
áætlunin	/auːaihtlʏnɪn/
áætlunina	/auːaihtlʏnɪna/
áætluninni	/auːaihtlʏnɪnɪ/
áætlunum	/auːaihtlɔnʏm/
B	/pjɛː/
BA	/pjɛː aː/
Badda	/pata/
Baddi	/patɪ/
Baddý	/pati/
badminton	/patmintɔn/
badmintonráð	/patmɪntʰɔnraːuð/
bað	/paːð/
baða	/paːða/
baðaði	/paːðaðɪ/
baðar	/paːðar/
baðherbergi	/paːðhɛrpɛcɪ/
baðherbergið	/paːðhɛrpɛcɪð/
baðherberginu	/paːðhɛrpɛcɪnʏ/
baðhús	/paːðhus/
baðhúsið	/paːðhusɪð/
baðhúsinu	/paːðhusɪnʏ/
baði	/paːðɪ/
baðið	/paːðɪð/
baðinu	/paːðɪnʏ/
baðkari	/paðkarɪ/
baðkarið	/paðkarɪð/
baðkarinu	/paðkarɪnʏ/
baðker	/paðcɛr/
baðkerið	/paðcɛrɪð/
baðkerinu	/paðcɛrɪnʏ/
baðmull	/paðmʏtl̥/
baðslopp	/paðstlɔhp/
baðst	/paðst/
baðstofan	/paðstɔvan/
baðstofu	/paðstɔvʏ/
baðstofuna	/paðstɔvʏna/
baðstofunnar	/paðstɔvʏnar/
baðstofunni	/paðstɔvʏnɪ/
baðströnd	/paðstrœnt/
baðströndinni	/paðstrœntɪnɪ/
baðþjónusta	/paθjounʏsta/
bagaleg	/paːɣalɛɣ/
bagalegt	/paːɣalɛxt/
bagga	/paka/
baggalúti	/pakaluːtɪ/
baggalúts	/pakaluːts/
baggalútur	/pakaluːtʏr/
baggi	/pacɪ/
baháí	/paːhaji/
bak	/paːk/
baka	/paːka/
bakað	/paːkað/
bakaði	/paːkaðɪ/
bakaleiðinni	/paːkaleiːðɪnɪ/
bakara	/paːkara/
bakari	/paːkarɪ/
bakarinn	/paːkarɪn/
bakarí	/paːkari/
bakaríið	/paːkarijɪð/
bakaríinu	/paːkarijɪnʏ/
bakborða	/paːkpɔrða/
bakdyr	/paːktɪr/
bakdyramegin	/paːktɪrameiːjɪn/
bakdyrnar	/paːktɪtnar/
bakdyrunum	/paːktɪrɔnʏm/
bakföll	/paːkfœtl̥/
bakgarðinn	/paːkarðɪn/
bakgarðinum	/paːkarðɪnʏm/
bakgrunn	/paːkrʏn/
bakgrunna	/paːkrʏna/
bakgrunni	/paːkrʏnɪ/
bakgrunninum	/paːkrʏnɪnʏm/
bakgrunnum	/paːkrʏnʏm/
bakgrunnur	/paːkrʏnʏr/
bakgrunnurinn	/pakrʏnʏrɪn/
bakháa	/paːkaua/
bakherbergi	/paːkɛrpɛcɪ/
bakhita	/paːkhɪta/
bakhjarl	/paːcartl̥/
bakhjarli	/paːcartlɪ/
bakhjörlum	/paːkçœrtlʏm/
bakhlið	/paːkl̥ɪð/
bakhliðinni	/paːkl̥ɪðɪnɪ/
bakhluta	/paːkl̥ʏta/
bakhlutann	/paːkl̥ʏtan/
bakhlutanum	/paːkl̥ʏtanʏm/
bakhús	/paːkus/
bakhúsi	/paːkusɪ/
baki	/paːcɪ/
bakið	/paːcɪð/
bakinu	/paːcɪnʏ/
bakka	/pahka/
bakkabraut	/pahkaprœit/
bakkað	/pahkað/
Bakkafirði	/pahkafɪrðɪ/
bakkaflugvöll	/pahkaflʏɣvœtl̥/
Bakkagerðis	/pahkacɛrðɪs/
bakkana	/pahkana/
bakkann	/pahkan/
bakkanum	/pahkanʏm/
bakkar	/pahkar/
bakkara	/pahkara/
bakkaskjóls	/pahkascouls/
Bakkavarar	/pahkavaːrar/
bakkavegur	/pahkavɛːɣʏr/
Bakkavör	/pahkavœːr/
bakkelsi	/pahcɛlsɪ/
bakki	/pahcɪ/
bakkinn	/pahcɪn/
Bakkus	/pahkʏs/
bakland	/paːklant/
bakleikfimi	/paːkleikfɪmɪ/
bakmeiðsl	/paːkmɛːjðstl̥/
bakpoka	/paːkpɔka/
bakpokann	/paːkpɔkan/
bakpokanum	/paːkpɔkanʏm/
bakpokar	/paːkpʰɔkar/
baksa	/paxsa/
baksessunum	/paːksɛsɔnʏm/
baksíðu	/paːksiðʏ/
bakslag	/paːkstlaɣ/
bakstur	/pakstʏr/
baksundi	/paːksʏntɪ/
baksviðs	/paːksvɪðs/
baksvip	/paːksvɪp/
baksvipinn	/paːksvɪpɪn/
baksýn	/paːksin/
baksýnisspegilinn	/paːksinɪspeijɪlɪn/
baksýnisspeglinum	/paːksinɪspeiklɪnʏm/
baktería	/paxtɛrija/
bakteríum	/paxtɛrijʏm/
bakteríur	/paxtɛrijʏr/
bakvakt	/paːkvaxt/
bakvarðar	/paːkvarðar/
bakveröndinni	/paːkvɛrœntɪnɪ/
bakvið	/paːkvɪð/
bakvörður	/paːkvœrðʏr/
bakþanka	/paːkθauŋ̊ka/
bala	/paːla/
balann	/paːlan/
balavíkur	/paːlavikʏr/
baldinn	/paltɪn/
Baldri	/paltrɪ/
Baldur	/paltʏr/
Baldurs	/paltʏr̥s/
baldursbrár	/paltʏr̥spraːur/
Baldursdóttir	/paltʏr̥stouhtɪr/
Baldursdóttur	/paltʏr̥stouhtʏr/
Baldursgötu	/paltʏr̥skœːtʏ/
Baldursson	/paltʏr̥sɔːn/
Baldurssonar	/paltʏr̥sɔːnar/
Baldurssyni	/paltʏr̥sɪːnɪ/
Baldvin	/paltvɪn/
Baldvins	/paltvɪns/
Baldvinsdóttir	/paltvɪnstouhtɪr/
Baldvinsson	/paltvɪnsɔːn/
Baldvinssonar	/paltvɪnsɔːnar/
Baldvinssyni	/paltvɪnsɪːnɪ/
Baldvinu	/paltvɪnʏ/
bali	/paːlɪ/
Balí	/paːli/
Balkanskaga	/pal̥kanskaːɣa/
ball	/pal/
ballett	/palɛht/
ballettinn	/palɛhtɪn/
ballettsins	/palɛhtsɪns/
balli	/palɪ/
ballið	/palɪð/
ballinu	/palɪnʏ/
ballkjólar	/palcoular/
ballmiðanum	/palmɪðanʏm/
ballöður	/palœðʏr/
bals	/pals/
balsa	/palsa/
Baltasar	/pal̥tasar/
bana	/paːna/
banaleguna	/paːnalɛːɣʏna/
banana	/paːnana/
bananabrauð	/paːnanaprœið/
bananaekrur	/paːnanaɛːkrʏr/
bananakaka	/paːnanakʰaːka/
bananamauk	/paːnanamœik/
bananar	/paːnanar/
banaslys	/paːnastlɪːs/
banasótt	/paːnasouht/
band	/pant/
banda	/panta/
bandaði	/pantaðɪ/
bandalag	/pantalaɣ/
bandalagi	/pantalaːjɪ/
bandalagið	/pantalaːjɪð/
bandalaginu	/pantalaːjɪnʏ/
bandalags	/pantalaxs/
bandalagsins	/pantalaxsɪns/
bandalög	/pantalœɣ/
bandamaður	/pantamaːðʏr/
bandamann	/pantaman/
bandamanna	/pantamana/
bandamenn	/pantamɛn/
bandamönnum	/pantamœnʏm/
bandar	/pantar/
Bandaríkin	/pantariːcɪn/
Bandaríkjadala	/pantariːcataːla/
Bandaríkjadollara	/pantaricatɔlara/
Bandaríkjaforseta	/pantaricafɔr̥sɛta/
Bandaríkjaforseti	/pantaricafɔr̥sɛtɪ/
Bandaríkjaher	/pantaricahɛːr/
Bandaríkjahers	/pantaricahɛr̥s/
Bandaríkjamaður	/pantaricamaːðʏr/
Bandaríkjamaðurinn	/pantaricamaːðʏrɪn/
Bandaríkjamanna	/pantaricamana/
Bandaríkjamarkað	/pantaricamar̥kað/
Bandaríkjamarkaði	/pantaricamar̥kaðɪ/
Bandaríkjamenn	/pantaricamɛn/
Bandaríkjamönnum	/pantaricamœnʏm/
Bandaríkjanna	/pantariːcana/
Bandaríkjastjórn	/pantaricastjourtn̥/
Bandaríkjastjórnar	/pantaricastjourtnar/
Bandaríkjaþingi	/pantaricaθiɲcɪ/
Bandaríkjaþings	/pantaricaθiŋks/
Bandaríkjunum	/pantariːcɔnʏm/
bandarísk	/pantarisk/
bandaríska	/pantariska/
bandarískan	/pantariskan/
bandarískar	/pantariskar/
bandaríski	/pantariscɪ/
bandarískir	/pantariscɪr/
bandarískra	/pantariskra/
bandarískrar	/pantariskrar/
bandarískri	/pantariskrɪ/
bandarísks	/pantarisks/
bandarískt	/pantarist/
bandarísku	/pantariskʏ/
bandarískum	/pantariskʏm/
bandarískur	/pantariskʏr/
bandi	/pantɪ/
bandið	/pantɪð/
bandinu	/pantɪnʏ/
bandsins	/pantsɪns/
banginn	/pauɲcɪn/
Bangkok	/paŋkɔhk/
Bangladesh	/paŋlatɛs/
bangsa	/pauŋsa/
bangsanum	/pauŋsanʏm/
bangsar	/pauŋsar/
bangsi	/pauŋsɪ/
bangsinn	/pauŋsɪn/
Bangsímon	/pauŋsimɔn/
banhungruð	/paːnhuŋkrʏð/
bani	/paːnɪ/
bank	/pauŋ̊k/
banka	/pauŋ̊ka/
bankabók	/pauŋ̊kapouːk/
bankað	/pauŋ̊kað/
bankaði	/pauŋ̊kaðɪ/
bankakerfið	/pauŋ̊kacɛrvɪð/
bankakerfinu	/pauŋ̊kacɛrvɪnʏ/
bankalánum	/pauŋ̊kalauːnʏm/
bankamanna	/pauŋ̊kamana/
bankamannasambandinu	/pauŋ̥kamanasampantɪnʏ/
bankana	/pauŋ̊kana/
bankann	/pauŋ̊kan/
bankanna	/pauŋ̊kana/
bankans	/pauŋ̊kans/
bankanum	/pauŋ̊kanʏm/
bankar	/pauŋ̊kar/
bankaráð	/pauŋ̊karauːð/
bankaráðs	/pauŋ̊karauðs/
bankarán	/pauŋ̊karauːn/
bankareikning	/pauŋ̊kareihkniŋk/
bankarnir	/pauŋ̊katnɪr/
bankastarfsemi	/pauŋ̥kastarsɛmɪ/
bankastjóra	/pauŋ̊kastjouːra/
bankastjórar	/pauŋ̊kastjouːrar/
bankastjóri	/pauŋ̊kastjouːrɪ/
bankastjórnin	/pauŋ̥kastjourtnɪn/
Bankastræti	/pauŋ̊kastraiːtɪ/
bankaþjónusta	/pauŋ̊kaθjouːnʏsta/
bankaþjónustu	/pauŋ̊kaθjouːnʏstʏ/
banki	/pauɲ̊cɪ/
bankinn	/pauɲ̊cɪn/
banks	/pauŋ̊s/
bann	/pan/
banna	/pana/
bannað	/panað/
bannaðar	/panaðar/
bannaði	/panaðɪ/
bannaðir	/panaðɪr/
bannaður	/panaðʏr/
bannar	/panar/
banni	/panɪ/
bannið	/panɪð/
banninu	/panɪnʏ/
banvænt	/panvain̥t/
banönum	/paːnœnʏm/
bar	/paːr/
bara	/paːra/
barátta	/paːrauhta/
baráttan	/paːrauhtan/
baráttu	/paːrauhtʏ/
baráttumaður	/paːrauhtʏmaːðʏr/
baráttumál	/paːrauhtʏmauːl/
baráttumálum	/paːrauhtʏmauːlʏm/
baráttuna	/paːrauhtʏna/
baráttunnar	/paːrauhtʏnar/
baráttunni	/paːrauhtʏnɪ/
baráttusveitin	/paːrauhtʏsveiːtɪn/
baráttusveitina	/paːrauhtʏsveiːtɪna/
baráttusveitinni	/paːrauhtʏsveiːtɪnɪ/
baráttuvilja	/paːrauhtʏvɪlja/
Barbara	/parpara/
barborðinu	/parpɔrðɪnʏ/
Barböru	/parpœrʏ/
Barbörukapella	/parpœrʏkaːpɛtla/
bardaga	/partaɣa/
bardagaatriðin	/partaɣaaːtrɪðɪn/
bardagann	/partaɣan/
bardaganum	/partaɣanʏm/
bardagar	/partaɣar/
bardagi	/partaijɪ/
bardaginn	/partaijɪn/
bardögum	/partœɣʏm/
barðastóran	/parðastouːran/
Barðastrandarsýslu	/parðastrantarsistlʏ/
Barðaströnd	/parðastrœnt/
Barði	/parðɪ/
barðinu	/parðɪnʏ/
barðist	/parðɪst/
barefli	/paːrɛplɪ/
Barentshafi	/paːrɛn̥tshaːvɪ/
bari	/paːrɪ/
barið	/paːrɪð/
barin	/paːrɪn/
barinn	/paːrɪn/
barist	/paːrɪst/
barka	/par̥ka/
barkakýlið	/par̥kaciːlɪð/
barkann	/par̥kan/
barm	/parm/
barma	/parma/
barmaði	/parmaðɪ/
barmafullt	/parmafʏl̥t/
Barmahlíð	/parmal̥iːð/
barmi	/parmɪ/
barminn	/parmɪn/
barminum	/parmɪnʏm/
barn	/patn̥/
barna	/patna/
barnabarn	/patnapatn̥/
barnabarna	/patnapatna/
barnabarnabörn	/patnapatnapœtn̥/
barnabarnabörnin	/patnapatnapœtnɪn/
barnabarnabörnum	/patnapatnapœtnʏm/
barnabarnanna	/patnapatnana/
barnabarni	/patnapatnɪ/
barnabarnið	/patnapatnɪð/
barnabílstólar	/partnapilstoular/
barnaborð	/partnapɔrð/
barnabók	/patnapouːk/
barnabókasöfn	/partnapouːkasœpn̥/
barnabókavörðurinn	/partnapouːkavœrðʏrɪn/
barnabókum	/patnapouːkʏm/
barnabóta	/patnapouːta/
barnabækur	/patnapaiːkʏr/
barnabætur	/patnapaiːtʏr/
barnabörn	/patnapœtn̥/
barnabörnin	/patnapœtnɪn/
barnabörnum	/patnapœtnʏm/
barnabörnunum	/patnapœtnɔnʏm/
barnadeild	/patnateilt/
barnadeildar	/patnateiltar/
barnað	/patnað/
barnaefni	/patnaɛpnɪ/
barnaefnið	/patnaɛpnɪð/
barnaexem	/partnaɛksɛm/
barnafólki	/partnafoul̥cɪ/
barnaguðsþjónusta	/patnakvʏðsθjounʏsta/
Barnaheill	/patnaheitl̥/
Barnaheilla	/patnaheitla/
barnaheimili	/patnaheiːmɪlɪ/
barnaheimilinu	/patnaheiːmɪlɪnʏ/
barnaherbergi	/patnahɛrpɛcɪ/
barnaherbergið	/patnahɛrpɛcɪð/
barnaherberginu	/patnahɛrpɛcɪnʏ/
barnahlekkur	/partnal̥ɛhkʏr/
barnahóp	/patnahouːp/
barnahreyfing	/partnar̥ɛːjviŋk/
barnahús	/patnahuːs/
barnahúsi	/patnahuːsɪ/
barnakennari	/patnacʰɛnarɪ/
barnakennarinn	/patnacʰɛnarɪn/
barnaklám	/patnakʰlauːm/
barnakór	/patnakʰouːr/
barnakórsins	/patnakʰour̥sɪns/
barnalaganna	/partnalaɣana/
barnalandi	/partnalantɪ/
barnalands	/partnalants/
barnaleg	/patnalɛɣ/
barnalega	/patnalɛɣa/
barnalegt	/patnalɛxt/
barnalegu	/patnalɛɣʏ/
barnalegur	/patnalɛɣʏr/
barnaleikur	/patnaleiːkʏr/
barnalækna	/partnalajhkna/
barnalæknir	/patnalaihknɪr/
barnalæknis	/partnalajhknɪs/
barnamál	/patnamauːl/
barnamessa	/patnamɛsa/
barnamynd	/patnamɪnt/
barnanauðgara	/partnanœjðkara/
barnaníðingur	/patnaniːðiŋkʏr/
barnanna	/patnana/
barnaolíu	/patnaɔːlijʏ/
barnapíurnar	/partnapʰijʏtnar/
barnapössun	/patnapœsʏn/
barnarúms	/partnarums/
barnasaga	/patnasaːɣa/
barnaskapur	/patnaskaːpʏr/
barnaskóla	/patnaskouːla/
barnaskólanum	/patnaskouːlanʏm/
barnasmekk	/partnasmɛhk/
barnaspítala	/patnaspiːtala/
barnaspítali	/patnaspiːtalɪ/
barnastarf	/patnastarv/
barnastarfs	/patnastars/
barnastjarna	/patnastjatna/
barnastólar	/patnastouːlar/
barnastóll	/partnastoutl̥/
barnatannlækningum	/partnatʰanlajhkniŋkʏm/
barnatími	/patnatʰiːmɪ/
barnauppeldi	/patnaʏhpeltɪ/
barnavagn	/patnavakn̥/
barnavagni	/patnavaknɪ/
barnavagninn	/patnavaknɪn/
barnaveiki	/patnaveiːcɪ/
barnaverndarnefnd	/patnavɛntanɛmt/
barnaverndarnefndar	/patnavɛntanɛmtar/
barnaverndarstofu	/patnavɛntarstɔːvʏ/
barnaverndinni	/patnavɛntɪnɪ/
barnavinnu	/partnavɪnʏ/
barndóm	/patntoum/
barndómi	/partntouːmɪ/
barneignir	/patneiknɪr/
barnfóstra	/patnfoustra/
barnfóstran	/patnfoustran/
barnfóstru	/patnfoustrʏ/
barnfæddur	/patnfaitʏr/
barngóð	/patnkouːð/
barngóður	/patnkouːðʏr/
barni	/patnɪ/
barnið	/patnɪð/
barningur	/partniŋkʏr/
barninu	/patnɪnʏ/
barnlaus	/patnlœis/
barnmörgum	/partn̥mœrkʏm/
barns	/pas/
barnsaldri	/pasaltrɪ/
barnsandlit	/pasantlɪt/
barnsbeini	/paspeinɪ/
barnsburð	/paspʏrð/
barnsfaðir	/pasfaðɪr/
barnsföður	/pasfœðʏr/
barnsförum	/pasfœrʏm/
barnsgrát	/paskraut/
barnshafandi	/pashavantɪ/
barnsins	/pasɪns/
barnsleg	/pastlɛɣ/
barnslega	/pastlɛɣa/
barnslegri	/pastlɛɣrɪ/
barnslegt	/pastlɛxt/
barnslegu	/pastlɛɣʏ/
barnsmissis	/pasmɪsɪs/
barnsmóður	/pasmouðʏr/
barnsnauð	/pastnœið/
barnsskónum	/paskounʏm/
barnum	/partnʏm/
barnæsku	/partnaiskʏ/
Barónsstíg	/paːrounstiːɣ/
barr	/par/
barrans	/parans/
barrtré	/partrjɛ/
barselóna	/par̥sɛlouːna/
barsmíðar	/par̥smiːðar/
barsmíðarnar	/par̥smiðatnar/
barsmíðum	/par̥smiðʏm/
barsmíðunum	/par̥smiðɔnʏm/
barst	/par̥st/
barstól	/par̥stoul/
barstólnum	/par̥stoulnʏm/
barta	/par̥ta/
barþjóninn	/par̥θjounɪn/
barþjónn	/par̥θjoutn̥/
basar	/paːsar/
basil	/paːsɪl/
Baska	/paska/
baskahúfu	/paskahuːvʏ/
Baskalandi	/paskalantɪ/
basli	/pastlɪ/
bassa	/pasa/
bassaklarinettu	/pasakʰlarɪnɛhtʏ/
bassaleikara	/pasaleiːkara/
bassaleikari	/pasaleiːkarɪ/
bassaleikarinn	/pasaleiːkarɪn/
bassann	/pasan/
bassi	/pasɪ/
bast	/past/
basta	/pasta/
bastarðar	/pastarðar/
bata	/paːta/
bataleið	/paːtaleiːð/
bataljónin	/paːtaljouːnɪn/
batavegi	/paːtaveijɪ/
bati	/paːtɪ/
batna	/pahtna/
batnað	/pahtnað/
batnaðar	/pahtnaðar/
batnaði	/pahtnaðɪ/
batnandi	/pahtnantɪ/
batnar	/pahtnar/
batni	/pahtnɪ/
batt	/paht/
batteríið	/pahterijɪð/
batteríin	/pahterijɪn/
batterísins	/pahtɛrisɪns/
bauð	/pœiːð/
bauðst	/pœiðst/
baug	/pœiːɣ/
baugar	/pœiːɣar/
